60090,Gomphi,n,n-p---mn2-,Gomph,,,['gɔm.pʰɪ],,0
97612,97612,angiportus,n,n-s---mn2-,angiport,,,[aŋ.gɪ.'pɔr.t̪ʊs],,0
97614,a1997,angularis,a,aps---cn3i,angular angular angular,,,['aŋ.gʷla.rɪs],angularis,0
97615,97615,angustiae,n,n-p---fn1-,angusti,,,['aŋgʷs.t̪ɪ̣.jaj],,0
97616,97616,anienus,a,aps---mn1-,anien anien anien,,,[a.'n̪ɪ̣.jɛ.n̪ʊs],,0
97617,a2024,anilis,a,aps---cn3i,anil anil anil,,,['a.n̪ɪ.lɪs],anilis,0
97619,97619,animans,n,n-s---mn3i,animant,,,['a.n̪ɪ.maːn̪s],,0
97620,97620,annales,n,n-p---mn3i,annal,,,['an̪.n̪a.lɛs],,0
97621,a2050,annalis,a,aps---cn3i,annal annal annal,,,['an̪.n̪a.lɪs],annalis,0
97622,97622,anne,r,rp--------,,,,['an̪.n̪ɛ],,0
97623,97623,annulus,n,n-s---mn2-,annul,,,['an̪.n̪ʊ.lʊs],,0
97624,a2129,antefixus,a,aps---mn1-,antefix antefix antefix,,,[an̪.t̪ɛ.'fɪk.sʊs],antefixus,0
97626,a2161,antependulus,a,aps---mn1-,antependul antependul antependul,,,[an̪.t̪ɛ.'pɛn̪.d̪ʊ.lʊs],antependulus,0
97627,a2172,antes,n,n-s---mn3i,ant,,,['an̪.t̪ɛs],antes,0
97628,97628,anteuorto,v,v1spia--3-,anteuort anteuort anteuors,,,['an̪t̪.ewɔ.rt̪ɔ],,0
97629,a2192,anthias,n,n-s---mn1g,anthi,,,['an̪.t̪ʰɪ̣.jas],anthias,0
97630,a2244,antipodes,n,n-s---mn3-,antipod,,,[an̪.'t̪ɪ.pɔ.d̪ɛs],antipodes,0
97631,a1063,antiqui,n,n-p---mn2-,antiqu,,,['an̪.t̪ɪ.kʷɪ],antiqui,0
97632,97632,antisto,v,v1spia--3-,antist antistet -,,,[an̪.'t̪ɪs.t̪ɔ],,0
97633,97633,antonius,a,aps---mn1-,antoni antoni antoni,,,[an̪.'t̪oː.n̪ɪ̣.jʊs],,0
97634,a2293,anus,n,n-s---fn4-,an,,,['a.n̪ʊs],anus,0
97635,97635,apex,n,n-s---fn3-,apic,,,['a.pɛks],,0
97636,a2338,apheliotes,n,n-s---mn1g,apheliot,,,[a.pʰɛ.'lɪ̣.jɔ.t̪ɛs],apheliotes,0
97637,97637,apicius,n,n-s---mn2-,apici,,,[a.'pɪ.kɪ̣.jʊs],,0
97638,a2369,apis,n,n-s---fn3i,ap,,n-s---fn3i=apes,['a.pɪs],,1
97639,97639,aplustra,n,n-p---nn2-,aplustr,,,['a.plʊ.st̪ra],,0
97640,a2375,aplustre,n,n-s---nn3i,aplustr,,,['a.plʊ.st̪rɛ],aplustre,0
97641,a2407,apollinaris,a,aps---cn3i,apollinar apollinar apollinar,,,[a.pɔɫ.'lɪ.n̪a.rɪs],apollinaris,0
97642,a2996,apophoreta,n,n-p---nn2-,apophoret,,,[a.pɔ.pʰɔ.'reː.t̪a],apophoreta,0
97644,a2988,apophoretus,a,aps---mn1-,apophoret apophoret apophoret,,,[a.pɔ.'pʰɔ.rɛ.t̪ʊs],apophoretus,0
97645,a2432,aposphragisma,n,n-s---nn3-,aposphragismat,,,[a.pɔs.'pʰra.gɪ.sma],aposphragisma,0
97646,a2469,appario,v,v1spia--3i,appar - -,,,[ap.'pa.rɪ̣.jɔ],appario,0
97648,97648,appetens,a,aps---an3i,appetent appetent appetent,,,['ap.pɛ.t̪eːn̪s],,0
97649,a2494,appetisso,v,v1spia--3-,appetiss - -,,,[ap.pɛ.'t̪ɪs.sɔ],appetisso,0
97650,a2499,appeto,n,n-s---mn3-,appeton,,,['ap.pɛ.t̪ɔ],appeto,0
97651,97651,appius,n,n-s---mn2-,appi,,,['ap.pɪ̣.jʊs],,0
97652,97652,aqualis,n,n-s---mn3i,aqual,,,['a.kʷa.lɪs],,0
97654,a2611,aquilius,a,aps---mn1-,aquili aquili aquili,,,[a.'kʷɪ.lɪ̣.jʊs],aquilius,0
97655,97655,arabs,a,aps---an3-,arab arab arab,,,['a.raps],,0
97656,97656,arabus,a,aps---mn1-,arab arab arab,,,['a.ra.bʊs],,0
97657,a2630,arachne,n,n-s---fn1g,arachn,,,[a.'rakʰ.n̪ɛ],arachne,0
97658,97658,aratus,n,n-s---mn2-,arat,,,['a.ra.t̪ʊs],,0
97659,a2673,arbutum,n,n-s---nn2-,arbut,,,['ar.bʊ.t̪ũː],arbutum,0
97660,a2673,arbutus,n,n-s---fn2-,arbut,,,['ar.bʊ.t̪ʊs],arbutus,0
97661,97661,arcadius,a,aps---mn1-,arcadi arcadi arcadi,,,[ar.'ka.d̪ɪ̣.jʊs],,0
97662,a1321,arcanum,n,n-s---nn2-,arcan,,,['ar.ka.n̪ũː],arcanum,0
97664,a2741,arcion,n,n-s---nn2g,arci,,,['ar.kɪ̣.jɔn̪],arcion,0
97666,97666,arctus,n,n-s---mn2-,arct,,,['ark.t̪ʊs],,0
97667,a2765,ardalio,n,n-s---mn3-,ardalion,,,[ar.'d̪a.lɪ̣.jɔ],ardalio,0
97668,97668,ardue,r,rp--------,,,,['ar.d̪ʊ.jɛ],,0
97669,97669,arens,a,aps---an3i,arent arent arent,,,['a.reːn̪s],,0
97670,97670,areus,a,aps---mn1-,are are are,,,['arews],,0
97671,a2796,argestes,n,n-s---mn1g,argest,,,[ar.'gɛs.t̪ɛs],argestes,0
97607,a1915,ancile,n,n-s---nn3i,ancil,,,['aŋ.kɪ.lɛ],ancile,0
97676,97676,armamenta,n,n-p---nn2-,armament,,,[ar.ma.'mɛn̪.t̪a],,0
97674,97674,aris,n,n-s---mn3-,arin,,,['a.riːs],,0
97683,97683,arquatus,n,n-s---mn2-,arquat,,,['ar.kʷa.t̪ʊs],,0
97684,97684,arquus,n,n-s---mn2-,arqu,,,['ar.kʷʊs],,0
97685,a2951,articularis,a,aps---cn3i,articular articular articular,,,[ar.t̪ɪ.'kʊ.la.rɪs],articularis,0
97687,a2967,artio,v,v1spia--4-,art artiu artit,,,['ar.t̪ɪ̣.jɔ],artio,0
97688,a1973,artum,n,n-s---nn2-,art,,,['ar.t̪ũː],artum,0
97692,a2985,arualis,a,aps---cn3i,arual arual arual,,,[a.'rʊ.ja.lɪs],arualis,0
97689,97689,arundinetum,n,n-s---nn2-,arundinet,,,[a.rʊn̪.'d̪ɪ.n̪ɛ.t̪ũː],,0
97690,97690,arundinosus,a,aps---mn1-,arundinos arundinos arundinos,,,[a.rʊn̪.'d̪ɪ.n̪ɔ.sʊs],,0
97691,97691,aruspicium,n,n-s---nn2-,aruspici,,,[a.rʊs.'pɪ.kɪ̣.jũː],,0
97693,a3020,ascendibilis,a,aps---cn3i,ascendibil ascendibil ascendibil,,,[as.kɛn̪.'d̪ɪ.bɪ.lɪs],ascendibilis,0
97694,a3022,ascensibilis,a,aps---cn3i,ascensibil ascensibil ascensibil,,,[as.keːn̪.'sɪ.bɪ.lɪs],ascensibilis,0
97695,a2285,ascio,v,v1spia--1-,asc asciu ascit,,,['as.kɪ̣.jɔ],ascio,0
97696,97696,asiaticus,a,aps---mn1-,asiatic asiatic asiatic,,,[a.sɪ̣.'ja.t̪ɪ.kʊs],,0
97697,a3053,asinalis,a,aps---cn3i,asinal asinal asinal,,,[a.'sɪ.n̪a.lɪs],asinalis,0
97698,97698,asius,a,aps---mn1-,asi asi asi,,,['a.sɪ̣.jʊs],,0
97699,97699,aspargo,n,n-s---fn3-,aspargin,,,[as.'par.gɔ],,0
97700,97700,asper,n,n-s---mn2-,aspr,,,['as.pɛr],,0
97701,97701,asseruate,r,rp--------,,,,[as.sɛ.'rʊ.ja.t̪ɛ],,0
97703,97703,astus,a,aps---mn1-,ast ast ast,,,['as.t̪ʊs],,0
97704,97704,ataui,n,n-p---mn2-,atau,,,['a.t̪a.wɪ],,0
97705,97705,athenaeus,a,aps---mn1-,athenae athenae athenae,,,['a.t̪ʰɛn̪ews],,0
97706,97706,atheniensis,a,aps---cn3i,atheniens atheniens atheniens,,,[a.t̪ʰɛ.n̪ɪ̣.'jeːn̪.sɪs],,0
97707,97707,athlon,n,n-s---nn2g,athl,,,['a.t̪ʰlɔn̪],,0
97708,97708,atinia,n,n-s---fn1-,atini,,,[a.'t̪ɪ.n̪ɪ̣.ja],,0
97709,97709,atriensis,a,aps---cn3i,atriens atriens atriens,,,[aː.t̪rɪ̣.'jeː.n̪sɪs],,0
97710,a3312,atriensis,n,n-s---mn3i,atriens,,,[aː.t̪rɪ̣.'jeː.n̪sɪs],atriensis,0
97711,97711,attinae,n,n-p---fn1-,attin,,,['at̪.t̪ɪ.n̪aj],,0
97712,97712,attollero,v,v1spia--1-,attoller attollerau attollerat,,,[at̪.'t̪ɔɫ.lɛ.rɔ],,0
97737,97737,auarus,n,n-s---mn2-,auar,,,['a.wa.rʊs],,0
97713,a3401,auceps,n,n-s---mn3i,aucup,,,['aw.kɛps],auceps,0
97714,a3407,auctificus,a,aps---mn1-,auctific auctific auctific,,,[awk.'t̪ɪ.fɪ.kʊs],auctificus,0
97715,97715,auctus,a,aps---mn1-,auct auct auct,,,['awk.t̪ʊs],,0
97716,97716,aucupo,v,v1spia--1-,aucup aucupau aucupat,,,['aw.kʊ.pɔ],,0
97717,a3434,audax,a,aps---an3i,audac audac audac,,,['aw.d̪aːks],audax,0
97718,97718,audiens,a,aps---an3i,audient audient audient,,,['aw.d̪ɪ̣.jeːn̪s],,0
97719,97719,auditum,n,n-s---nn2-,audit,,,['aw.d̪ɪ.t̪ũː],,0
97738,97738,auellana,n,n-s---fn1-,auellan,,,[a.'wɛɫ.la.n̪a],,0
97739,97739,auentinus,a,aps---mn1-,auentin auentin auentin,,,[a.'wɛn̪.t̪ɪ.n̪ʊs],,0
97720,a3482,augurale,n,n-s---nn3i,augural,,,['aw.gʷra.lɛ],augurale,0
97722,97722,augustalis,a,aps---cn3i,augustal augustal augustal,,,['awgʷs.t̪a.lɪs],,0
97723,97723,aurelius,a,aps---mn1-,aureli aureli aureli,,,[aw.'rɛ.lɪ̣.jʊs],,0
97724,a3541,aureus,n,n-s---mn2-,aure,,,['awrews],aureus,0
97725,a3550,aurifer,a,aps---mn1r,aurifer aurifer aurifer,,,['aw.rɪ.fɛr],aurifer,0
97727,97727,auspicatus,n,n-s---mn4-,auspicat,,,[aws.'pɪ.ka.t̪ʊs],,0
97728,97728,auspico,v,v1spia--1-,auspic auspicau auspicat,,,['aws.pɪ.kɔ],,0
97729,a3595,auster,n,n-s---mn2r,auster,,,['aws.t̪ɛr],auster,0
97730,a3600,australis,a,aps---cn3i,austral austral austral,,,['aws.t̪ra.lɪs],australis,0
97731,a3436,ausus,n,n-s---mn4-,aus,,,['aw.sʊs],ausus,0
97732,97732,autopyros,n,n-s---mn2g,autopyr,,,[aw.'t̪ɔ.py.rɔs],,0
97734,a3637,auxiliares,n,n-p---mn3i,auxiliar,,,[awk.sɪ.'lɪ̣.ja.rɛs],auxiliares,0
97735,a3638,auxiliarii,n,n-p---mn2-,auxiliari,,,[awk.sɪ.lɪ̣.'ja.rɪ̣.jɪ],auxiliarii,0
97736,a3637,auxiliaris,a,aps---cn3i,auxiliar auxiliar auxiliar,,,[awk.sɪ.'lɪ̣.ja.rɪs],auxiliaris,0
44880,i3157,indubitanter,r,rp--------,,,,[ɪn̪.d̪ʊ.bɪ.'t̪an̪.t̪ɛr],indubitanter,0
97673,97673,arietilli,n,n-p---mn2-,arietill,,,[a.rɪ̣.jɛ.'t̪ɪɫ.lɪ],,0
97741,a3456,auerro,v,v1spia--3-,auerr auerr auers,,,[a.'wɛr.rɔ],auerro,0
97743,97743,auitus,n,n-s---mn2-,auit,,,['a.wɪ.t̪ʊs],,0
97744,97744,auos,n,n-s---mn2g,au,,,['a.wɔs],,0
97745,97745,babaecalus,a,aps---mn1-,babaecal babaecal babaecal,,,[ba.'baj.ka.lʊs],,0
97746,b0009,bacalusiae,n,n-p---fn1-,bacalusi,,,[ba.ka.'lʊ.sɪ̣.jaj],bacalusiae,0
97747,97747,baccaris,n,n-s---fn3i,baccar,,,['bak.ka.rɪs],,0
97748,97748,balitans,a,aps---an3i,balitant balitant balitant,,,['ba.lɪ.t̪aːn̪s],,0
97749,b0077,balneae,n,n-p---fn1-,balne,,,['baɫ.n̪ɛ̣.jaj],balneae,0
97750,97750,balteum,n,n-s---nn2-,balte,,,['baɫt̪ewm],,0
97751,b0143,baris,n,n-s---fn3g,barid,,,['ba.rɪs],baris,0
97753,b0272,beneuolens,a,aps---an3i,beneuolent beneuolent beneuolent,,,['bɛn̪.ewɔ.ɫeːn̪s],beneuolens,0
97754,97754,berbex,n,n-s---mn3-,berbec,,,['bɛr.bɛks],,0
97755,b0281,bes,n,n-s---mn3i,bess,,,['bɛs],bes,0
97756,b0299,biber,n,n-s---fn3-,biber,,,['bɪ.bɛr],biber,0
97802,,caelestis,n,n-s---mn3i,caelest,,n-p---mn3i=caelestes,[kaj.'lɛs.t̪ɪs],,0
97758,b0325,bicornis,a,aps---cn3i,bicorn bicorn bicorn,,,[bɪ.'kɔr.n̪ɪs],bicornis,0
97761,b0346,bifarius,a,aps---mn1-,bifari bifari bifari,,,[bɪ.'fa.rɪ̣.jʊs],bifarius,0
97762,b0344,bifer,a,aps---mn1r,bifer bifer bifer,,,['bɪ.fɛr],bifer,0
97763,b0351,biforis,a,aps---cn3i,bifor bifor bifor,,,['bɪ.fɔ.rɪs],biforis,0
97764,b0353,biformis,a,aps---cn3i,biform biform biform,,,[bɪ.'foːr.mɪs],biformis,0
97765,b0354,bifrons,a,aps---an3i,bifront bifront bifront,,,['bɪfrɔːn̪s],bifrons,0
97766,97766,biiugi,n,n-p---mn2-,biiug,,,['bɪj.jʊ.gɪ],,0
97767,b0798,biiugis,a,aps---cn3i,biiug biiug biiug,,,['bɪj.jʊ.gɪs],biiugis,0
97769,b0374,bilix,a,aps---an3i,bilic bilic bilic,,,['bɪ.lɪks],bilix,0
97771,b0379,bimaris,a,aps---cn3i,bimar bimar bimar,,,['bɪ.ma.rɪs],bimaris,0
97772,97772,bimaritus,a,aps---mn1-,bimarit bimarit bimarit,,,[bɪ.'ma.rɪ.t̪ʊs],,0
97773,97773,bimembres,n,n-p---mn3i,bimembr,,,[bɪ.'mɛm.brɛs],,0
97774,b0383,bimembris,a,aps---cn3i,bimembr bimembr bimembr,,,[bɪ.'mɛm.brɪs],bimembris,0
97775,b0384,bimenstris,a,aps---cn3i,bimenstr bimenstr bimenstr,,,[bɪ.'meːn̪s.t̪rɪs],bimenstris,0
97776,97776,bini,a,app---mn1-,bin bin bin,,,['bɪ.n̪ɪ],,0
97777,b0394,binominis,a,aps---cn3i,binomin binomin binomin,,,[bɪ.'n̪ɔ.mɪ.n̪ɪs],binominis,0
97778,b0403,bipatens,a,aps---an3i,bipatent bipatent bipatent,,,['bɪ.pa.t̪eːn̪s],bipatens,0
97781,b0413,bipes,a,aps---an3-,biped biped biped,,,['bɪ.pɛs],bipes,0
97780,97780,bipes,n,n-s---mn3-,biped,,,['bɪ.pɛs],,0
97783,b0415,biremis,a,aps---cn3i,birem birem birem,,,['bɪ.rɛ.mɪs],biremis,0
97782,97782,biremis,n,n-s---fn3i,birem,,,['bɪ.rɛ.mɪs],,0
97784,b0436,bito,v,v1spia--3-,,,,['bɪ.t̪ɔ],bito,0
97785,b0446,blennus,a,aps---mn1-,blenn blenn blenn,,,['blɛn̪.n̪ʊs],blennus,0
97786,97786,bobilis,a,aps---cn3i,bobil bobil bobil,,,['bɔ.bɪ.lɪs],,0
97788,97788,boni,n,n-p---mn2-,bon,,,['bɔ.n̪iː],,0
97790,b0572,bouile,n,n-s---nn3i,bouil,,,['bɔ.wɪ.lɛ],bouile,0
97791,b9698,bouilis,a,aps---cn3i,bouil bouil bouil,,,['bɔ.wɪ.lɪs],bouilis,0
97793,97793,breue,n,n-s---nn3i,breu,,,['brewɛ],,0
97794,b0721,bule,n,n-s---fn1g,bul,,,['bʊ.lɛ],bule,0
97795,b0722,buleuta,n,n-s---mn1-,buleut,,,['bʊɫew.t̪a],buleuta,0
97796,b0736,bumastus,a,aps---mn1-,bumast bumast bumast,,,[bʊ.'mas.t̪ʊs],bumastus,0
97797,b0749,burdubasta,n,n-s---mn1-,burdubast,,,[bʊr.d̪ʊ.'bas.t̪a],burdubasta,0
97798,97798,buxus,n,n-s---fn4-,bux,,,['bʊk.sʊs],,0
97799,97799,caducifer,a,aps---mn1r,caducifer caducifer caducifer,,,[ka.'d̪ʊ.kɪ.fɛr],,0
97801,97801,caelestia,n,n-p---nn3i,caelest,,,[kaj.'lɛs.t̪ɪ̣.ja],,0
97803,c0090,caelestis,a,aps---cn3i,caelest caelest caelest,,,[kaj.'lɛs.t̪ɪs],caelestis,0
97787,97787,Boculus,n,n-s---mn2-,Bocul,,,['bɔ.kʊ.lʊs],,0
97804,c0322,caepe,n,n-s---nn3i,caep,,,['kaj.pɛ],caepe,0
97805,97805,caerula,n,n-p---nn2-,caerul,,,['kaj.rʊ.la],,0
97807,c0201,calcitro,n,n-s---mn3-,calcitron,,,['kaɫ.kɪ.t̪rɔ],calcitro,0
97808,c9211,caldicerebrius,n,n-s---mn2-,caldicerebri,,,[kaɫ.d̪ɪ.kɛ.'rɛ.brɪ̣.jʊs],caldicerebrius,0
97757,b0317,biceps,a,aps---an3-,bicipit bicipit bicipit,,aps---an3-=bicips,['bɪ.kɛps],,1
97740,97740,auernus,a,aps---mn1-,auern auern auern,,,[a.'wɛr.n̪ʊs],,0
97812,c9704,callisco,v,v1spia--3-,callisc callisc -,,,[kaɫ.'lɪs.kɔ],callisco,0
97813,c1152,calo,n,n-s---mn3-,calon,,,['ka.lɔ],calo,0
97814,97814,calta,n,n-s---fn1-,calt,,,['kaɫ.t̪a],,0
97815,97815,campestre,n,n-s---nn3i,campestr,,,[kam.'pɛs.t̪rɛ],,0
97816,c0334,campestria,n,n-p---nn3i,campestr,,,[kam.'pɛs.t̪rɪ̣.ja],campestria,0
97817,97817,campestris,a,aps---an3i,campestr campestr campestr,,,[kam.'pɛs.t̪rɪs],,0
97819,97819,candens,a,aps---an3i,candent candent candent,,,['kan̪.d̪eːn̪s],,0
97820,c9393,candidatus,n,n-s---mn2-,candidat,,,[kan̪.'d̪ɪ.d̪a.t̪ʊs],candidatus,0
97821,c0472,cani,n,n-p---mn2-,can,,,['ka.n̪ɪ],cani,0
97822,97822,canistra,n,n-p---nn2-,canistr,,,[ka.'n̪ɪs.t̪ra],,0
97824,c0456,canthus,n,n-s---mn2-,canth,,,['kan̪.t̪ʰʊs],canthus,0
97826,c0477,capax,a,aps---an3i,capac capac capac,,,['ka.paks],capax,0
97827,c0484,caperro,v,v1spia--1-,caperr caperrau caperrat,,,[ka.'pɛr.rɔ],caperro,0
97832,,carbasus,n,n-s---mn2-,carbas,,n-p---nn2-=carbasa,['kar.ba.sʊs],carbasus/-um,0
97830,c0547,caprigenus,a,aps---mn1-,caprigen caprigen caprigen,,,[ka.'prɪ.gɛ.n̪ʊs],caprigenus,0
97831,c0587,capularis,a,aps---cn3i,capular capular capular,,,[ka.'pʊ.la.rɪs],capularis,0
97876,97876,Chrysos,n,n-s---mn2g,Chrys,,,['kʰry.sɔs],,0
97833,c0599,carbo,n,n-s---mn3-,carbon,,,['kar.bɔ],carbo,0
97834,97834,cariturus,a,aps---mn1-,caritur caritur caritur,,,[ka.'rɪ.t̪ʊ.rʊs],,0
97835,97835,carnufex,n,n-s---mn3-,carnufic,,,['kar.n̪ʊ.fɛks],,0
97836,97836,carpatina,n,n-s---fn1-,carpatin,,,[kar.'pa.t̪ɪ.n̪a],,0
97837,c0696,carpinus,n,n-s---fn2-,carpin,,,['kar.pɪ.n̪ʊs],carpinus,0
97838,c9726,caryotis,n,n-s---fn3-,caryotid,,,[ka.ry.'joː.t̪iːs],caryotis,0
97839,97839,casmilla,n,n-s---fn1-,casmill,,,[kas.'mɪɫ.la],,0
97840,97840,cassia,n,n-s---mn1-,cassi,,,['kas.sɪ̣.ja],,0
97841,c0753,cassis,n,n-s---fn3-,cassid,,,['kas.sɪs],cassis,0
97842,97842,cassus,n,n-s---mn4-,cass,,,['kas.sʊs],,0
97843,97843,castaneus,a,aps---mn1-,castane castane castane,,,['kas.t̪an̪ews],,0
97844,c0764,castellani,n,n-p---mn2-,castellan,,,[kas.'t̪ɛɫ.la.n̪ɪ],castellani,0
97845,c0784,castoreum,n,n-s---nn2-,castore,,,['kas.t̪ɔrewm],castoreum,0
97847,c0793,castrensis,a,aps---cn3i,castrens castrens castrens,,,[kas.'t̪reː.n̪sɪs],castrensis,0
97848,97848,cathedralitius,a,aps---mn1-,cathedraliti cathedraliti cathedraliti,,,[ka.t̪ʰɛ.d̪ra.'lɪ.t̪ɪ̣.jʊs],,0
97849,97849,catillum,n,n-s---nn2-,catill,,,[ka.'t̪ɪɫ.ɫũː],,0
97850,97850,catus,n,n-s---mn2-,cat,,,['ka.t̪ʊs],,0
97852,97852,cenatoria,n,n-p---nn2-,cenatori,,,[keː.n̪aː.'t̪oː.rɪ̣.ja],,0
97853,c1108,ceno,v,v1spia--1-,cen cenau cenat,,v1spid--1-=cenor,['kɛ.n̪ɔ],ceno/-or,0
97854,c3985,centesimus,a,aps---mn1-,centesim centesim centesim,,,[kɛn̪.'t̪ɛ.sɪ.mʊs],centesimus,0
97855,c1142,centimanus,a,aps---mn1-,centiman centiman centiman,,,[kɛn̪.'t̪ɪ.ma.n̪ʊs],centimanus,0
97857,c1169,centurio,v,v1spia--1-,centuri centuriau centuriat,,,[kɛn̪.'t̪ʊ.rɪ̣.joː],centurio,0
97858,c1175,centussis,n,n-s---mn3i,centuss,,,[kɛn̪.'t̪ʊs.sɪs],centussis,0
97860,c1233,cereus,n,n-s---mn2-,cere,,,['kɛrews],cereus,0
97861,97861,certum,r,rp--------,,,,['kɛr.t̪ũː],,0
97863,97863,ceruos,n,n-s---mn2g,ceru,,,['kɛ.rʊ.jɔs],,0
97864,97864,cestus,n,n-s---mn4-,cest,,,['kɛs.t̪ʊs],,0
97865,97865,ceteri,a,app---mn1-,ceter ceter ceter,,,['keː.t̪ɛ.riː],,0
97866,97866,ceterum,n,n-s---nn2-,ceter,,,['keː.t̪ɛ.rũː],,0
97867,c1381,channe,n,n-s---fn1g,chann,,,['kʰan̪.n̪ɛ],channe,0
97868,c1382,chaos,n,n-s---nn2g,cha,,,['kʰa.jɔs],chaos,0
97869,c1387,characterismos,n,n-s---mn2g,characterism,,n-s---mn2-=characterismus,[kʰa.rak.t̪ɛ.'rɪs.mɔs],characterismos/-us,0
97870,c1394,chariton,n,n-s---nn2g,charit,,,['kʰa.rɪ.t̪ɔn̪],chariton,0
97871,c1413,chelidon,n,n-s---fn3-,chelidon,,,['kʰɛ.lɪ.d̪ɔn̪],chelidon,0
97872,97872,chlamyda,n,n-s---fn1-,chlamyd,,,['kʰla.my.d̪a],,0
97873,97873,chors,n,n-s---fn3i,chort,,,['kʰɔrs],,0
97874,c1519,chromis,n,n-s---mn3i,chrom,,,['kʰrɔ.mɪs],chromis,0
97823,c0421,cannabis,n,n-s---fn3i,cannab,,,['kan̪.n̪a.bɪs],cannabis,0
97877,97877,cibaria,n,n-p---nn2-,cibari,,,[kɪ.'baː.rɪ̣.ja],,0
97829,c0507,capital,n,n-s---nn3i,capital,,,['ka.pɪ.t̪aɫ],,0
97811,c0263,callis,n,n-s---mn3i,call,,,['kaɫ.lɪs],callis,0
97885,c1834,circumplumbo,v,v1spia--1-,circumplumb circumplumbau circumplumbat,,,[kɪr.'kʊm.plʊ.mbɔ],circumplumbo,0
97883,97883,circumlucens,a,aps---an3i,circumlucent circumlucent circumlucent,,,[kɪr.'kʊ.mlʊ.keːn̪s],,0
97887,c1942,cirrati,n,n-p---mn2-,cirrat,,,['kɪr.ra.t̪ɪ],cirrati,0
97888,97888,citatus,a,aps---mn1-,citat citat citat,,,['kɪ.t̪a.t̪ʊs],,0
97890,97890,citrius,n,n-s---fn2-,citri,,,['kɪ.t̪rɪ̣.jʊs],,0
97889,97889,citratus,n,n-s---mn2-,citrat,,,['kɪ.t̪ra.t̪ʊs],,0
97891,c2006,ciuilis,a,aps---cn3i,ciuil ciuil ciuil,,,['kɪ.wɪ.lɪs],ciuilis,0
97893,c7025,clanculum,r,rp--------,,,,['klaŋ.kʊ.ɫũː],clanculum,0
97894,97894,claricito,v,v1spia--1-,claricit claricitau claricitat,,,[kla.'rɪ.kɪ.t̪ɔ],,0
97895,c2048,classiarii,n,n-p---mn2-,classiari,,,[klas.sɪ̣.'ja.rɪ̣.jɪ],classiarii,0
97897,97897,classici,n,n-p---mn2-,classic,,,['klas.sɪ.kɪ],,0
97898,c2051,classis,n,n-s---fn3i,class,,,['klas.sɪs],classis,0
97899,c2053,clatra,n,n-p---nn2-,clatr,,,['kla.t̪ra],clatra,0
97900,c2053,clatri,n,n-p---mn2-,clatr,,,['kla.t̪rɪ],clatri,0
97930,,colo,v,v1spia--3-,col colu cult,,,['kɔ.lɔ],colo,1
97901,97901,claustra,n,n-p---nn2-,claustr,,,['klaws.t̪ra],,0
97903,c2103,cliens,n,n-s---mn3i,client,,,['klɪ̣.jeːn̪s],cliens,0
97905,97905,climatericus,a,aps---mn1-,climateric climateric climateric,,,[klɪ.ma.'t̪ɛ.rɪ.kʊs],,0
97906,97906,clipeatus,n,n-s---mn2-,clipeat,,,[klɪ.'pɛ̣.ja.t̪ʊs],,0
97907,97907,clipeum,n,n-s---nn2-,clipe,,,['klɪpewm],,0
97908,97908,cliuum,n,n-s---nn2-,cliu,,,['klɪ.wũː],,0
97909,c2134,cloacalis,a,aps---cn3i,cloacal cloacal cloacal,,,[klɔ.'ja.ka.lɪs],cloacalis,0
97910,97910,clupeo,v,v1spia--1-,clupe clupeau clupeat,,,['klʊ.pɛ̣.jɔ],,0
97911,c2200,coaequalis,a,aps---cn3i,coaequal coaequal coaequal,,,[kɔ.'jaj.kʷa.lɪs],coaequalis,0
97912,c2203,coaetaneus,a,aps---mn1-,coaetane coaetane coaetane,,,[kɔ.'jaj.t̪an̪ews],coaetaneus,0
97913,97913,cochleare,n,n-s---nn3i,cochlear,,,[kɔ.'kʰlɛ̣.ja.rɛ],,0
97914,c7248,coctilis,a,aps---cn3i,coctil coctil coctil,,,['kɔk.t̪ɪ.lɪs],coctilis,0
97915,97915,cocus,n,n-s---mn2-,coc,,,['kɔ.kʊs],,0
97916,c2277,coenon,n,n-s---nn2g,coen,,,['kojn̪ɔn̪],coenon,0
97917,c2292,coetus,n,n-s---mn4-,coet,,,['kojt̪uːs],coetus,0
97920,97920,coheres,n,n-s---cn3-,cohered,,,['kɔ.hɛ.rɛs],,0
97921,c2335,cohors,n,n-s---fn3i,cohort,,,['kɔ.hɔrs],cohors,0
97922,97922,coiro,v,v1spia--1-,coir coirau coirat,,,['kɔ.jɪ.rɔ],,0
97923,97923,colaepium,n,n-s---nn2-,colaepi,,,[kɔ.'laj.pɪ̣.jũː],,0
97924,97924,colendus,a,aps---mn1-,colend colend colend,,,[kɔ.'lɛn̪.d̪ʊs],,0
97926,97926,collectus,a,aps---mn1-,collect collect collect,,,[kɔɫ.'lɛk.t̪ʊs],,0
97927,97927,collibeo,v,v1spia--2-,collib collibu collibit,,,[kɔɫ.'lɪ.bɛ̣.jɔ],,0
97928,c2417,colliciaris,a,aps---cn3i,colliciar colliciar colliciar,,,[kɔɫ.lɪ.'kɪ̣.ja.rɪs],colliciaris,0
97929,c2426,colligo,v,v1spia--3-,collig colleg collect,,,['kɔɫ.lɪ.gɔ],colligo,0
97951,c2773,compages,n,n-s---fn3i,compag,,,['kɔm.pa.gɛs],compages,1
