60090,Gomphi,n,n-p---mn2-,Gomph,,,['gɔm.pʰɪ],,0
62628,62628,Tyba,n,n-s---fn1-,Tyb,,,['t̪y.ba],,0
62629,62629,Tycha,n,n-s---fn1-,Tych,,,['t̪y.kʰa],,0
62630,62630,Tychius,n,n-s---mn2-,Tychi,,,['t̪y.kʰɪ̣.jʊs],,0
62631,62631,Tyndareus,n,n-s---mn2-,Tyndare,,,['t̪yn̪.d̪arews],,0
62632,62632,Typhoeus,n,n-s---mn2-,Typhoe,,,['t̪ypʰews],,0
62633,62633,Tyrannio,n,n-s---mn3-,Tyrannio,,,[t̪y.'ran̪.n̪ɪ̣.jɔ],,0
62634,62634,Tyras,n,n-s---mn3-,Tyras,,,['t̪y.ras],,0
62635,62635,Tyrrheni,n,n-p---mn2-,Tyrrhen,,,['t̪yr.rɛ.n̪ɪ],,0
62636,62636,Ufens,n,n-s---mn3-,Ufens,,,['ʊ.feːn̪s],,0
62638,62638,Ulpius,n,n-s---mn2-,Ulpi,,,['ʊɫ.pɪ̣.jʊs],,0
62639,62639,Ulubrae,n,n-p---fn1-,Ulubr,,,['ʊ.lʊ.braj],,0
62640,62640,Ulurtini,n,n-p---mn2-,Ulurtin,,,[ʊ.'lʊr.t̪ɪ.n̪ɪ],,0
62641,62641,Umbrenus,n,n-s---mn2-,Umbren,,,[ʊm.'breː.n̪ʊs],,0
62642,62642,Umbri,n,n-p---mn2-,Umbr,,,['ʊm.brɪ],,0
62643,62643,Urania,n,n-s---fn1-,Urani,,,[ʊ.'ra.n̪ɪ̣.ja],,0
62644,62644,Urbicus,n,n-s---mn2-,Urbic,,,['ʊr.bɪ.kʊs],,0
62577,62577,Triballi,n,n-p---mn2-,Triball,,,[t̪rɪ.'baɫ.lɪ],,0
62645,62645,Urbinum,n,n-s---nn2-,Urbin,,,['ʊr.bɪ.n̪ũː],,0
62646,62646,Urios,n,n-s---mn2-,Uri,,,['ʊ.rɪ̣.jɔs],,0
62648,62648,Utens,n,n-s---mn3-,Utens,,,['ʊ.t̪eːn̪s],,0
62649,62649,Utica,n,n-s---fn1-,Utic,,,['ʊ.t̪ɪ.ka],,0
62650,62650,Uxama,n,n-s---fn1-,Uxam,,,['ʊk.sa.ma],,0
62652,62652,Vaccaei,n,n-p---mn2-,Vaccae,,,['wakkej],,0
62653,62653,Vacuna,a,aps---fn1-,Vacun Vacun Vacun,,,['wa.kʊ.n̪a],,0
62654,62654,Vada,n,n-s---fn1-,Vad,,,['wa.d̪a],,0
62656,62656,Vagia,n,n-s---fn1-,Vagi,,,['wa.gɪ̣.ja],,0
62658,62658,Vahalis,n,n-s---fn3-,Vahal,,,['wa.ha.lɪs],,0
62659,62659,Valdasus,n,n-s---mn2-,Valdas,,,['waɫ.d̪a.sʊs],,0
62661,62661,Valentia,n,n-s---fn1-,Valenti,,,[wa.'lɛn̪.t̪ɪ̣.ja],,0
62662,62662,Valerius,n,n-s---mn2-,Valeri,,,[wa.'lɛ.rɪ̣.jʊs],,0
62663,62663,Valgius,n,n-s---mn2-,Valgi,,,['waɫ.gɪ̣.jʊs],,0
62664,62664,Vallonia,n,n-s---fn1-,Valloni,,,[waɫ.'lɔ.n̪ɪ̣.ja],,0
62665,62665,Vandalii,n,n-p---mn2-,Vandali,,,[wan̪.'d̪a.lɪ̣.jɪ],,0
62666,62666,Vanienses,n,n-p---mn3-,Vaniens,,,[wa.n̪ɪ̣.'jeːn̪.sɛs],,0
62667,62667,Vannius,n,n-s---mn2-,Vanni,,,['wan̪.n̪ɪ̣.jʊs],,0
62668,62668,Varciani,n,n-p---mn2-,Varcian,,,[war.'kɪ̣.ja.n̪ɪ],,0
62669,62669,Varenus,n,n-s---mn2-,Varen,,,['wa.rɛ.n̪ʊs],,0
62670,62670,Vargula,n,n-s---mn1-,Vargul,,,['war.gʷla],,0
62672,62672,Varro,n,n-s---mn3-,Varron,,,['war.rɔ],,0
62674,62674,Varuari,n,n-p---mn2-,Varuar,,,[wa.'rʊ.ja.rɪ],,0
62675,62675,Varuarini,n,n-p---mn2-,Varuarin,,,[wa.rʊ.'ja.rɪ.n̪ɪ],,0
62673,62673,Varus,n,n-s---mn2-,Var,,,['wa.rʊs],,0
62676,62676,Vascones,n,n-p---mn3-,Vascon,,,['was.kɔ.n̪ɛs],,0
62677,62677,Vaticanus,n,n-s---mn2-,Vatican,,,[wa.'t̪ɪ.ka.n̪ʊs],,0
62678,62678,Vatinius,n,n-s---mn2-,Vatini,,,[wa.'t̪ɪ.n̪ɪ̣.jʊs],,0
62679,62679,Vatrenus,n,n-s---mn2-,Vatren,,,['wa.t̪rɛ.n̪ʊs],,0
62681,62681,Vectis,n,n-s---fn3-,Vect,,,['wɛk.t̪ɪs],,0
62682,62682,Vectones,n,n-p---mn3-,Vecton,,,['wɛk.t̪ɔ.n̪ɛs],,0
62683,62683,Vedius,n,n-s---mn2-,Vedi,,,['wɛ.d̪ɪ̣.jʊs],,0
62685,62685,Veiento,n,n-s---mn3-,Veiento,,,['wejɛn̪.t̪ɔ],,0
62684,62684,Veii,n,n-p---mn2-,Vei,,,['wejɪ],,0
62686,62686,Velabrum,a,aps---nn3-,Velabrum Velabrum Velabrum,,,['wɛ.la.brũː],,0
62687,62687,Velia,a,aps---fn1-,Veli Veli Veli,,,['wɛ.lɪ̣.ja],,0
62688,62688,Velitrae,n,n-p---fn1-,Velitr,,,['wɛ.lɪ.t̪raj],,0
62689,62689,Velleius,n,n-s---mn2-,Vellei,,,['wɛɫɫ.ejʊs],,0
62691,62691,Venami,n,n-p---mn2-,Venam,,,['wɛ.n̪a.mɪ],,0
62692,62692,Venaria,n,n-s---fn1-,Venari,,,[wɛ.'n̪a.rɪ̣.ja],,0
62693,62693,Venedi,n,n-p---mn2-,Vened,,,['wɛ.n̪ɛ.d̪ɪ],,0
62695,62695,Veneti,n,n-p---mn2-,Venet,,,['wɛ.n̪ɛ.t̪ɪ],,0
62696,62696,Venetulani,n,n-p---mn2-,Venetulan,,,[wɛ.n̪ɛ.'t̪ʊ.la.n̪ɪ],,0
62694,62694,Venetus,a,aps---mn1-,Venet Venet Venet,,,['wɛ.n̪ɛ.t̪ʊs],,0
62697,62697,Venilia,n,n-s---fn1-,Venili,,,[wɛ.'n̪ɪ.lɪ̣.ja],,1
62698,62698,Vennenses,n,n-p---mn3-,Vennens,,,[wɛn̪.'n̪eːn̪.sɛs],,0
62699,62699,Vennonius,n,n-s---mn2-,Vennoni,,,[wɛn̪.'n̪ɔ.n̪ɪ̣.jʊs],,0
62701,62701,Venulus,n,n-s---mn2-,Venul,,,['wɛ.n̪ʊ.lʊs],,0
62702,62702,Venusia,n,n-s---fn1-,Venusi,,,[wɛ.'n̪ʊ.sɪ̣.ja],,0
62703,62703,Verbannus,n,n-s---mn2-,Verbann,,,[wɛr.'ban̪.n̪ʊs],,0
62704,62704,Vercellae,n,n-p---fn1-,Vercell,,,[wɛr.'kɛɫ.laj],,0
62705,62705,Veretini,n,n-p---mn2-,Veretin,,,[wɛ.'rɛ.t̪ɪ.n̪ɪ],,0
62706,62706,Vergentum,n,n-s---nn2-,Vergent,,,[wɛr.'gɛn̪.t̪ũː],,0
62707,62707,Vergilius,n,n-s---mn2-,Vergili,,,[wɛr.'gɪ.lɪ̣.jʊs],,0
62708,62708,Vergoanum,n,n-s---nn2-,Vergoan,,,[wɛr.'gɔ.ja.n̪ũː],,0
62709,62709,Verona,n,n-s---fn1-,Veron,,,['wɛ.rɔ.n̪a],,0
62710,62710,Verres,n,n-p---mn3-,Verr,,,['wɛr.rɛs],,0
62712,62712,Verrugo,n,n-s---mn3-,Verrugo,,,['wɛr.rʊ.gɔ],,0
62713,62713,Vertacomacori,n,n-p---mn2-,Vertacomacor,,,[wɛr.t̪a.kɔ.'ma.kɔ.rɪ],,0
62714,62714,Verulae,n,n-p---fn1-,Verul,,,['wɛ.rʊ.laj],,0
62715,62715,Vescia,n,n-s---fn1-,Vesci,,,['wɛs.kɪ̣.ja],,0
62651,62651,Uacca,n,n-s---mn1-,Vacc,,,['wak.ka],,0
62660,62660,Ualens,n,n-s---mn3-,Valens,,,['wa.ɫeːn̪s],,0
62719,62719,Vesi,n,n-p---mn2-,Ves,,,['wɛ.sɪ],,0
62720,62720,Vespasius,n,n-s---mn2-,Vespasi,,,[wɛs.'pa.sɪ̣.jʊs],,0
62721,62721,Vesperies,n,n-p---mn3-,Vesperi,,,[wɛs.'pɛ.rɪ̣.jɛs],,0
62722,62722,Vesta,a,aps---fn1-,Vest Vest Vest,,,['wɛs.t̪a],,0
62723,62723,Vestini,n,n-p---mn2-,Vestin,,,['wɛs.t̪ɪ.n̪ɪ],,0
62725,62725,Vesuni,n,n-p---mn2-,Vesun,,,['wɛ.sʊ.n̪ɪ],,0
62726,62726,Vettius,n,n-s---mn2-,Vetti,,,['wɛt̪.t̪ɪ̣.jʊs],,0
62727,62727,Vetulonia,n,n-s---fn1-,Vetuloni,,,[wɛ.t̪ʊ.'lɔ.n̪ɪ̣.ja],,0
62728,62728,Veturius,n,n-s---mn2-,Veturi,,,[wɛ.'t̪ʊ.rɪ̣.jʊs],,0
62729,62729,Vibinates,n,n-p---mn3-,Vibinat,,,[wɪ.'bɪ.n̪a.t̪ɛs],,0
62730,62730,Vibius,n,n-s---mn2-,Vibi,,,['wɪ.bɪ̣.jʊs],,0
62731,62731,Vibo,n,n-s---mn3-,Vibo,,,['wɪ.bɔ],,0
62732,62732,Vienna,n,n-s---fn1-,Vienn,,,[wɪ̣.'jɛn̪.n̪a],,0
62733,62733,Vimitellarii,n,n-p---mn2-,Vimitellari,,,[wɪ.mɪ.t̪ɛɫ.'la.rɪ̣.jɪ],,0
62734,62734,Vindelici,n,n-p---mn2-,Vindelic,,,[wɪn̪.'d̪ɛ.lɪ.kɪ],,0
62735,62735,Vipsanius,n,n-s---mn2-,Vipsani,,,[wɪp.'sa.n̪ɪ̣.jʊs],,0
62736,62736,Viriathus,n,n-s---mn2-,Viriath,,,[wɪ.'rɪ̣.ja.t̪ʰʊs],,0
62737,62737,Viridomarus,n,n-s---mn2-,Viridomar,,,[wɪ.rɪ.'d̪ɔ.ma.rʊs],,0
62739,62739,Vistula,n,n-s---fn1-,Vistul,,,['wɪs.t̪ʊ.la],,0
62740,62740,Vitellenses,n,n-p---mn3-,Vitellens,,,[wɪ.t̪ɛɫ.'ɫeːn̪.sɛs],,0
62741,62741,Vitellia,n,n-s---fn1-,Vitelli,,,[wɪ.'t̪ɛɫ.lɪ̣.ja],,0
62742,62742,Vitellius,n,n-s---mn2-,Vitelli,,,[wɪ.'t̪ɛɫ.lɪ̣.jʊs],,0
62743,62743,Viticini,n,n-p---mn2-,Viticin,,,[wɪ.'t̪ɪ.kɪ.n̪ɪ],,0
62744,62744,Voconius,n,n-s---mn2-,Voconi,,,[wɔ.'kɔ.n̪ɪ̣.jʊs],,0
62745,62745,Volana,n,n-s---fn1-,Volan,,,['wɔ.la.n̪a],,0
62746,62746,Volaterrae,n,n-p---fn1-,Volaterr,,,[wɔ.la.'t̪ɛr.raj],,0
62747,62747,Volcae,n,n-p---fn1-,Volc,,,['wɔɫ.kaj],,0
62749,62749,Volcentes,n,n-p---mn3-,Volcent,,,[wɔɫ.'kɛn̪.t̪ɛs],,0
62750,62750,Volcentini,n,n-p---mn2-,Volcentin,,,[wɔɫ.'kɛn̪.t̪ɪ.n̪ɪ],,0
62751,62751,Volesus,n,n-s---mn2-,Voles,,,['wɔ.lɛ.sʊs],,0
62752,62752,Vologessia,n,n-s---fn1-,Vologessi,,,[wɔ.lɔ.'gɛs.sɪ̣.ja],,0
62753,62753,Vologesus,n,n-s---mn2-,Vologes,,,[wɔ.'lɔ.gɛ.sʊs],,0
62754,62754,Volsci,n,n-p---mn2-,Volsc,,,['wɔɫs.kɪ],,0
62755,62755,Volscius,n,n-s---mn2-,Volsci,,,['wɔɫs.kɪ̣.jʊs],,0
62756,62756,Volsinii,n,n-p---mn2-,Volsini,,,[wɔɫ.'sɪ.n̪ɪ̣.jɪ],,0
62757,62757,Voltinii,n,n-p---mn2-,Voltini,,,[wɔɫ.'t̪ɪ.n̪ɪ̣.jɪ],,0
62758,62758,Voltumna,n,n-s---fn1-,Voltumn,,,[wɔɫ.'t̪ʊm.n̪a],,0
62761,62761,Volumna,n,n-s---fn1-,Volumn,,,[wɔ.'lʊm.n̪a],,0
62760,62760,Volumnus,n,n-s---mn2-,Volumn,,,[wɔ.'lʊm.n̪ʊs],,0
62762,62762,Volusius,n,n-s---mn2-,Volusi,,,[wɔ.'lʊ.sɪ̣.jʊs],,0
62763,62763,Volustana,n,n-s---fn1-,Volustan,,,[wɔ.'lʊs.t̪a.n̪a],,0
62764,62764,Vulso,n,n-s---mn3-,Vulson,,,['wʊɫ.sɔ],,0
62765,62765,Vultur,n,n-s---mn3-,Vultur,,,['wʊɫ.t̪ʊr],,0
62766,62766,Vulturcius,n,n-s---mn2-,Vulturci,,,[wʊɫ.'t̪ʊr.kɪ̣.jʊs],,0
62767,62767,Vulturnum,n,n-s---nn2-,Vulturn,,,[wʊɫ.'t̪ʊr.n̪ũː],,0
62768,62768,Vulturnus,n,n-s---mn2-,Vulturn,,,[wʊɫ.'t̪ʊr.n̪ʊs],,0
62769,62769,Xanthippe,n,n-s---fn1-,Xanthipp,,,[ksan̪.'t̪ʰɪp.pɛ],,0
62770,62770,Xanthippus,n,n-s---mn2-,Xanthipp,,,[ksan̪.'t̪ʰɪp.pʊs],,0
62771,62771,Xanthus,n,n-s---mn2-,Xanth,,,['ksan̪.t̪ʰʊs],,0
62773,62773,Xeno,n,n-s---mn3-,Xenon,,,['ksɛ.n̪ɔ],,0
62774,62774,Xenocles,n,n-p---mn3-,Xenocl,,,['ksɛ.n̪ɔ.klɛs],,0
62775,62775,Xenocrates,n,n-p---mn3-,Xenocrat,,,[ksɛ.'n̪ɔ.kra.t̪ɛs],,0
62776,62776,Xenophanes,n,n-p---mn3-,Xenophan,,,[ksɛ.'n̪ɔ.pʰa.n̪ɛs],,0
62777,62777,Xenophon,n,n-s---mn3-,Xenophon,,,['ksɛ.n̪ɔ.pʰɔn̪],,0
62778,62778,Xerxes,n,n-p---mn3-,Xerx,,,['ksɛrk.sɛs],,0
62779,62779,Xyniae,n,n-p---fn1-,Xyni,,,['ksy.n̪ɪ̣.jaj],,0
62780,62780,Xystiani,n,n-p---mn2-,Xystian,,,[ksys.'t̪ɪ̣.ja.n̪ɪ],,0
62781,62781,Xystilis,n,n-s---fn3-,Xystil,,,['ksys.t̪ɪ.lɪs],,0
62782,62782,Zacynthus,n,n-s---mn2-,Zacynth,,,[za.'kyn̪.t̪ʰʊs],,0
62783,62783,Zaleucus,n,n-s---mn2-,Zaleuc,,,['zaɫew.kʊs],,0
62718,62718,Veseris,n,n-s---fn3-,Veser,,,['wɛ.sɛ.rɪs],,0
97489,a0106,abnormis,a,aps---cn3i,abnorm abnorm abnorm,,,[ab.'n̪ɔr.mɪs],abnormis,0
97491,97491,absens,a,aps---an3i,absent absent absent,,,['ap.seːn̪s],,0
97492,a0166,absimilis,a,aps---cn3i,absimil absimil absimil,,,[ap.'sɪ.mɪ.lɪs],absimilis,0
97493,a0189,abstinax,a,aps---an3i,abstinac abstinac abstinac,,,['aps.t̪ɪ.n̪aːks],abstinax,0
97494,97494,abstinens,a,aps---an3i,abstinent abstinent abstinent,,,['aps.t̪ɪ.n̪eːn̪s],,0
97500,97500,Acron,n,n-s---mn3-,Acron,,,['a.krɔn̪],,0
97495,a0273,accipitrina,n,n-s---fn1-,accipitrin,,,[ak.kɪ.'pɪ.t̪rɪ.n̪a],accipitrina,0
97496,a0292,accola,n,n-s---cn1-,accol,,,['ak.kɔ.la],accola,0
97497,a0344,acernus,a,aps---mn1-,acern acern acern,,,[a.'kɛr.n̪ʊs],acernus,0
97498,97498,acilius,a,aps---mn1-,acili acili acili,,,[a.'kɪ.lɪ̣.jʊs],,0
97499,a0405,acosmos,a,aps---mn1g,acosm acosm acosm,,,[a.'kɔs.mɔs],acosmos,0
62798,62798,Troia,n,n-s---fn1-,Troi,,,['t̪rɔj.jaː],,1
97502,97502,actius,a,aps---mn1-,acti acti acti,,,['ak.t̪ɪ̣.jʊs],,0
97506,97506,acuta,n,n-p---nn2-,acut,,,[a.'kuː.t̪aː],,0
97485,97485,abcido,v,v1spia--3-,abcid abcid abcis,,,['ab.kɪ.d̪ɔ],,0
97507,97507,adcliuis,a,aps---cn3i,adcliu adcliu adcliu,,,['ad̪.klɪ.wɪs],,0
97505,a0468,acus,n,n-s---nn3-,acer,,,['a.kʊs],,1
97504,a0468,acus,n,n-s---mn2-,ac,,,['a.kʊs],,1
97508,97508,adfectus,a,aps---mn1-,adfect adfect adfect,,,[ad̪.'fɛk.t̪ʊs],,0
97509,97509,adgemo,v,v1spia--3-,adgem - -,,,['ad̪.gɛ.mɔ],,0
97510,a0593,adindo,v,v1spia--3-,adind adindid adindit,,,[a.'d̪ɪn̪.d̪ɔ],adindo,0
97511,a0611,aditialis,a,aps---cn3i,aditial aditial aditial,,,[a.d̪ɪ.'t̪ɪ̣.ja.lɪs],aditialis,0
97513,a0639,adiuuo,v,v1spia--1-,adiuu adiuuau adiut,,,[a.'d̪ɪw.wɔ],adiuuo,0
97514,97514,adlacrimo,v,v1spia--1-,adlacrim adlacrimau adlacrimat,,,[a.'d̪la.krɪ.mɔ],,0
97515,97515,adlaudabilis,a,aps---cn3i,adlaudabil adlaudabil adlaudabil,,,[a.d̪la.'wd̪a.bɪ.lɪs],,0
97516,97516,adlego,v,v1spia--3-,adleg adleg adlect,,,['a.d̪lɛ.gɔ],,0
97517,a0663,admirabilis,a,aps---cn3i,admirabil admirabil admirabil,,,[a.d̪mɪ.'ra.bɪ.lɪs],admirabilis,0
97518,a0670,admissarius,a,aps---mn1-,admissari admissari admissari,,,[a.d̪mɪ.'ssa.rɪ̣.jʊs],admissarius,0
97519,a8881,adnexus,n,n-s---mn4-,adnex,,,[ad̪.'n̪ɛk.sʊs],adnexus,0
97520,97520,adolescens,n,n-s---mn3i,adolescent,,,[a.d̪ɔ.'lɛs.keːn̪s],,0
97521,97521,adpendix,n,n-s---fn3-,adpendic,,,[ad̪.'pɛn̪.d̪ɪks],,0
97522,97522,adpulsus,n,n-s---mn4-,adpuls,,,[ad̪.'pʊɫ.sʊs],,0
97523,97523,adrigo,v,v1spia--3-,adrig adrex adrect,,,['a.d̪rɪ.gɔ],,0
97525,97525,adrosor,n,n-s---mn3-,adrosor,,,['a.d̪rɔ.sɔr],,0
97526,97526,adscribo,v,v1spia--3-,adscrib adscrips adscript,,,['ad̪s.krɪ.bɔ],,0
97527,97527,adsessor,n,n-s---mn3-,adsessor,,,[ad̪.'sɛs.sɔr],,0
97528,97528,adsimilis,a,aps---cn3i,adsimil adsimil adsimil,,,[ad̪.'sɪ.mɪ.lɪs],,0
97529,97529,adstrepo,v,v1spia--3-,adstrep - -,,,['ad̪s.t̪rɛ.pɔ],,0
97530,97530,adsudasco,v,v1spia--3-,adsudasc - -,,,[ad̪.sʊ.'d̪as.kɔ],,0
97531,97531,adsugo,v,v1spia--3-,adsug - adsuct,,,['ad̪.sʊ.gɔ],,0
97532,97532,adtexo,v,v1spia--3-,adtex adtexu adtext,,,[ad̪.'t̪ɛk.sɔ],,0
97533,97533,adtrecto,v,v1spia--1-,adtrect adtrectau adtrectat,,,['ad̪.t̪rɛ.kt̪ɔ],,0
97534,a0803,adulator,n,n-s---mn3-,adulator,,,[a.'d̪ʊ.la.t̪ɔr],adulator,0
62801,c4332,creta,n,n-s---fn1-,cret,,,['krɛ.t̪a],creta,1
62796,62796,nonnihil,a,aps---ma--,- - -,,,['n̪ɔn̪.n̪ɪ.hɪɫ],,0
62797,62797,statarius,n,n-s---mn2-,statari,,,[st̪a.'t̪a.rɪ̣.jʊs],,1
62785,62785,Zancle,n,n-s---fn1-,Zancl,,,['zaŋ.klɛ],,0
62786,62786,Zeno,n,n-s---mn3-,Zeno,,,['zɛ.n̪ɔ],,0
62787,62787,Zephyritis,n,n-s---fn3-,Zephyrit,,,[zɛ.'pʰy.rɪ.t̪ɪs],,0
62788,62788,Zerynthius,a,aps---mn1-,Zerynthi Zerynthi Zerynthi,,,[zɛ.'ryn̪.t̪ʰɪ̣.jʊs],,0
62789,62789,Zetes,n,n-p---mn3-,Zet,,,['zeː.t̪eːs],,0
62790,62790,Zethus,n,n-s---mn2-,Zeth,,,['zɛ.t̪ʰʊs],,0
62791,62791,Zeugma,n,n-s---fn1-,Zeugm,,,['zewgma],,0
62792,62792,Zeuxis,n,n-s---mn3-,Zeux,,,['zewksɪs],,0
62793,62793,Zoilus,n,n-s---mn2-,Zoil,,,['zɔ.jɪ.lʊs],,0
62794,62794,Zopyrus,n,n-s---mn2-,Zopyr,,,['zɔ.py.rʊs],,0
62795,62795,Zoster,n,n-s---mn2r,Zoster,,,['zɔs.t̪ɛr],,0
62800,62800,Academicus,n,n-s---mn2-,Academic,,,[a.ka.'d̪ɛ.mɪ.kʊs],,1
97539,a1288,aduersaria,n,n-p---nn2-,aduersari,,,[a.d̪ʊ.jɛr.'sa.rɪ̣.ja],aduersaria,0
97535,97535,adulescens,n,n-s---mn3i,adulescent,,,[a.d̪ʊ.'leːs.keːn̪s],,0
97536,a0812,adulter,n,n-s---mn2r,adulter,,,[a.'d̪ʊɫ.t̪ɛr],adulter,0
97542,97542,aduorto,v,v1spia--3-,aduort aduort aduors,,,[a.d̪ʊ.'jɔr.t̪ɔ],,0
97543,97543,aebutius,a,aps---mn1-,aebuti aebuti aebuti,,,[aj.'bʊ.t̪ɪ̣.jʊs],,0
97544,a0855,aedilis,n,n-s---mn3i,aedil,,n-s---mn3-=aediles,[aj.'d̪iː.lɪs],aedilis/-es,0
97545,97545,aedis,n,n-s---fn3i,aed,,,['aj.d̪ɪs],,0
97561,97561,Africanus,n,n-s---mn2-,African,,,[af.'rɪ.ka.n̪ʊs],,0
97548,97548,aelinos,n,n-s---mn2g,aelin,,,['aj.lɪ.n̪ɔs],,0
97550,a0912,aequabilis,a,aps---cn3i,aequabil aequabil aequabil,,,[aj.'kʷa.bɪ.lɪs],aequabilis,0
97551,a0915,aequalis,a,aps---cn3i,aequal aequal aequal,,,[aj.'kʷaː.lɪs],aequalis,0
97552,a0942,aequinoctialis,a,aps---cn3i,aequinoctial aequinoctial aequinoctial,,,[aj.kʷɪ.n̪ɔk.'t̪ɪ̣.ja.lɪs],aequinoctialis,0
97553,a0970,aeraria,n,n-s---fn1-,aerari,,,[aj.'ra.rɪ̣.ja],aeraria,0
97554,a0970,aerarius,a,aps---mn1-,aerari aerari aerari,,,[aj.'raː.rɪ̣.jʊs],aerarius,0
97555,a0976,aerifer,a,aps---mn1r,aerifer aerifer aerifer,,,['aj.rɪ.fɛr],aerifer,0
97557,a1018,aestifer,a,aps---mn1r,aestifer aestifer aestifer,,aps---mn1-=aestiferus,['ajs.t̪ɪ.fɛr],aestifer/-us,0
97558,a1030,aestiua,n,n-p---nn2-,aestiu,,,['ajs.t̪ɪ.wa],aestiua,0
97559,97559,aestumo,v,v1spia--1-,aestum aestumau aestumat,,,['ajs.t̪ʊ.moː],,0
97560,a1088,affinis,a,aps---cn3i,affin affin affin,,,['af.fɪ.n̪ɪs],affinis,0
97562,97562,agens,n,n-s---mn3i,agent,,,['a.geːn̪s],,0
97563,97563,aggestus,n,n-s---mn2-,aggest,,n-s---nn2-=aggestum,[ag.'gɛs.t̪ʊs],,1
97564,a1169,agino,v,v1spia--1-,agin aginau aginat,,,['a.gɪ.n̪ɔ],agino,0
97565,97565,agonalis,a,aps---cn3i,agonal agonal agonal,,,[a.'gɔ.n̪a.lɪs],,0
97567,a1230,agrestis,a,aps---cn3i,agrest agrest agrest,,,['a.grɛ.st̪ɪs],agrestis,0
97566,97566,agrestis,n,n-s---mn3i,agrest,,,['a.grɛ.st̪ɪs],,0
97570,97570,alacris,a,aps---cn3-,alacr alacr alacr,,,['a.la.kriːs],,0
97571,a1268,alaris,a,aps---cn3i,alar alar alar,,,['a.la.rɪs],alaris,0
97572,97572,albesia,n,n-p---nn3i,albes,,,[aɫ.'bɛ.sɪ̣.ja],,0
97574,a1315,alcedonia,n,n-p---nn2-,alcedoni,,,[aɫ.kɛ.'d̪ɔ.n̪ɪ̣.ja],alcedonia,0
97576,a1363,alienus,a,aps---mn1-,alien alien alien,,,[a.'lɪ̣.jɛ.n̪ʊs],alienus,0
97577,97577,aliptes,n,n-s---mn1g,alipt,,,[a.'lɪp.t̪ɛs],,0
97578,97578,alis,n,n-s---fn3-,alid,,,['a.liːs],,0
97584,,altiles,n,n-p---fn3i,altil,,n-s---fn3-=altilis,['aɫ.t̪ɪ.leːs],,0
97580,97580,alligati,n,n-p---mn2-,alligat,,,[aɫ.lɪ.'gaː.t̪iː],,0
97581,a1446,alluuies,n,n-s---fn5-,alluui,,,[aɫ.lʊ.'jʊj.jɛs],alluuies,0
97582,a1459,aloe,n,n-s---fn1g,alo,,n-s---fn1-=aloa,['aɫoj],aloe/-a,0
97583,97583,altar,n,n-s---nn3i,altar,,,['aɫ.t̪ar],,0
97547,97547,Aegyptius,n,n-s---mn2-,Aegypti,,,[aj.'gyp.t̪ɪ̣.jʊs],,0
97586,97586,altrorsus,r,rp--------,,,,['aɫ.t̪rɔ.rsʊs],,0
97588,a1565,amabilis,a,aps---cn3i,amabil amabil amabil,,,[a.'ma.bɪ.lɪs],amabilis,0
97589,97589,amans,n,n-s---mn3i,amant,,,['a.maːn̪s],,0
97590,97590,amanter,r,rp--------,,,,[a.'man̪.t̪ɛr],,0
97591,a1592,amasiunculus,n,n-s---mn2-,amasiuncul,,,[a.ma.sɪ̣.'jʊŋ.kʊ.lʊs],amasiunculus,0
97592,97592,ambo,v,v1spia--3-,amb  ,,,['am.boː],,0
97593,97593,ambrosius,n,n-s---mn2-,ambrosi,,,[am.'brɔ.sɪ̣.jʊs],,0
97595,97595,amenanus,a,aps---mn1-,amenan amenan amenan,,,[a.'mɛ.n̪a.n̪ʊs],,0
97596,a1570,amendo,v,v1spia--1-,amend amendau amendat,,,[a.'mɛn̪.d̪ɔ],amendo,0
97597,a1666,amethystina,n,n-p---nn2-,amethystin,,,[a.mɛ.'t̪ʰys.t̪ɪ.n̪a],amethystina,0
97598,a1685,amicula,n,n-s---fn1-,amicul,,,[a.'mɪ.kʊ.la],amicula,0
97599,a1685,amiculus,n,n-s---mn2-,amicul,,,[a.'mɪ.kʊ.lʊs],amiculus,0
97600,a0783,amicus,a,aps---mn1-,amic amic amic,,,[a.'miː.kʊs],amicus,0
97601,97601,amoebeus,n,n-s---mn2-,amoebe,,,['amojbews],,0
97603,97603,amphipolis,n,n-s---fn3i,amphipol,,,[am.'pʰɪ.pɔ.lɪs],,0
97604,97604,amplecto,v,v1spia--1-,amplect amplectau amplectat,,,['am.plɛ.kt̪ɔ],,0
97579,h0068,halec,n,n-s---nn3-,halec,,n-s---nn3-=hallec n-s---cn3-=halex n-s---cn3-=alex,[h'aɫ.lɛk],hālec,1
97540,97540,aduesperasco,v,v1spia--3-,aduesperesc - -,,,[a.d̪ʊ.jɛs.pɛ.'ras.kɔ],,0
97608,97608,ancillariolus,a,aps---mn1-,ancillariol ancillariol ancillariol,,,[aŋ.kɪɫ.la.'rɪ̣.jɔ.lʊs],,0
97609,a1918,ancillaris,a,aps---cn3i,ancillar ancillar ancillar,,,[aŋ.'kɪɫ.la.rɪs],ancillaris,0
97610,a1945,androgynes,n,n-s---mn1g,androgyn,,,[an̪.'d̪rɔ.gy.n̪ɛs],androgynes,0
97611,a1977,angellus,n,n-s---mn2-,angell,,,[aŋ.'gɛɫ.lʊs],angellus,0
