id,type,source,target
582105,/,23390,49605
582106,/,23390,22141
582107,/,23390,23615
582108,/,23390,24184
582109,/,23390,42083
582110,/,23391,48266
582111,/,23391,41978
582112,/,23391,51843
582113,/,23391,108536
582114,/,23396,21469
582115,/,23396,28825
582116,/,23396,58082
582117,/,23396,36496
582118,/,23396,27516
582119,/,23398,47661
582120,/,23398,108538
582121,/,23398,23399
582122,/,23398,122706
582123,/,23398,124847
582124,/,23407,31560
582125,/,23407,43350
582126,/,23407,110858
582127,/,23407,23405
582128,/,23407,34240
582129,/,23407,35937
582130,/,23407,25870
582131,/,23407,42243
582132,/,23407,52781
582133,/,23407,42047
582134,/,23407,128520
582135,/,23407,27546
582136,/,23407,51851
582137,/,23414,40791
582138,/,23414,55743
582139,/,23414,54757
582140,/,23414,111036
582141,/,23414,24186
582142,/,23414,99081
582143,/,23414,25871
582144,/,23414,47837
582145,/,23414,27519
582146,/,23414,27785
582147,/,23436,50026
582148,/,23436,121116
582149,/,23436,122715
582150,/,23438,21475
582151,/,23438,24187
582152,/,23438,26707
582153,/,23466,108552
582154,/,23466,121124
582155,/,23466,26708
582156,/,23475,56899
582157,/,23475,21482
582158,/,23475,58281
582159,/,23475,22521
582160,/,23475,111059
582161,/,23475,24194
582162,/,23475,56280
582163,/,23475,52157
582164,/,23475,48957
582165,/,23475,123416
582166,/,23475,32887
582167,/,23475,100771
582168,/,23484,31600
582169,/,23484,54165
582170,/,23484,21480
582171,/,23484,107021
582172,/,23484,50778
582173,/,23486,24192
582174,/,23486,26709
582175,/,23494,44653
582176,/,23494,54378
582177,/,23494,21481
582178,/,23494,98291
582179,/,23494,54118
582180,/,23494,53292
582181,/,23494,47105
582182,/,23503,23494
582183,/,23525,34426
582184,/,23525,22157
582185,/,23525,22522
582186,/,23525,114862
582187,/,23525,25875
582188,/,23525,122722
582189,/,23525,26360
582190,/,23525,26712
582191,/,23525,27482
582192,/,23525,48551
582193,/,23525,128915
582194,/,23525,27788
582196,/,23529,23530
582197,/,23529,114864
582198,/,23529,54035
582199,/,23529,57763
582200,/,23529,26714
582201,/,23529,128722
582202,/,23529,128916
582203,/,23529,130373
582204,/,23546,43306
582205,/,23546,20929
582206,/,23546,21485
582207,/,23546,22523
582208,/,23546,24198
582209,/,23546,99083
582210,/,23546,37297
582211,/,23546,25877
582212,/,23546,122726
582213,/,23546,26362
582214,/,23546,52093
582215,/,23546,58200
582216,/,23546,58240
582217,/,23568,24199
582218,/,23568,119605
582219,/,23586,35044
582220,/,23586,45647
582221,/,23586,51212
582222,/,23586,122729
582223,/,23586,128919
582224,/,23592,45482
582225,/,23604,42478
582226,/,23604,29982
582227,/,23604,37908
582228,/,23604,26366
582229,/,23604,55177
582230,/,23604,128920
582231,/,23629,19645
582232,/,23629,22165
582233,/,23629,22525
582234,/,23629,22814
582235,/,23629,23632
582236,/,23629,23633
582237,/,23629,58344
582238,/,23629,114873
582239,/,23629,33330
582240,/,23629,122732
582241,/,23629,100183
582242,/,23629,33242
582243,/,23629,27525
582244,/,23629,131194
582245,/,23661,36082
582246,/,23661,36487
582247,/,23661,41627
582248,/,23663,33851
582249,/,23663,114277
582250,/,23708,21509
582251,/,23728,22173
582252,/,23728,42917
582253,/,23728,39635
582254,/,23734,57817
582255,/,23734,22052
582256,/,23734,43906
582257,/,23734,23738
582258,/,23734,30065
582259,/,23734,112009
582260,/,23734,25882
582261,/,23734,26153
582262,/,23734,44890
582263,/,23734,26374
582264,/,23734,34803
582265,/,23734,33817
582266,/,23742,30490
582267,/,23742,57829
582268,/,23742,98719
582269,/,23742,53178
582270,/,23742,58330
582271,/,23742,119095
582272,/,23742,128255
582273,/,57676,29064
582274,/,57676,19871
582275,/,57676,23067
582276,/,57676,31976
582277,/,57676,47704
582278,/,23764,54580
582279,/,23783,55717
582280,/,23809,98749
582281,/,23809,23817
582282,/,23817,28896
582283,/,23817,22174
582284,/,23841,42230
582285,/,23841,55428
582286,/,23841,23842
582287,/,23841,119097
582288,/,23841,43430
582289,/,23971,128943
582290,/,24022,113492
582291,/,24022,128945
582292,/,24033,51031
582293,/,24041,53736
582294,/,24090,51025
582295,/,24119,97510
582296,/,24222,55573
582297,/,24222,30397
582298,/,24258,42790
582299,/,24337,39621
582300,/,24347,24350
582301,/,24450,19364
582302,/,24460,54808
582303,/,24473,36630
582304,/,24473,115252
582305,/,34324,58347
582306,/,34419,52242
582307,/,34497,49206
582308,/,24514,24515
582309,/,132540,24524
582310,/,24524,49314
582311,/,24524,43833
582312,/,24538,22826
582313,/,24538,21099
582314,/,99236,19134
582315,/,99236,57977
582316,/,99236,47901
582317,/,99236,22550
582318,/,99236,57677
582319,/,99236,26105
582320,/,99236,122777
582322,/,99236,124947
582323,/,99236,128530
582324,/,24615,26735
582325,/,99241,50091
582326,/,99241,22207
582327,/,99241,56097
582328,/,99241,25305
582329,/,99241,41116
582330,/,99241,35497
582331,/,99241,100364
582332,/,99241,40349
582333,/,24674,38388
582334,/,24674,44526
582335,/,24674,123465
582336,/,24674,26737
582337,/,24674,27447
582338,/,24709,57316
582339,/,24709,20933
582340,/,24709,97929
582341,/,24709,98113
582342,/,24709,45260
582343,/,24709,25431
582344,/,24709,41056
582345,/,24709,124966
582346,/,24709,41440
582347,/,24722,22211
582348,/,24725,43291
582349,/,24725,53244
582350,/,24725,22212
582351,/,24725,36076
582352,/,24725,46568
582353,/,24725,54634
582354,/,24725,121252
582355,/,24725,122795
582356,/,24725,49437
582357,/,24725,38048
582358,/,24725,128529
582359,/,24725,129003
582360,/,24726,22214
582361,/,24735,22218
582362,/,24735,48584
582363,/,24750,33570
582364,/,24750,21109
582365,/,24750,31723
582366,/,24750,51037
582367,/,24750,119157
582368,/,24774,49802
582369,/,24774,55012
582370,/,24774,28523
582371,/,24774,36388
582372,/,24774,54711
582373,/,24774,49924
582374,/,24774,35546
582375,/,24774,55944
582376,/,24774,123480
582377,/,24774,100366
582378,/,24774,129006
582379,/,24774,47053
582380,/,24790,32296
582381,/,24790,57020
582382,/,24790,51537
582383,/,24790,22229
582384,/,24790,23894
582385,/,24790,46800
582386,/,24790,119167
582387,/,24790,121260
582388,/,24790,122806
582389,/,24790,47073
582390,/,24790,124984
582391,/,24794,53382
582392,/,24797,23896
582393,/,24810,23899
582394,/,24835,99323
582395,/,24875,116880
582396,/,99350,57664
582397,/,99350,21175
582398,/,99350,22231
582399,/,99350,122816
582400,/,24902,54406
582401,/,24902,43372
582402,/,24902,113083
582403,/,24902,114902
582404,/,24902,99355
582405,/,24902,25899
582406,/,24902,26742
582407,/,24910,35998
582408,/,24910,51977
582409,/,24910,22841
582410,/,24910,25900
582411,/,24910,123494
582412,/,24910,44698
582413,/,25015,25901
582414,/,25023,121287
582415,/,25023,26387
582416,/,25025,22237
582417,/,25025,22851
582418,/,25025,23919
582419,/,25025,117456
582420,/,25025,49422
582421,/,25040,107156
582422,/,25049,22557
582423,/,25049,45449
582424,/,25049,30899
582425,/,25049,32279
582426,/,25049,49718
582427,/,25049,129012
582428,/,25052,56797
582429,/,25052,44682
582430,/,25052,57303
582431,/,25052,37321
582432,/,25052,122831
582433,/,25052,26747
582434,/,25052,30339
582435,/,25052,37214
582436,/,25062,19399
582437,/,25080,108822
582438,/,25080,113208
582439,/,25080,25903
582440,/,25080,36140
582441,/,25095,19410
582442,/,25095,19796
582443,/,25095,58304
582444,/,25095,21202
582445,/,25095,47074
582446,/,25095,36772
582448,/,25095,22857
582449,/,25095,23925
582450,/,25095,24430
582451,/,25095,48706
582452,/,25095,25559
582453,/,25095,25907
582454,/,25095,58007
582455,/,25095,26267
582456,/,25095,26392
582457,/,25095,26750
582458,/,25095,27455
582459,/,25095,51266
582460,/,25128,22860
582461,/,25138,39334
582462,/,25138,117884
582463,/,25138,25150
582464,/,25138,121306
582465,/,25138,51183
582466,/,25138,56862
582467,/,25138,125026
582468,/,25150,22252
582469,/,25150,58211
582470,/,25161,37198
582471,/,25161,50899
582472,/,25161,49439
582473,/,25161,118003
582474,/,25161,119174
582475,/,25161,54126
582476,/,25161,50713
582477,/,25178,39738
582478,/,25178,25240
582479,/,25178,25909
582480,/,25178,42612
582481,/,25178,50901
582482,/,25178,26752
582483,/,25178,57394
582484,/,25178,27456
582485,/,25178,43719
582486,/,25185,36805
582487,/,25185,23934
582488,/,25185,26753
582489,/,25187,45922
582490,/,25187,25910
582491,/,25187,31213
582492,/,25190,31912
582493,/,25190,45972
582494,/,25190,58014
582495,/,25224,30357
582496,/,25240,108899
582497,/,25240,39719
582498,/,25240,25912
582499,/,25240,36261
582500,/,25240,47294
582501,/,132588,118424
582502,/,25257,22872
582503,/,25268,50800
582504,/,25268,28526
582505,/,25279,44394
582506,/,25294,22877
582507,/,25294,99088
582508,/,25294,121327
582509,/,25298,20937
582510,/,25298,21429
582511,/,25298,24231
582512,/,25298,118695
582513,/,25298,27457
582514,/,25306,99564
582515,/,25306,46678
582516,/,25306,36397
582517,/,25335,28595
582518,/,25335,32239
582519,/,25335,99579
582520,/,25335,121334
582521,/,25335,47373
582522,/,25335,125056
582523,/,132592,118770
582524,/,25353,25352
582525,/,25358,19663
582526,/,25358,21073
582527,/,25358,57857
582528,/,25358,43152
582529,/,25358,57287
582530,/,25358,43739
582531,/,25358,54644
582532,/,25374,31343
582533,/,25374,26759
582534,/,25384,119019
582535,/,25392,22890
582536,/,25392,100376
582537,/,25401,44727
582538,/,25401,22285
582539,/,25401,22892
582540,/,25401,35048
582541,/,25401,52272
582542,/,25401,58133
582543,/,25401,26400
582544,/,25401,26760
582545,/,25409,32598
582546,/,25415,37863
582547,/,25422,33597
582548,/,132598,25433
582549,/,25462,119261
582550,/,25513,109849
582551,/,25513,34079
582552,/,25536,25538
582553,/,99707,25551
582554,/,25563,23087
582555,/,25571,19435
582556,/,25571,39023
582557,/,25571,22288
582558,/,25571,119759
582559,/,25603,19440
582560,/,25635,19445
582561,/,25635,23094
582562,/,25635,27462
582563,/,25636,19446
582564,/,25636,47095
582565,/,25636,122903
582566,/,25649,25651
582567,/,120124,32502
582568,/,120124,31906
582569,/,25685,58210
582570,/,25694,45324
582571,/,25694,45115
582572,/,25701,23097
582574,/,25703,54055
582575,/,25703,21266
582576,/,25703,38275
582577,/,25703,98428
582578,/,25703,26404
582579,/,25728,51205
582580,/,25732,25749
582581,/,25735,19989
582582,/,25735,21247
582583,/,25735,22602
582584,/,25735,23960
582585,/,25735,26228
582586,/,25735,26764
582587,/,25735,27147
582588,/,25735,129140
582589,/,25735,28181
582590,/,25747,32117
582591,/,25747,107229
582592,/,25747,48765
582593,/,25747,22612
582594,/,25747,45777
582595,/,25747,23961
582596,/,25754,22292
582597,/,25779,23966
582598,/,25779,25918
582599,/,25792,125092
582600,/,25803,22296
582601,/,25803,33338
582602,/,25825,19991
582603,/,25825,97956
582604,/,25825,29014
582605,/,25825,26408
582606,/,25825,26766
582607,/,25826,19993
582608,/,25826,39504
582609,/,25826,22299
582610,/,25826,22605
582611,/,25826,23102
582612,/,25826,25838
582613,/,25826,44717
582614,/,25826,27577
582615,/,25826,131461
582616,/,25838,21255
582617,/,25838,22608
582618,/,25838,109920
582619,/,25838,121372
582620,/,25838,100383
582621,/,25858,22302
582622,/,25858,22609
582623,/,25859,43378
582624,/,25864,33709
582625,/,25864,22303
582626,/,25864,39848
582627,/,25871,121121
582628,/,25944,34185
582629,/,25948,44954
582630,/,25977,21263
582631,/,25977,23111
582632,/,25977,31042
582633,/,25977,26776
582634,/,25977,54881
582635,/,26018,52786
582636,/,26022,102879
582637,/,26022,22304
582638,/,26022,98428
582639,/,26030,121983
582640,/,26062,38755
582641,/,26062,22307
582642,/,26062,23118
582643,/,26062,34011
582644,/,26062,41059
582645,/,26062,27801
582646,/,26066,122096
582647,/,26066,125120
582648,/,26066,129047
582649,/,26071,98850
582650,/,26077,21274
582651,/,26077,107892
582652,/,26077,23973
582653,/,26077,26777
582654,/,26077,27559
582655,/,26080,37317
582656,/,26080,42118
582657,/,26080,22310
582658,/,26080,23127
582659,/,26080,23974
582660,/,26080,121397
582661,/,26097,98433
582662,/,26115,19916
582663,/,26115,34407
582664,/,26115,21277
582665,/,26115,106214
582666,/,26115,22615
582667,/,26115,23129
582668,/,26115,23975
582669,/,26115,24386
582670,/,26115,25588
582671,/,26115,26158
582672,/,26115,100117
582673,/,26115,26422
582674,/,26115,26779
582675,/,26115,27150
582676,/,26115,40067
582677,/,26115,38106
582678,/,26115,46868
582679,/,26137,20004
582680,/,26137,20167
582681,/,26137,21278
582682,/,26137,22316
582683,/,26137,23131
582684,/,26137,23976
582685,/,26137,119822
582686,/,26137,26780
582687,/,26137,27560
582688,/,26137,27802
582689,/,26140,26161
582690,/,26161,34118
582691,/,26161,22322
582692,/,26161,23135
582693,/,26171,100064
582694,/,26184,43642
582695,/,132649,26206
582696,/,26271,123129
582697,/,26285,26784
582698,/,26286,29024
582700,/,26286,22333
582701,/,26286,23139
582702,/,26286,23986
582703,/,26286,25593
582704,/,26286,26786
582705,/,26286,27562
582706,/,26313,21294
582707,/,26313,23987
582708,/,26313,26788
582709,/,26344,26345
582710,/,26393,22334
582711,/,26408,26431
582712,/,26480,123813
582713,/,26519,52517
582714,/,26519,48971
582715,/,26519,43749
582716,/,26519,43594
582717,/,26528,37466
582718,/,26528,109996
582719,/,26528,113355
582720,/,26528,26431
582721,/,26528,26794
582722,/,26536,38516
582723,/,26536,21299
582724,/,26536,34666
582725,/,26536,46813
582726,/,26536,58176
582727,/,26536,99093
582728,/,26536,121417
582729,/,26536,123631
582730,/,26536,57402
582731,/,26536,130430
582732,/,26556,22339
582733,/,26556,22617
582734,/,26556,110004
582735,/,26556,24005
582736,/,26556,119834
582737,/,26556,121421
582738,/,26556,30229
582739,/,26556,26795
582740,/,26556,27565
582741,/,34849,38562
582742,/,34920,37581
582743,/,34920,54007
582744,/,34920,27672
582745,/,34920,100847
582746,/,26576,45606
582747,/,26576,19895
582748,/,26576,21524
582749,/,26576,36601
582750,/,26576,26575
582751,/,26587,21396
582752,/,26587,22101
582753,/,26587,22595
582754,/,26587,23054
582755,/,26587,24094
582756,/,26587,25854
582757,/,26587,122627
582758,/,26587,42908
582759,/,26587,124337
582760,/,26587,30114
582761,/,26596,31599
582762,/,26596,121423
582763,/,26596,26797
582764,/,26604,115296
582765,/,26604,119199
582766,/,26604,29846
582767,/,26604,129225
582768,/,26607,19151
582769,/,26607,19450
582770,/,26607,47691
582771,/,26607,22340
582772,/,26607,22923
582773,/,26607,54451
582774,/,26607,99133
582775,/,26607,39513
582776,/,26618,19152
582777,/,26618,54718
582778,/,26618,22346
582779,/,26618,22568
582780,/,26618,39335
582781,/,26618,40883
582782,/,26618,55047
582783,/,26618,26620
582784,/,26618,40416
582785,/,26694,124815
582786,/,26724,21815
582787,/,26724,22566
582788,/,26724,22930
582789,/,26724,26129
582790,/,26724,27571
582791,/,26730,100363
582792,/,26757,100373
582793,/,26761,100377
582794,/,132698,34803
582795,/,26766,26794
582796,/,26778,51066
582797,/,26778,98136
582798,/,26778,49531
582799,/,26778,115130
582800,/,26778,43601
582801,/,26778,55889
582802,/,26778,33902
582803,/,26778,40270
582804,/,26778,26790
582805,/,26778,58091
582806,/,26784,48603
582807,/,26811,44107
582808,/,26819,26816
582809,/,26821,44515
582810,/,26821,26822
582811,/,26832,100403
582812,/,26841,26838
582813,/,26868,52280
582814,/,26868,125562
582815,/,26869,28464
582816,/,26869,24488
582817,/,132704,125524
582818,/,26884,39746
582819,/,26884,41692
582820,/,26884,34570
582821,/,26884,49048
582822,/,26884,49866
582823,/,26884,58334
582824,/,26898,53658
582826,/,26907,21819
582827,/,26907,57878
582828,/,26907,28952
582829,/,26907,24397
582830,/,26907,30960
582831,/,26907,24498
582832,/,26907,50102
582833,/,26907,32946
582834,/,26907,26438
582835,/,26907,129254
582836,/,26908,98369
582837,/,26909,21820
582838,/,26932,21545
582839,/,26932,47624
582840,/,26938,20940
582841,/,26938,21528
582842,/,26938,32865
582843,/,26938,114479
582844,/,26938,24399
582845,/,26938,25449
582846,/,26938,54698
582847,/,26955,43835
582848,/,26955,41424
582849,/,26955,29211
582850,/,26955,43263
582851,/,26955,26448
582852,/,26955,26811
582853,/,26955,26965
582854,/,26955,58268
582855,/,26965,125964
582856,/,26981,126011
582857,/,26981,26982
582858,/,27004,29483
582859,/,27004,114491
582860,/,27031,107335
582861,/,27031,114496
582862,/,27031,27082
582863,/,27031,128438
582864,/,27035,20132
582865,/,27035,50498
582866,/,27035,24268
582867,/,27035,57570
582868,/,27053,104999
582869,/,27053,40504
582870,/,27053,22358
582871,/,27053,22576
582872,/,27053,23147
582873,/,27053,24400
582874,/,27053,122968
582875,/,27053,40900
582876,/,27053,26442
582877,/,27055,98002
582878,/,27055,30562
582879,/,27055,41558
582880,/,27070,20941
582881,/,27070,21539
582882,/,27070,47998
582883,/,27070,22588
582884,/,27070,23149
582885,/,27070,99095
582886,/,27070,58314
582887,/,27070,31240
582888,/,27070,53249
582889,/,27070,44690
582890,/,27070,27469
582891,/,27070,129068
582892,/,27070,27779
582893,/,27094,21543
582894,/,27094,22365
582895,/,27094,40594
582896,/,27094,24276
582897,/,27094,115004
582898,/,27094,31752
582899,/,27094,26238
582900,/,27094,39613
582901,/,27094,30534
582902,/,27094,29664
582903,/,27105,58065
582904,/,27105,50643
582905,/,27105,49449
582906,/,27105,52279
582907,/,27105,27109
582908,/,27105,35025
582909,/,27124,32519
582910,/,27142,21554
582911,/,27142,32280
582912,/,27142,43762
582913,/,27142,47231
582914,/,27142,126859
582915,/,27142,100551
582916,/,27142,128450
582917,/,27168,53910
582918,/,27168,28680
582919,/,27168,21558
582920,/,27168,22619
582921,/,27168,24281
582922,/,27168,32791
582923,/,27168,25460
582924,/,27168,26447
582925,/,27168,125225
582926,/,27168,27016
582927,/,27168,128453
582928,/,27195,46885
582929,/,27195,47189
582930,/,27195,23158
582931,/,27201,20946
582932,/,27201,22377
582933,/,27201,24284
582934,/,27201,25469
582935,/,27201,32109
582936,/,27201,26147
582937,/,27201,26809
582938,/,27201,27472
582939,/,27210,51380
582940,/,27210,21568
582941,/,27210,22379
582942,/,27210,114578
582943,/,27210,26810
582944,/,27210,35763
582945,/,27225,38615
582946,/,27225,20947
582947,/,27225,21572
582948,/,27225,22383
582949,/,27225,40463
582950,/,27225,50130
582952,/,27270,23161
582953,/,27270,26814
582954,/,27285,42012
582955,/,27285,33386
582956,/,27285,55448
582957,/,27285,121485
582958,/,27285,58184
582959,/,27285,42786
582960,/,27306,21600
582961,/,27306,22395
582962,/,27306,22614
582963,/,27306,24304
582964,/,27306,25935
582965,/,27306,26453
582966,/,27306,125384
582967,/,27306,27310
582968,/,27306,27578
582969,/,27332,20164
582970,/,27332,21605
582971,/,27332,23166
582972,/,27332,24306
582973,/,27332,99967
582974,/,27332,27582
582975,/,27336,38508
582976,/,27336,36006
582977,/,27336,100669
582978,/,27339,106086
582979,/,27339,22397
582980,/,27339,98203
582981,/,27339,23168
582982,/,27342,55229
582983,/,27342,57689
582984,/,27349,31249
582985,/,27349,51396
582986,/,27349,22400
582987,/,27349,37772
582988,/,27349,38449
582989,/,27349,40105
582990,/,27349,26824
582991,/,27358,21606
582992,/,27367,21612
582993,/,27367,22411
582994,/,27367,24315
582995,/,27367,35010
582996,/,27367,26829
582997,/,27367,27477
582998,/,27379,29475
582999,/,27379,98009
583000,/,27379,22403
583001,/,27379,30352
583002,/,27379,36207
583003,/,27379,26454
583004,/,27379,45476
583005,/,27380,27381
583006,/,27382,22405
583007,/,27386,22646
583008,/,27386,46382
583009,/,27386,53463
583010,/,27386,26827
583011,/,27390,38748
583012,/,27394,48227
583013,/,27394,20956
583014,/,27394,106222
583015,/,27394,52987
583016,/,27394,23172
583017,/,27394,24318
583018,/,27394,115019
583019,/,27394,36565
583020,/,27394,25938
583021,/,27394,26255
583022,/,27394,26832
583023,/,27394,55186
583024,/,27421,55237
583025,/,27421,42937
583026,/,27421,23173
583027,/,27421,115022
583028,/,27421,25480
583029,/,27421,121506
583030,/,27421,26258
583031,/,27421,125295
583032,/,27421,47523
583033,/,27433,50833
583034,/,27490,39811
583035,/,27530,38600
583036,/,27530,22423
583037,/,27530,98450
583038,/,27530,27528
583039,/,27531,107394
583040,/,27538,19185
583041,/,27538,22425
583042,/,27538,24330
583043,/,27538,26260
583044,/,27538,26833
583045,/,27538,128790
583046,/,27538,130451
583047,/,27571,30940
583048,/,27571,21642
583049,/,27571,22426
583050,/,27571,44173
583051,/,27571,123742
583052,/,27571,46555
583053,/,27586,27585
583054,/,27608,53344
583055,/,27608,50570
583056,/,27608,32142
583057,/,27608,99060
583058,/,27608,121523
583059,/,27623,30873
583060,/,27623,25949
583061,/,27637,21648
583062,/,27637,24334
583063,/,27637,25483
583064,/,27637,39880
583065,/,27637,37479
583066,/,27637,26460
583067,/,27637,26837
583068,/,27637,100753
583069,/,27637,54458
583070,/,27648,21651
583071,/,27648,34119
583072,/,27658,41693
583073,/,27658,32650
583074,/,27658,46135
583075,/,27658,31549
583076,/,27664,34969
583078,/,27664,23182
583079,/,27664,24347
583080,/,27664,25484
583081,/,27664,25649
583082,/,27664,25942
583083,/,27664,26132
583084,/,27664,26463
583085,/,27664,56112
583086,/,27664,100754
583087,/,27666,39075
583088,/,27666,38967
583089,/,27671,23185
583090,/,27674,40992
583091,/,27674,36881
583092,/,27674,47335
583093,/,27674,125330
583094,/,27679,22437
583095,/,27679,48220
583096,/,27681,20223
583097,/,27681,49809
583098,/,27681,21664
583099,/,27681,22438
583100,/,27681,98456
583101,/,27681,56578
583102,/,27681,25487
583103,/,27681,121530
583104,/,27681,100143
583105,/,27681,26464
583106,/,27681,33638
583107,/,27685,55911
583108,/,27685,32335
583109,/,27685,47621
583110,/,27721,99973
583111,/,27721,51590
583112,/,27721,44048
583113,/,27726,47154
583114,/,27737,20232
583115,/,27737,29215
583116,/,27737,98019
583117,/,27737,23192
583118,/,27737,115083
583119,/,27737,39262
583120,/,27737,125346
583121,/,27737,129104
583122,/,27737,58305
583123,/,27739,115085
583124,/,27739,123111
583125,/,27740,22445
583126,/,27752,32249
583127,/,27752,57067
583128,/,27752,52407
583129,/,27752,34044
583130,/,27752,41070
583131,/,27752,58008
583132,/,27752,48625
583133,/,27755,30593
583134,/,27755,54026
583135,/,27755,110165
583136,/,27755,130223
583137,/,27755,100899
583138,/,27767,106210
583139,/,27772,105024
583140,/,27772,99098
583141,/,27772,115094
583142,/,27772,119338
583143,/,27772,57858
583144,/,27772,37720
583145,/,27772,129105
583146,/,27772,27764
583147,/,27806,27805
583148,/,27811,43580
583149,/,27811,21692
583150,/,27814,21693
583151,/,27814,26843
583152,/,27838,19183
583153,/,27838,21704
583154,/,27838,22457
583155,/,27838,32041
583156,/,27838,115029
583157,/,27838,115134
583158,/,27838,44696
583159,/,27838,26470
583160,/,27838,47890
583161,/,27838,39720
583162,/,132747,27879
583163,/,27856,21714
583164,/,27856,98154
583165,/,27856,34399
583166,/,27856,25496
583167,/,27856,25951
583168,/,27856,26847
583169,/,27864,21717
583170,/,27864,22655
583171,/,27864,23199
583172,/,27864,25953
583173,/,27905,50546
583174,/,27919,26697
583175,/,27941,37500
583176,/,27941,50943
583177,/,27941,99113
583178,/,27941,55162
583179,/,27942,19530
583180,/,27942,19781
583181,/,27942,21145
583182,/,27942,22461
583183,/,27942,23203
583184,/,27942,24441
583185,/,27942,25954
583186,/,27942,45991
583187,/,27942,128599
583188,/,27942,27949
583189,/,27969,22966
583190,/,27969,24446
583191,/,27969,25955
583192,/,27978,46506
583193,/,27978,41253
583194,/,27978,129115
583195,/,27978,41293
583196,/,27994,106261
583197,/,28006,44425
583198,/,28012,19536
583199,/,28012,21730
583200,/,28012,55466
583201,/,28012,24449
583202,/,28012,26474
583204,/,28012,27804
583205,/,28012,28006
583206,/,28017,42698
583207,/,28017,21731
583208,/,28017,107437
583209,/,28017,22658
583210,/,28017,22973
583211,/,28017,34631
583212,/,28017,123135
583213,/,28017,42661
583214,/,28017,57668
583215,/,28030,37532
583216,/,28037,19364
583217,/,28037,50325
583218,/,28037,30551
583219,/,28037,31236
583220,/,28037,44668
583221,/,28037,33920
583222,/,28037,41211
583223,/,28037,57724
583224,/,28037,34833
583225,/,28037,131147
583226,/,28040,108019
583227,/,28040,39502
583228,/,28040,125398
583229,/,28072,58046
583230,/,28072,38248
583231,/,28072,105035
583232,/,28072,115177
583233,/,28072,125406
583234,/,28072,128582
583235,/,28079,36373
583236,/,28079,20329
583237,/,28079,21742
583238,/,28079,22469
583239,/,28079,29936
583240,/,28079,22979
583241,/,28079,24407
583242,/,28079,24455
583243,/,28079,37901
583244,/,28079,55708
583245,/,28079,25960
583246,/,28079,27492
583247,/,28079,43909
583248,/,28079,28072
583249,/,28095,24457
583250,/,28097,44188
583251,/,28121,125417
583252,/,28121,131581
583253,/,28121,28167
583254,/,28125,131435
583255,/,28131,47377
583256,/,28131,22471
583257,/,28131,22983
583258,/,28131,123154
583259,/,28131,55374
583260,/,28132,54060
583261,/,28132,52240
583262,/,28132,30898
583263,/,28132,26856
583264,/,28136,125422
583265,/,28183,58296
583266,/,28183,28182
583267,/,28193,20337
583268,/,28193,21757
583269,/,28193,22990
583270,/,28193,24471
583271,/,28193,26484
583272,/,28193,26857
583273,/,28193,28192
583274,/,101179,24890
583275,/,101179,99590
583276,/,28202,29889
583277,/,28202,46156
583278,/,35361,45911
583279,/,35361,41945
583280,/,35539,46991
583281,/,35539,40336
583282,/,35539,57295
583283,/,35810,21171
583284,/,35937,35000
583285,/,35937,58306
583286,/,35968,20218
583287,/,35968,98455
583288,/,35968,24350
583289,/,35968,119327
583290,/,35968,25943
583291,/,35968,45390
583292,/,35968,26838
583293,/,36226,101900
583294,/,36226,42561
583295,/,36226,107443
583296,/,36226,99118
583297,/,36226,125403
583298,/,36373,19876
583299,/,36616,123446
583300,/,36674,31854
583301,/,36924,41527
583302,/,37299,52995
583303,/,37482,39129
583304,/,103890,44141
583305,/,37618,23800
583306,/,37677,58306
583307,/,38129,119445
583308,/,38251,114385
583309,/,38272,21590
583310,/,38272,125257
583311,/,38514,31090
583312,/,38754,99276
583313,/,39023,22581
583314,/,39327,45629
583315,/,39327,125538
583316,/,39327,31806
583317,/,39728,100734
583318,/,40029,104122
583319,/,40105,40128
583320,/,40105,99054
583321,/,40410,40399
583322,/,40630,113396
583323,/,40752,124831
583324,/,40755,40386
583325,/,40755,42062
583326,/,41253,52922
583327,/,41253,41417
583328,/,41424,57044
583330,/,41551,24045
583331,/,41551,48260
583332,/,41558,121440
583333,/,41558,49160
583334,/,41566,48536
583335,/,41566,50731
583336,/,41830,105848
583337,/,41830,44141
583338,/,42199,52721
583339,/,42199,54331
583340,/,42199,57142
583341,/,42199,128523
583342,/,42230,23073
583343,/,132277,132397
583344,/,132277,132625
583345,/,132509,132448
583346,/,42861,107751
583347,/,43018,132248
583348,/,43018,21054
583349,/,43263,36562
583350,/,43679,19300
583351,/,43679,57692
583352,/,43679,114795
583353,/,43679,47810
583354,/,43679,44051
583355,/,43679,123296
583356,/,43679,39987
583357,/,43773,38027
583358,/,44249,53746
583359,/,44331,30958
583360,/,44948,57572
583361,/,44948,48533
583362,/,44948,41281
583363,/,44948,33343
583364,/,44948,51774
583365,/,44948,46209
583366,/,44948,34405
583367,/,44948,37904
583368,/,44948,128993
583369,/,44948,130396
583370,/,45458,119334
583371,/,45458,130221
583372,/,45458,33057
583373,/,45562,52878
583374,/,45562,36136
583375,/,45562,43910
583376,/,45562,35103
583377,/,45610,22572
583378,/,46826,110617
583379,/,46885,103221
583380,/,47334,44394
583381,/,47334,45730
583382,/,47334,51826
583383,/,47334,100107
583384,/,47334,123101
583385,/,47334,100372
583386,/,47334,38881
