2,cibicida,n,n-s---mn1-,cibicid,,,[kɪ.bɪˈkiː.da],cibicida,0
43576,43576,calcestrum,n,n-s---nn2-,calcestr,,,[kaɫ.'kɛs.t̪rũː],calcestrum,0
43559,43559,conpromitto,v,v1spia--3-,conpromitt conpromis conpromiss,,,[kɔn̪.'prɔ.mɪ.t̪t̪ɔ],conpromitto,0
43523,43523,critica,n,n-s---fn1-,critic,,,['krɪ.t̪ɪ.ka],critica,0
43534,43534,curcuma,n,n-s---fn1-,curcum,,,['kʊr.kʊ.ma],curcuma,0
43521,a1268,alarius,a,aps---mn1-,alari alari alari,,,[aːˈɫaː.ri.ʊs],alarius,0
43551,43551,ebulus,n,n-s---mn2-,ebul,,,['ɛ.bʊ.lʊs],ebulus,0
43543,43543,exheres,a,aps---an3-,exhered exhered exhered,,,['ɛks.hɛ.rɛs],exheres,0
43582,43582,exquaesitor,n,n-s---mn3-,exquaesitor,,,[ɛks.'kʷaj.sɪ.t̪ɔr],exquaesitor,0
43537,43537,galliarius,a,aps---mn1-,galliari galliari galliari,,,[gaɫ.lɪ̣.'ja.rɪ̣.jʊs],galliarius,0
43548,43548,lagoena,n,n-s---fn1-,lagoen,,,['lagoj.n̪a],lagoena,0
43547,43547,mercenarius,n,n-s---mn2-,mercenari,,,[mɛr.keːˈnaː.ri.ʊs],mercenarius,0
43564,a9976,alligatura,n,n-s---fn1-,alligatur,,,[aɫ.lɪ.'ga.t̪ʊ.ra],alligatura,0
43553,p3698,procuratrix,n,n-s---fn3-,proc,,,/proː.kuːˈraː.triːks/,procuratrix,0
43531,a1709,amoeno,v,v1spia--1-,amoen amoenau amoenat,,,/aˈmoe̯.noː/,amoeno,0
43571,43571,militus,a,aps---mn1-,milit milit milit,,,['mɪ.lɪ.t̪ʊs],militus,0
43554,43554,modice,r,rp--------,modic,,,['mɔ.d̪ɪ.kɛ],modice,0
43569,43569,obaeratus,n,n-s---mn2-,obaerat,,,[ɔ.bae̯ˈraː.tʊs],obaeratus,0
43566,43566,ordeum,n,n-s---nn2-,orde,,,['ɔrd̪ewm],ordeum,0
43546,a2671,arbustum,n,n-s---nn2-,arbust,,,[arˈbʊs.tũ],arbustum,0
43530,a7780,arferia,n,n-s---fn1-,arferi,,,[ar.'fɛ.rɪ̣.ja],arferia,0
43529,a2948,arthriticus,a,aps---mn1-,arthritic arthritic arthritic,,,[arˈtʰriː.tɪ.kʊs],arthriticus,0
43561,43561,ptongus,n,n-s---mn2-,ptong,,,['pt̪ɔŋgʷs],ptongus,0
43581,43581,reiicio,v,v1spia--3i,r - rat,,,[reːˈjɪ.ki.oː],reiicio,0
43568,43568,scalpellus,n,n-s---mn2-,scalpell,,,[skaɫ.'pɛɫ.lʊs],scalpellus,0
43556,a3168,assignifico,v,v1spia--1-,assignific assignificau assignificat,,,[as.sɪŋˈnɪ.fɪ.koː],assignifico,0
43514,43514,tranato,v,v1spia--1-,tran tranau tranat,,,['t̪ra.n̪a.t̪ɔ],tranato,0
43540,43540,uillata,n,n-s---fn3-,uillat,,,['wɪɫ.la.t̪a],uillata,0
43552,b0025,baccina,n,n-s---fn1-,baccin,,,['bak.kɪ.n̪a],baccina,0
43501,b0755,burranicus,a,aps---mn1-,burranic burranic burranic,,,[bʊr.'ra.n̪ɪ.kʊs],burranicus,0
43562,c0904,catlitio,n,n-s---fn3-,catlition,,,[ka.'t̪lɪ.t̪ɪ̣.jɔ],catlitio,0
43545,c1370,chamaeplatanus,n,n-s---fn2-,chamaeplatan,,,[kʰa.maj.'pla.t̪a.n̪ʊs],chamaeplatanus,0
43524,c3841,contumeliosus,a,aps---mn1-,contumeli contumeli contumeli,,,[kɔn.tʊ.meː.lɪˈoː.sʊs],contumeliosus,0
43577,c3967,coppa,n,n-s---nn--,-,,,['kɔp.pa],coppa,0
43500,d1235,diacopus,n,n-s---mn2-,diacop,,,[d̪ɪ̣.'ja.kɔ.pʊs],diacopus,0
43512,d1991,ditator,n,n-s---mn3-,ditator,,,['d̪ɪ.t̪a.t̪ɔr],ditator,0
43527,d2203,drachma,n,n-s---fn1-,drachm,,,/ˈdrakʰ.ma/,drachma,0
43516,h0111,harenatum,n,n-s---nn2-,harenat,,,[ha.'rɛ.n̪a.t̪ũː],harenatum,0
43575,i0114,ieiunus,a,aps---mn1-,ieiun ieiun ieiun,,,[jeːjˈjuː.nʊs],ieiunus,0
43538,p0237,panniculus,n,n-s---mn2-,pannicul,,,[pan̪.'n̪ɪ.kʊ.lʊs],panniculus,0
43509,p1040,perdormisco,v,v1spia--3-,perdormisc - -,,,[pɛr.d̪ɔr.'mɪs.kɔ],perdormisco,0
43563,p1503,perpotatio,n,n-s---fn3-,perpotation,,,[pɛr.pɔ.'t̪a.t̪ɪ̣.jɔ],perpotatio,0
43565,r0179,reclinatorium,n,n-s---nn2-,reclinatori,,,[rɛ.klɪ.n̪a.'t̪ɔ.rɪ̣.jũː],reclinatorium,0
43533,r1037,reconflo,v,v1spia--1-,reconfl reconflau reconflat,,,['rɛkɔːn̪f.lɔ],reconflo,0
43572,r0804,roseus,a,aps---mn1-,rose rose rose,,,[ˈrɔ.se.ʊs],roseus,0
43508,s3055,subrepo,v,v1spia--3-,subrep subreps subrept,,,[sʊˈbreː.poː],subrepo,0
43557,t1188,tributio,n,n-s---fn3-,tribution,,,[t̪rɪ.'bʊ.t̪ɪ̣.jɔ],tributio,0
43570,u0527,ueterator,n,n-s---mn3-,ueterator,,,[wɛ.'t̪ɛ.ra.t̪ɔr],ueterator,0
43517,a1072,affectio,n,n-s---fn3-,affection,,,/afˈfek.ti.oː/,affectio,0
43620,43620,ossarium,n,n-s---nn2-,ossari,,27945,[ɔsˈsaː.ri.ũ],ossarium,0
43596,43596,armeniacum,n,n-s---nn2-,armeniac,,,[ar.mɛˈni.a.kũ],armeniacum,0
43647,43647,autonomus,a,aps---mn1-,autonom autonom autonom,,,[aw.'t̪ɔ.n̪ɔ.mʊs],autonomus,0
43635,43635,beniuolens,n,n-s---cn3-,beniuolent,,,[bɛ.'n̪ɪ.wɔ.ɫeːn̪s],beniuolens,0
43621,43621,casurus,n,n-s---mn4-,casur,,,['ka.sʊ.rʊs],casurus,0
43644,43644,cinematicus,a,aps---mn1-,cinematic cinematic cinematic,,,[kɪ.n̪ɛ.'ma.t̪ɪ.kʊs],cinematicus,0
43598,43598,conriuium,n,n-s---nn2-,conriui,,,[kɔ.'n̪rɪ̣.jʊ.jũː],conriuium,0
43607,43607,deratio,n,n-s---fn3-,deration,,,[d̪ɛ.'ra.t̪ɪ̣.jɔ],deratio,0
43626,43626,hierarchicus,a,aps---mn1-,hierarchic hierarchic hierarchic,,,[hɪ̣.jɛ.'rar.kʰɪ.kʊs],hierarchicus,0
43646,43646,inremuneratus,a,aps---mn1-,inremunerat inremunerat inremunerat,,,[ɪ.n̪rɛ.mʊ.'n̪ɛ.ra.t̪ʊs],inremuneratus,0
43630,43630,liga,n,n-s---fn1-,lig,,,['lɪ.ga],liga,0
43589,43589,longule,r,rp--------,,,,['lɔŋ.gʷlɛ],longule,0
43640,43640,millefolium,n,n-s---nn2-,millefoli,,,[mɪɫ.lɛ.'fɔ.lɪ̣.jũː],millefolium,0
43651,43651,perceleriter,r,rp--------,comitabil,,,[pɛr.kɛ.'lɛ.rɪ.t̪ɛr],perceleriter,0
43591,43591,pyrriche,n,n-s---nn3-,pyrrich,,,['pyr.rɪ.kʰɛ],pyrriche,0
43588,a0625,adiuratio,n,n-s---fn3-,adiuration,,,[a.d̪ɪ̣.jʊ.'ra.t̪ɪ̣.jɔ],adiuratio,0
43584,43584,reliquiae,n,n-p---fn1-,reliqui,,,[reːˈlɪ.kᶣi.ae̯],reliquiae,0
43619,a0096,abmatertera,n,n-s---fn1-,abmaterter,,,[ab.maːˈtɛr.tɛ.ra],abmatertera,0
43585,a0988,aeromantia,n,n-s---fn1-,aeromanti,,,[aː.ɛ.rɔ.manˈtiː.a],aeromantia,0
43639,a1306,albulus,a,aps---mn1-,albul albul albul,,,[ˈaɫ.bʊ.ɫʊs],albulus,0
43649,a1948,androsaces,n,n-s---nn3-,androsac,,,[anˈdrɔ.sa.kɛs],androsaces,0
43625,43625,terriginus,a,aps---mn1-,terrigin terrigin terrigin,,,[t̪ɛr.'rɪ.gɪ.n̪ʊs],terriginus,0
43613,43613,actuariolum,n,n-s---nn2-,actuariol,,,[ak.t̪ʊ.ja.'rɪ̣.jɔ.ɫũː],actuariolum,0
43629,a9979,anucella,n,n-s---fn1-,anucell,,,[a.n̪ʊ.'kɛɫ.la],anucella,0
43587,a2662,arboresco,v,v1spia--3-,arboresc - -,,,[ar.bɔˈreːs.koː],arboresco,0
43617,b0604,brandeum,n,n-s---nn2-,brande,,,[ˈbran.de.ũ],brandeum,0
43645,c1378,chamelaea,n,n-s---fn1-,chamelae,,,[kʰa.mɛ.'laj.ja],chamelaea,0
43595,c2135,cloacarius,n,n-s---mn2-,cloacari,,,[klɔ.ja.'ka.rɪ̣.jʊs],cloacarius,0
43616,c2518,colubrina,n,n-s---fn1-,colubrin,,,[kɔ.'lʊ.brɪ.n̪a],colubrina,0
43593,c2544,colurus,a,aps---mn1-,colur colur colur,,,[kɔˈɫuː.rʊs],colurus,0
43642,c7890,compraecido,v,v1spia--3-,compraecid compraecid compraecis,,,[kɔm.'pra.jkɪ.d̪ɔ],compraecido,0
43610,c2929,computatio,n,n-s---fn3-,computation,,,[kɔm.pʊ.'t̪a.t̪ɪ̣.jɔ],computatio,0
43592,c4278,crebratus,a,aps---mn1-,crebrat crebrat crebrat,,,['krɛ.bra.t̪ʊs],crebratus,0
43606,c4337,creteus,a,aps---mn1-,crete crete crete,,,['krɛt̪ews],creteus,0
43600,c4638,cunilago,n,n-s---fn3-,cunilagin,,,[kʊ.'n̪ɪ.la.gɔ],cunilago,0
43623,d1587,dilucesco,v,v1spia--3-,dilucesc dilux -,,,[diː.ɫuːˈkeːs.koː],dilucesco,0
43590,e1393,excursatio,n,n-s---fn3-,excursation,,,[ɛks.kʊr.'sa.t̪ɪ̣.jɔ],excursatio,0
113740,i1114,increpatorius,a,aps---mn1-,increpatori increpatori increpatori,,,[ɪŋ.krɛ.pa.'t̪ɔ.rɪ̣.jʊs],increpatorius,0
43601,i2841,irrepo,v,v1spia--3-,irrep irreps -,,,[ɪrˈreː.poː],irrepo,0
43624,l0003,lapsus,n,n-s---mn4-,laps,,,['laːp.sʊs],lapsus,0
43599,l1062,lotor,n,n-s---mn3-,lotor,,,['lɔ.t̪ɔr],lotor,0
43597,n0140,nundinum,n,n-s---nn2-,nundin,,,['n̪ʊn̪.d̪ɪ.n̪ũː],nundinum,0
43633,o0419,occuro,v,v1spia--1-,occur occurau occurat,,,['ɔk.kʊ.rɔ],occuro,0
43611,p0057,pannuceus,a,aps---mn1-,pannuce pannuce pannuce,,,['pan̪.n̪ʊkews],pannuceus,0
43603,p9954,pecuarius,n,n-s---mn2-,pecuari,,,[pɛ.kʊˈaː.ri.ʊs],pecuarius,0
43604,p2668,portitor,n,n-s---mn3-,portitor,,,['pɔr.t̪ɪ.t̪ɔr],portitor,0
43627,p3562,primus,a,aps---mn1-,prim prim prim,,,[ˈpriː.mʊs],primus,0
43594,r1305,repugno,v,v1spia--1-,repugn repugnau repugnat,,,[rɛˈpʊŋ.noː],repugno,0
43643,s0057,sacricola,n,n-s---mn1-,sacricol,,,[saˈkrɪ.kɔ.ɫa],sacricola,0
43638,s0394,sarisophorus,n,n-s---mn2-,sarisophor,,,[sa.rɪ.'sɔ.pʰɔ.rʊs],sarisophorus,0
43641,t1394,tritauia,n,n-s---fn1-,tritaui,,,[t̪rɪ.'t̪a.wɪ̣.ja],tritauia,0
43586,u0854,uiticula,n,n-s---fn1-,uiticul,,,[wɪ.'t̪ɪ.kʊ.la],uiticula,0
43634,a0144,abolefio,v,v1spia--1-,abolef - abolefact,,,[a.bɔ.'lɛ.fɪ̣.jɔ],abolefio,0
43665,a2446,apostropha,n,n-s---fn1-,apostroph,,27946,[a.'pɔs.t̪rɔ.pʰa],apostropha,0
43722,i0090,idolon,n,n-s---nn2g,idol,,27947,['ɪ.d̪ɔ.lɔn̪],idolon,0
43657,43657,adparitor,n,n-s---mn3-,adparitor,,,[ad̪.'pa.rɪ.t̪ɔr],adparitor,0
43662,43662,adpellatiuus,a,aps---mn1-,adpellatiu adpellatiu adpellatiu,,,[ad̪.pɛɫ.'la.t̪ɪ.wʊs],adpellatiuus,0
43687,43687,ammonitum,n,n-s---nn2-,ammonit,,,[a.'mmɔ.n̪ɪ.t̪ũː],ammonitum,0
43691,43691,animaliter,r,rp--------,,,,[a.n̪ɪ.'ma.lɪ.t̪ɛr],animaliter,0
43714,43714,antihistaminicum,n,n-s---nn2-,antihistaminic,,,[an̪.t̪ɪ.hɪs.t̪a.'mɪ.n̪ɪ.kũː],antihistaminicum,0
43679,43679,beto,v,v1spia--3-,bet - -,,,['bɛ.t̪ɔ],beto,0
43724,43724,ciuiliter,r,rp--------,ciuilius ciuilissime,,,[kiːˈwiː.lɪ.tɛr],ciuiliter,0
43712,43712,comessator,n,n-s---mn3-,comessator,,,[kɔ.'mɛs.sa.t̪ɔr],comessator,0
43699,43699,conpotens,a,aps---an3-,conpotent conpotent conpotent,,,['kɔn̪.pɔ.t̪eːn̪s],conpotens,0
43700,43700,depilatorium,n,n-s---nn2-,depilatori,,,[d̪ɛ.pɪ.la.'t̪ɔ.rɪ̣.jũː],depilatorium,0
43669,43669,dikerium,n,n-s---nn2-,dikeri,,,[d̪ɪ.'kɛ.rɪ̣.jũː],dikerium,0
43666,43666,diualiis,a,aps---cn3-,diuali diuali diuali,,,[d̪ɪ.'wa.lɪ̣.jɪs],diualiis,0
43680,43680,epistolella,n,n-s---fn1-,epistolell,,,[ɛ.pɪs.t̪ɔ.'lɛɫ.la],epistolella,0
43710,43710,glyconius,a,aps---mn1-,glyconi glyconi glyconi,,,[gly.'kɔ.n̪ɪ̣.jʊs],glyconius,0
43705,43705,habilito,v,v1spia--1-,habilit habilitau habilitat,,,[haˈbɪ.lɪ.toː],habilito,0
43656,43656,hyperdulia,n,n-s---fn1-,hyperduli,,,[hy.pɛr.'d̪ʊ.lɪ̣.ja],hyperdulia,0
43658,43658,moestitia,n,n-s---fn1-,moestiti,,,['mojst̪ɪ.t̪ɪ̣.ja],moestitia,0
43698,43698,oecologicus,a,aps---mn1-,oecologic oecologic oecologic,,,[ojkɔ.'lɔ.gɪ.kʊs],oecologicus,0
43701,43701,persicum,n,n-s---nn2-,persic,,,[ˈpɛr.sɪ.kũ],persicum,0
43694,43694,personifico,v,v1spia--1-,personific personificau personificat,,,[pɛr.sɔ.'n̪ɪ.fɪ.kɔ],personifico,0
43696,43696,quadrigae,n,n-p---fn1-,quadrig,,,/kʷaˈdriː.ɡae̯/,quadrigae,0
43688,a2045,animulus,n,n-s---mn2-,animul,,,[a.'n̪ɪ.mʊ.lʊs],animulus,0
43707,43707,quotidie,n,n-s---nn3-,quot,,,[kʷɔ.'t̪iː.d̪ɪ̣.jeː],quotidie,0
43668,43668,secularitas,n,n-s---fn3-,secularitat,,,[sɛ.kʊ.'la.rɪ.t̪as],secularitas,0
43667,43667,septempliciter,r,rp--------,,,,[sɛp.t̪ɛm.'plɪ.kɪ.t̪ɛr],septempliciter,0
43729,43729,suburbanum,n,n-s---nn2-,suburban,,,[sʊ.'bʊr.ba.n̪ũː],suburbanum,0
43659,43659,teleuisio,n,n-s---fn3-,teleuision,,,[teː.ɫɛˈwiː.si.oː],teleuisio,0
43702,43702,tonat,v,v1spia--2-,ton - tonat,,,['t̪ɔ.n̪at̪],tonat,0
43697,43697,trans,a,aps---an3-,quadrig quadrig quadrig,,,[trãːs],trans,0
43676,43676,uitreo,v,v1spia--2-,uitre uitreau uitreat,,,['wɪ.t̪rɛ̣.jɔ],uitreo,0
43652,43652,adclamatio,n,n-s---fn3-,adclamation,,,[ad̪.kla.'ma.t̪ɪ̣.jɔ],adclamatio,0
43711,a2711,archigubernus,n,n-s---mn2-,archigubern,,,[ar.kʰɪgʷ.'bɛr.n̪ʊs],archigubernus,0
43727,a2892,arnacis,n,n-s---fn3-,arnacid,,,['ar.n̪a.kɪs],arnacis,0
43655,a3015,ascalia,n,n-s---fn1-,ascali,,,[as.'ka.lɪ̣.ja],ascalia,0
43661,c7146,cluo,v,v1spia--3-,clu - -,,,[ˈkɫʊ.oː],cluo,0
43677,c2185,coacto,v,v1spia--1-,coact coactau coactat,,,[kɔ.'jak.t̪ɔ],coacto,0
43728,c3431,coniunctim,r,rp--------,arnacid,,,[kɔnˈjʊŋk.tĩ],coniunctim,0
43670,c4696,cuppedenarius,n,n-s---mn2-,cuppedenari,,,[kʊp.pɛ.d̪ɛ.'n̪a.rɪ̣.jʊs],cuppedenarius,0
43726,d0180,decertatio,n,n-s---fn3-,decertation,,,[d̪ɛ.kɛr.'t̪a.t̪ɪ̣.jɔ],decertatio,0
43717,e0656,exedra,n,n-s---fn1-,exedr,,,[ˈɛk.sɛ.dra],exedra,0
43664,i0141,ignio,v,v1spia--4-,ign igniu ignit,,,[ˈɪŋ.ni.oː],ignio,1
43671,m1602,mulierosus,a,aps---mn1-,mulieros mulieros mulieros,,,[mʊ.li.ɛˈroː.sʊs],mulierosus,0
43709,m1909,myrobalanum,n,n-s---nn2-,myrobalan,,,[my.rɔ.'ba.la.n̪ũː],myrobalanum,0
43690,n0767,nonne,r,rp--------,nonn,,,[ˈnoːn.nɛ],nonne,0
43681,p0259,pantomima,n,n-s---fn1-,pantomim,,,[pan.tɔˈmiː.ma],pantomima,0
43731,p9857,prodigentia,n,n-s---fn1-,prodigenti,,,[prɔ.d̪ɪ.'gɛn̪.t̪ɪ̣.ja],prodigentia,0
43685,r0158,receptrix,n,n-s---fn3-,receptric,,,[rɛ.'kɛp.t̪rɪks],receptrix,0
43715,u0198,uegeo,v,v1spia--2-,ueg - -,,,[ˈwɛ.ɡe.oː],uegeo,0
43678,u0426,uersatio,n,n-s---fn3-,uersation,,,[wɛr.'sa.t̪ɪ̣.jɔ],uersatio,0
43708,u0682,uinarium,n,n-s---nn2-,uinari,,,[wɪ.'n̪a.rɪ̣.jũː],uinarium,0
43704,a0179,absono,v,v1spia--1-,abson absonau absonat,,,[ˈa.psɔ.noː],absono,0
43653,i0374,immetatus,a,aps---mn1-,immetat immetat immetat,,,[ɪ.'mmɛ.t̪a.t̪ʊs],immetatus,0
43758,43758,assimilo,v,v1spia--1-,assimil - assimilat,,27948,[asˈsɪ.mɪ.ɫoː],assimilo,0
43768,43768,abhorride,r,rp--------,abhorrid,,,[ab.'hɔr.rɪ.d̪ɛ],abhorride,0
43796,43796,alytharcha,n,n-s---fn1-,alytharch,,,[a.ly.'t̪ʰar.kʰa],alytharcha,0
43800,43800,apsento,v,v1spia--1-,apsent apsentau apsentat,,,[ap.'sɛn̪.t̪ɔ],apsento,0
43766,43766,arachidna,n,n-s---fn1-,arachidn,,,[a.ra.'kʰɪd̪.n̪a],arachidna,0
43738,43738,arenosum,n,n-s---nn2-,arenos,,,[a.'rɛ.n̪ɔ.sũː],arenosum,0
43767,43767,arithmeticum,n,n-s---nn2-,arithmetic,,,[a.rɪ.'t̪ʰmɛ.t̪ɪ.kũː],arithmeticum,0
43770,43770,attice,r,rp--------,cacozeli,,,['at̪.t̪ɪ.kɛ],attice,0
43741,43741,authentus,n,n-s---mn4-,authent,,,[aw.'t̪ʰɛn̪.t̪ʊs],authentus,0
43735,43735,conpauitus,a,aps---mn1-,conpauit conpauit conpauit,,,[kɔn̪.'pa.wɪ.t̪ʊs],conpauitus,0
43793,43793,corytus,n,n-s---mn4-,coryt,,,['kɔ.ry.t̪ʊs],corytus,0
43757,43757,decantus,n,n-s---mn4-,decant,,,[d̪ɛ.'kan̪.t̪ʊs],decantus,0
43804,43804,decuplatus,a,aps---mn1-,decuplat decuplat decuplat,,,[d̪ɛ.'kʊ.pla.t̪ʊs],decuplatus,0
43781,a0776,aduentorius,a,aps---mn1-,aduentori aduentori aduentori,,,[a.d̪ʊ.jɛn̪.'t̪ɔ.rɪ̣.jʊs],aduentorius,0
43765,43765,dilutus,n,n-s---nn3-,dilut dilut dilut,,,['d̪ɪ.lʊ.t̪ʊs],dilutus,0
43742,43742,dromedaria,n,n-s---fn1-,dromedari,,,[d̪rɔ.mɛ.'d̪a.rɪ̣.ja],dromedaria,0
43750,43750,excelsa,n,n-s---fn1-,excels,,,[ɛks.'kɛɫ.sa],excelsa,0
43776,43776,facinarosus,a,aps---mn1-,facinaros facinaros facinaros,,,[fa.kɪ.'n̪a.rɔ.sʊs],facinarosus,0
43732,43732,inargento,v,v1spia--3-,inargent inargentau inargentat,,,[ɪ.n̪ar.'gɛn̪.t̪ɔ],inargento,0
43752,43752,isocheles,a,aps---an3-,isochel isochel isochel,,,[ɪ.'sɔ.kʰɛ.lɛs],isocheles,0
43778,a1890,anataria,n,n-s---fn1-,anatari,,,[a.n̪a.'t̪a.rɪ̣.ja],anataria,0
43775,43775,lacticinium,n,n-s---nn2-,lacticini,,,[lak.t̪ɪ.'kɪ.n̪ɪ̣.jũː],lacticinium,0
43797,43797,mirandus,a,aps---mn1-,mir mir mir,,,[mɪ.'ran̪.d̪ʊs],mirandus,0
43744,43744,opseruatio,n,n-s---fn3-,opseruation,,,[ɔp.sɛ.rʊ.'ja.t̪ɪ̣.jɔ],opseruatio,0
43736,43736,physicos,a,aps---cn1g,physic physic physic,,,['pʰy.sɪ.kɔs],physicos,0
43763,43763,supranistria,n,n-s---fn1-,supranistri,,,[sʊ.pra.'n̪ɪ.st̪rɪ̣.ja],supranistria,0
43782,43782,ueredictum,n,n-s---nn2-,ueredict,,,[wɛ.rɛ.'d̪ɪk.t̪ũː],ueredictum,0
43753,43753,Abrodiaetus,n,n-s---mn2-,Abrodiaet,,,[a.brɔ.'d̪ɪ̣.ja.jt̪ʊs],Abrodiaetus,0
43772,a2671,arbustus,a,aps---mn1-,arbust arbust arbust,,,[arˈbʊs.tʊs],arbustus,0
43791,a3154,asseuero,v,v1spia--1-,asseuer asseuerau asseuerat,,,[as.sɛˈweː.roː],asseuero,0
43783,b0197,bdella,n,n-s---fn1-,bdell,,,['bd̪ɛɫ.la],bdella,0
43769,c0044,cacozelia,n,n-s---fn1-,cacozeli,,,[ka.kɔˈzeː.li.a],cacozelia,0
43801,c1145,centumpeda,n,n-s---mn1-,centumped,,,[kɛn̪.'t̪ʊm.pɛ.d̪a],centumpeda,0
43786,c2766,compacticius,a,aps---mn1-,compactici compactici compactici,,,[kɔm.pak.'t̪ɪ.kɪ̣.jʊs],compacticius,0
43740,c3001,conchicla,n,n-s---fn1-,conchicl,,,['kɔŋ.kʰɪ.kla],conchicla,0
43792,e0415,embamma,n,n-s---nn3-,embammat,,,[ɛmˈbam.ma],embamma,0
43784,f0296,frigidarius,a,aps---mn1-,frigidari frigidari frigidari,,,[frɪ.gɪ.'d̪a.rɪ̣.jʊs],frigidarius,0
43761,i0117,iento,v,v1spia--1-,"ient ientau ientat
",,,[ˈjɛn.toː],iento,0
43733,i1202,indefensus,a,aps---mn1-,indefens indefens indefens,,,[ɪn̪.d̪ɛ.'feːn̪.sʊs],indefensus,0
43756,i1850,innumerus,a,aps---mn1-,innumer innumer innumer,,,[ɪnˈnʊ.mɛ.rʊs],innumerus,0
43785,i1922,inquilina,n,n-s---fn1-,inquilin,,,[ɪŋ.kᶣɪˈliː.na],inquilina,0
43746,l1240,lutesco,v,v1spia--3-,lutesc - -,,,[lʊ.'t̪ɛs.kɔ],lutesco,0
43806,o0403,occo,v,v1spia--1-,occ occau occat,,,[ˈɔk.koː],occo,1
43780,p0775,peltatus,a,aps---mn1-,peltat peltat peltat,,,[pɛɫˈtaː.tʊs],peltatus,0
43803,p0917,perbelle,r,rp--------,achaemenid,,,[pɛr.'bɛɫ.lɛ],perbelle,0
43739,p1179,pernosco,v,v1spia--3-,pernosc pernou pernot,,,[pɛrˈnoːs.koː],pernosco,0
43762,p1571,persentio,v,v1spia--4-,"persent persens persens
",,,[pɛrˈsɛn.ti.oː],persentio,0
43805,p7099,piniger,a,aps---mn1r,piniger piniger piniger,,,[ˈpiː.nɪ.ɡɛr],piniger,0
43774,p3460,pragmaticus,a,aps---mn1-,pragmatic pragmatic pragmatic,,,[pra.'gma.t̪ɪ.kʊs],pragmaticus,0
43749,p4039,propugno,v,v1spia--1-,propugn propugnau propugnat,,,[proːˈpʊŋ.noː],propugno,0
43798,r0573,retardatio,n,n-s---fn3-,retardation,,,[rɛ.t̪ar.'d̪a.t̪ɪ̣.jɔ],retardatio,0
43773,r1488,rugio,v,v1spia--4-,rug rugiu rugit,,,/ˈruː.ɡi.oː/,rugio,0
43755,t0715,tinnimentum,n,n-s---nn2-,tinniment,,,[t̪ɪn̪.n̪ɪ.'mɛn̪.t̪ũː],tinnimentum,0
43845,43845,adpareo,v,v1spia--2-,adpar - -,,27949,/adˈpaː.re.oː/,adpareo,0
24081,i1117,increpo,v,v1spia--1-,increp increpa increpit,,27950,[ˈɪŋ.krɛ.poː],increpo,1
43811,43811,aesthetica,n,n-s---fn1-,aesthetic,,,[ajs.'t̪ʰɛ.t̪ɪ.ka],aesthetica,0
43810,43810,amare,r,rp--------,amarius amarissime,,,[aˈmaː.rɛ],amare,0
43874,43874,apsens,a,aps---an3-,apsent apsent apsent,,,[ˈa.psẽːs],apsens,0
43860,43860,arquitenens,a,aps---an3-,arquitenent arquitenent arquitenent,,,[ar.'kʷɪ.t̪ɛ.n̪eːn̪s],arquitenens,0
43834,43834,augustatus,a,aps---mn1-,augustat augustat augustat,,,['awgʷs.t̪a.t̪ʊs],augustatus,0
43856,43856,auriginosus,a,aps---mn1-,auriginos auriginos auriginos,,,[au̯.riː.ɡɪˈnoː.sʊs],auriginosus,0
43826,43826,catafractarius,n,n-s---mn2-,catafractari,,,[ka.t̪af.rak.'t̪a.rɪ̣.jʊs],catafractarius,0
43835,a0165,absilio,v,v1spia--4-,absil - -,,,[aˈpsɪ.li.oː],absilio,0
43821,43821,collectiue,r,rp--------,,,,[kɔɫ.'lɛk.t̪ɪ.wɛ],collectiue,0
43859,43859,compauitus,a,aps---mn1-,compauit compauit compauit,,,[kɔm.'pa.wɪ.t̪ʊs],compauitus,0
43862,43862,confraria,n,n-s---fn1-,confrari,,,['kɔːn̪fra.rɪ̣.ja],confraria,0
43819,43819,curatela,n,n-s---fn1-,curatel,,,[kʊ.'ra.t̪ɛ.la],curatela,0
43846,43846,decimana,n,n-s---fn1-,deciman,,,[d̪ɛ.'kɪ.ma.n̪a],decimana,0
43840,43840,ecquinam,r,rp--------,praefrigid,,,['ɛk.kʷɪ.n̪ãː],ecquinam,0
43830,43830,essentifico,v,v1spia--1-,essentific essentificau essentificat,,,[ɛs.sɛn̪.'t̪ɪ.fɪ.kɔ],essentifico,0
43841,43841,eurocrata,n,n-s---fn1-,eurocrat,,,['ewrɔ.kra.t̪a],eurocrata,0
43850,43850,exacutio,v,v1spia--1-,exacution,,,[ɛk.sa.'kʊ.t̪ɪ̣.jɔ],exacutio,0
43876,43876,inlitteratus,a,aps---mn1-,inlitterat inlitterat inlitterat,,,[ɪ.n̪lɪ.'t̪t̪ɛ.ra.t̪ʊs],inlitteratus,0
43873,43873,inreuocabilis,a,aps---cn3-,inreuocabil inreuocabil inreuocabil,,,[ɪn.rɛ.wɔˈkaː.bɪ.lɪs],inreuocabilis,0
43853,43853,inthronizo,a,aps---mn1-,inthroniz inthronizau inthronizat,,,[ɪn̪.'t̪ʰrɔ.n̪ɪ.zzɔ],inthronizo,0
43832,43832,luculente,r,rp--------,lancination,,,[lʊ.kʊ.'lɛn̪.t̪ɛ],luculente,0
