59076,59076,Besaro,n,n-s---mn3-,Besaro,,,['bɛ.sa.rɔ],Besaro,0
59077,59077,Besbicus,n,n-s---mn2-,Besbic,,,['bɛs.bɪ.kʊs],Besbicus,0
59078,59078,Besidiae,n,n-p---fn1-,Besidi,,,[bɛ.'sɪ.d̪ɪ̣.jaj],Besidiae,0
59079,59079,Bessi,n,n-p---mn2-,Bess,,,['bɛs.sɪ],Bessi,0
59081,59081,Betasi,n,n-p---mn2-,Betas,,,['bɛ.t̪a.sɪ],Betasi,0
59082,59082,Bethlehem,n,n-s---mn3-,Bethlehem,,,['bɛ.t̪ʰlɛ.hẽː],Bethlehem,0
59083,59083,Betucius,n,n-s---mn2-,Betuci,,,[bɛ.'t̪ʊ.kɪ̣.jʊs],Betucius,0
59084,59084,Bias,n,n-s---mn3-,Bias,,,['bɪ̣.jas],Bias,0
59085,59085,Bibaga,n,n-s---fn1-,Bibag,,,['bɪ.ba.ga],Bibaga,0
59086,59086,Bibali,n,n-p---mn2-,Bibal,,,['bɪ.ba.lɪ],Bibali,0
59087,59087,Bibesia,n,n-s---fn1-,Bibesi,,,[bɪ.'bɛ.sɪ̣.ja],Bibesia,0
59088,59088,Bibulus,n,n-s---mn2-,Bibul,,,['bɪ.bʊ.lʊs],Bibulus,0
59089,59089,Bidis,n,n-s---fn3-,Bid,,,['bɪ.d̪ɪs],Bidis,0
59091,59091,Bigerriones,n,n-p---mn3-,Bigerrion,,,[bɪ.gɛr.'rɪ̣.jɔ.n̪ɛs],Bigerriones,0
59092,59092,Bion,n,n-s---nn3-,Bi,,,['bɪ̣.jɔn̪],Bion,0
59093,59093,Bisaltae,n,n-p---fn1-,Bisalt,,,[bɪ.'saɫ.t̪aj],Bisaltae,0
59094,59094,Bisaltis,n,n-s---fn3-,Bisalt,,,[bɪ.'saɫ.t̪ɪs],Bisaltis,0
59095,59095,Bisambritae,n,n-p---fn1-,Bisambrit,,,[bɪ.'sam.brɪ.t̪aj],Bisambritae,0
59096,59096,Bisgargitani,n,n-p---mn2-,Bisgargitan,,,[bɪs.gar.'gɪ.t̪a.n̪ɪ],Bisgargitani,0
59097,59097,Bistones,n,n-p---mn3-,Biston,,,['bɪs.t̪ɔ.n̪ɛs],Bistones,0
59098,59098,Bithiae,n,n-p---fn1-,Bithi,,,['bɪ.t̪ʰɪ̣.jaj],Bithiae,0
59100,59100,Bito,n,n-s---mn3-,Bito,,,['bɪ.t̪ɔ],Bito,0
59101,59101,Bittis,n,n-s---fn3-,Bitt,,,['bɪt̪.t̪ɪs],Bittis,0
59102,59102,Bituitus,n,n-s---mn2-,Bituit,,,[bɪ.'t̪uj.t̪ʊs],Bituitus,0
59103,59103,Bituriges,n,n-p---mn3-,Biturig,,,[bɪ.'t̪ʊ.rɪ.gɛs],Bituriges,0
59104,59104,Bizya,n,n-s---fn1-,Bizy,,,['bɪz.zy.ja],Bizya,0
59105,59105,Blaesus,n,n-s---mn2-,Blaes,,,['blaj.sʊs],Blaesus,0
59106,59106,Blascon,n,n-s---nn3-,Blasc,,,['blas.kɔn̪],Blascon,0
59108,59108,Blossius,n,n-s---mn2-,Blossi,,,['blɔs.sɪ̣.jʊs],Blossius,0
59109,59109,Bocchar,n,n-s---mn3-,Bocchar,,,['bɔk.kʰar],Bocchar,0
59110,59110,Boccharum,n,n-s---nn2-,Bocchar,,,['bɔk.kʰa.rũː],Boccharum,0
59111,59111,Boebe,n,n-s---fn1-,Boeb,,,['bojbɛ],Boebe,0
59112,59112,Boeotarches,n,n-p---mn3-,Boeotarch,,,[bojɔ.'t̪ar.kʰɛs],Boeotarches,0
59113,59113,Boeotia,n,n-s---fn1-,Boeoti,,,['bojɔ.t̪ɪ̣.ja],Boeotia,0
59114,59114,Bogud,n,n-s---mn3-,Bogud,,,['bɔgʷd̪],Bogud,0
59115,59115,Boii,n,n-p---mn1-,Boii,,,['bɔj.jɪ],Boii,0
59116,59116,Boiorix,n,n-s---mn3-,Boiorix,,,['bɔj.jɔ.rɪks],Boiorix,0
59117,59117,Bola,n,n-s---fn1-,Bol,,,['bɔ.la],Bola,0
59118,59118,Bolbitinus,a,aps---mn1-,Bolbitin Bolbitin Bolbitin,,,[bɔɫ.'bɪ.t̪ɪ.n̪ʊs],Bolbitinus,0
59119,59119,Bolbulae,n,n-p---fn1-,Bolbul,,,['bɔɫ.bʊ.laj],Bolbulae,0
59120,59120,Bombomachides,n,n-s---mn3-,Bombomachid,,,[bɔm.bɔ.'ma.kʰɪ.d̪ɛs],Bombomachides,0
59121,59121,Bombos,n,n-s---mn2-,Bomb,,,['bɔm.bɔs],Bombos,0
59052,59052,Bellius,n,n-s---mn2-,Belli,,,['bɛɫ.lɪ̣.jʊs],Bellius,0
59054,59054,Belus,a,aps---mn1-,Bel Bel Bel,,,['bɛ.lʊs],Belus,0
59128,,Bostar,n,n-s---mn3-,Bostar,,,['bɔs.t̪ar],Bostar,1
59127,59127,Bosporus,a,aps---mn1-,Bosporus Bosporus Bosporus,,28490,['bɔs.pɔ.rʊs],Bosporus,0
59129,59129,Bostra,n,n-s---fn1-,Bostr,,,['bɔs.t̪ra],Bostra,0
59130,59130,Boterdum,n,n-s---nn2-,Boterd,,,[bɔ.'t̪ɛr.d̪ũː],Boterdum,0
59131,59131,Botrys,n,n-s---mn3-,Botrys,,,['bɔ.t̪rys],Botrys,0
59132,59132,Bottiaea,n,n-s---fn1-,Bottiae,,,[bɔt̪.t̪ɪ̣.'jaj.ja],Bottiaea,0
59133,59133,Bouianum,n,n-s---nn2-,Bouian,,,[bɔ.'jʊj.ja.n̪ũː],Bouianum,0
59134,59134,Bracari,n,n-p---mn2-,Bracar,,,['bra.ka.rɪ],Bracari,0
59135,59135,Brachmanae,n,n-p---fn1-,Brachman,,,['bra.kʰma.n̪aj],Brachmanae,0
59136,59136,Bragae,n,n-p---fn1-,Brag,,,['bra.gaj],Bragae,0
59137,59137,Brana,n,n-s---fn1-,Bran,,,['bra.n̪a],Brana,0
59138,59138,Brancosi,n,n-p---mn2-,Brancos,,,['braŋ.kɔ.sɪ],Brancosi,0
59140,59140,Brauron,n,n-s---nn2-,Braur,,,['braw.rɔn̪],Brauron,0
59141,59141,Bregmenteni,n,n-p---mn2-,Bregmenten,,,[brɛ.'gmɛ.n̪t̪ɛ.n̪ɪ],Bregmenteni,0
59142,59142,Brennus,n,n-s---mn2-,Brenn,,,['brɛn̪.n̪ʊs],Brennus,0
59143,59143,Breuci,n,n-p---mn2-,Breuc,,,['brewkɪ],Breuci,0
59144,59144,Briareus,n,n-s---mn2-,Briare,,,['brɪ̣.jarews],Briareus,0
59145,59145,Brietes,n,n-p---mn3-,Briet,,,['brɪ̣.jɛ.t̪ɛs],Brietes,0
59146,59146,Brigantium,n,n-s---nn2-,Briganti,,,[brɪ.'gan̪.t̪ɪ̣.jũː],Brigantium,0
59147,59147,Briniates,n,n-p---mn3-,Briniat,,,[brɪ.'n̪ɪ̣.ja.t̪ɛs],Briniates,0
59148,59148,Britanni,n,n-p---mn2-,Britann,,,[brɪ.'t̪an̪.n̪ɪ],Britanni,0
59150,59150,Brixellum,n,n-s---nn2-,Brixell,,,[brɪk.'sɛɫ.ɫũː],Brixellum,0
59151,59151,Brixentes,n,n-p---mn3-,Brixent,,,[brɪk.'sɛn̪.t̪ɛs],Brixentes,0
59152,59152,Brixia,n,n-s---fn1-,Brixi,,,['brɪk.sɪ̣.ja],Brixia,0
59153,59153,Brochus,n,n-s---mn2-,Broch,,,['brɔ.kʰʊs],Brochus,0
59154,59154,Brogitarus,n,n-s---mn2-,Brogitar,,,[brɔ.'gɪ.t̪a.rʊs],Brogitarus,0
59155,59155,Bromius,n,n-s---mn2-,Bromi,,,['brɔ.mɪ̣.jʊs],Bromius,0
59156,59156,Bromus,n,n-s---mn2-,Brom,,,['brɔ.mʊs],Bromus,0
59157,59157,Broteas,n,n-s---mn1-,Brote,,,['brɔ.t̪ɛ̣.jas],Broteas,0
59158,59158,Bruanium,n,n-s---nn2-,Bruani,,,[brʊ.'ja.n̪ɪ̣.jũː],Bruanium,0
59159,59159,Bruchion,n,n-s---nn3-,Bruchi,,,['brʊ.kʰɪ̣.jɔn̪],Bruchion,0
59161,59161,Brundisinus,a,aps---nn3-,Brundisin Brundisin Brundisin,,,[brʊn̪.'d̪ɪ.sɪ.n̪ʊs],Brundisinus,0
59162,59162,Bruttii,n,n-p---mn2-,Brutti,,,['brʊt̪.t̪ɪ̣.jɪ],Bruttii,0
59163,59163,Bryazon,n,n-s---nn3-,Bryaz,,,[bry.'jaz.zɔn̪],Bryazon,0
59164,59164,Bryazus,n,n-s---mn2-,Bryaz,,,[bry.'jaz.zʊs],Bryazus,0
59165,59165,Bryges,n,n-p---mn3-,Bryg,,,['bry.gɛs],Bryges,0
59166,59166,Bryllion,n,n-s---nn3-,Brylli,,,['bryɫ.lɪ̣.jɔn̪],Bryllion,0
59167,59167,Bubassus,n,n-s---mn2-,Bubass,,,[bʊ.'bas.sʊs],Bubassus,0
59168,59168,Bubastis,n,n-s---fn3-,Bubast,,,[bʊ.'bas.t̪ɪs],Bubastis,0
59169,59169,Bubeium,n,n-s---nn2-,Bubei,,,['bʊb.ejũː],Bubeium,0
59171,59171,Bubon,n,n-s---nn3-,Bub,,,['bʊ.bɔn̪],Bubon,0
59172,59172,Bubona,n,n-s---fn1-,Bubon,,,['bʊ.bɔ.n̪a],Bubona,0
59173,59173,Bubulcus,n,n-s---mn2-,Bubulc,,,[bʊ.'bʊɫ.kʊs],Bubulcus,0
59174,59174,Bucephalus,n,n-s---mn2-,Bucephal,,,[bʊ.'kɛ.pʰa.lʊs],Bucephalus,0
59175,59175,Bucinna,n,n-s---fn1-,Bucinn,,,[bʊ.'kɪn̪.n̪a],Bucinna,0
59176,59176,Bucolium,n,n-s---nn2-,Bucoli,,,[bʊ.'kɔ.lɪ̣.jũː],Bucolium,0
59177,59177,Bularchus,n,n-s---mn2-,Bularch,,,[bʊ.'lar.kʰʊs],Bularchus,0
59178,59178,Bulbus,n,n-s---mn2-,Bulb,,,['bʊɫ.bʊs],Bulbus,0
59179,59179,Bura,n,n-s---fn1-,Bur,,,['bʊ.ra],Bura,0
59181,59181,Buris,n,n-s---fn3-,Bur,,,['bʊ.rɪs],Buris,0
59182,59182,Bursaonenses,n,n-p---mn3i,Bursaonens,,,[bʊr.sa.jɔ.'n̪eːn̪.sɛs],Bursaonenses,0
59183,59183,Butes,n,n-p---mn3-,But,,,['bʊ.t̪ɛs],Butes,0
59184,59184,Buthrotum,n,n-s---nn2-,Buthrot,,,['bʊ.t̪ʰrɔ.t̪ũː],Buthrotum,0
59185,59185,Butoa,n,n-s---fn1-,Buto,,,['bʊ.t̪ɔ.ja],Butoa,0
59186,59186,Butoridas,n,n-s---mn3-,Butoridas,,,[bʊ.'t̪ɔ.rɪ.d̪as],Butoridas,0
59187,59187,Butos,n,n-s---mn2-,But,,,['bʊ.t̪ɔs],Butos,0
59188,59188,Butrotus,n,n-s---mn2-,Butrot,,,['bʊ.t̪rɔ.t̪ʊs],Butrotus,0
59189,59189,Butuntum,n,n-s---nn2-,Butunt,,,[bʊ.'t̪ʊn̪.t̪ũː],Butuntum,0
59190,59190,Buzae,n,n-p---mn1-,Buz,,,['bʊz.zaj],Buzae,0
59191,59191,Buzyges,n,n-p---mn3-,Buzyg,,,['bʊz.zy.gɛs],Buzyges,0
59192,59192,Byllis,n,n-s---fn3-,Byll,,,['byɫ.lɪs],Byllis,0
59123,59123,Bootes,n,n-p---mn3-,Boot,,,['bɔ.jɔ.t̪ɛs],Bootes,0
59124,59124,Bora,n,n-s---fn1-,Bor,,,['bɔ.ra],Bora,0
59197,59197,Cabyle,n,n-s---fn1-,Cabyl,,,['ka.by.lɛ],Cabyle,0
59198,59198,Cacomnemon,n,n-s---mn3-,Cacomnemon,,,[ka.'kɔm.n̪ɛ.mɔn̪],Cacomnemon,0
59199,59199,Cacus,n,n-s---mn2-,Cac,,,['ka.kʊs],Cacus,0
59200,59200,Cadmus,n,n-s---mn2-,Cadm,,,['ka.d̪mʊs],Cadmus,0
59201,59201,Cadurci,n,n-p---mn2-,Cadurc,,,[ka.'d̪ʊr.kɪ],Cadurci,0
59203,59203,Caeciae,n,n-p---fn1-,Caeci,,,['kaj.kɪ̣.jaj],Caeciae,0
59204,59204,Caecilius,a,aps---mn1-,Caecili Caecili Caecili,,,[kaj.'kɪ.lɪ̣.jʊs],Caecilius,0
59205,59205,Caecina,n,n-s---fn1-,Caecin,,,['kaj.kɪ.n̪a],Caecina,0
59206,59206,Caecubum,n,n-s---nn2-,Caecub,,,['kaj.kʊ.bũː],Caecubum,0
59207,59207,Caelestini,n,n-p---mn2-,Caelestin,,,[kaj.'lɛs.t̪ɪ.n̪ɪ],Caelestini,0
59208,59208,Caelimontium,n,n-s---nn2-,Caelimonti,,,[kaj.lɪ.'mɔn̪.t̪ɪ̣.jũː],Caelimontium,0
59209,59209,Caelina,n,n-s---fn1-,Caelin,,,['kaj.lɪ.n̪a],Caelina,0
59210,59210,Caelius,n,n-s---mn2-,Caeli,,,['kaj.lɪ̣.jʊs],Caelius,0
59211,59211,Caeneus,n,n-s---mn2-,Caene,,,['kajn̪ews],Caeneus,0
59213,59213,Caepasius,n,n-s---mn2-,Caepasi,,,[kaj.'pa.sɪ̣.jʊs],Caepasius,0
59214,59214,Caeruleus,n,n-s---mn2-,Caerule,,,['kaj.rʊɫews],Caeruleus,0
59215,59215,Caesarea,n,n-s---fn1-,Caesare,,,[kaj.'sa.rɛ̣.ja],Caesarea,0
59216,59216,Caesario,n,n-s---mn3-,Caesario,,,[kaj.'sa.rɪ̣.jɔ],Caesario,0
59217,59217,Caesena,n,n-s---fn1-,Caesen,,,['kaj.sɛ.n̪a],Caesena,0
59218,59218,Caesius,n,n-s---mn2-,Caesi,,,['kaj.sɪ̣.jʊs],Caesius,0
59219,59219,Caesonius,n,n-s---mn2-,Caesoni,,,[kaj.'sɔ.n̪ɪ̣.jʊs],Caesonius,0
59220,59220,Caicus,n,n-s---mn2-,Caic,,,['ka.jɪ.kʊs],Caicus,0
59221,59221,Caieta,n,n-s---fn1-,Caiet,,,['kaj.jɛ.t̪a],Caieta,0
59222,59222,Calabria,n,n-s---fn1-,Calabri,,,[ka.'la.brɪ̣.ja],Calabria,0
59224,59224,Calagurris,n,n-s---fn3-,Calagurr,,,[ka.'lagʷr.rɪs],Calagurris,0
59225,59225,Calais,n,n-s---fn3-,Cala,,,['ka.la.jɪs],Calais,0
59226,59226,Calamis,n,n-s---fn3-,Calam,,,['ka.la.miːs],Calamis,0
59227,59227,Calanus,n,n-s---mn2-,Calan,,,['ka.la.n̪ʊs],Calanus,0
59228,59228,Calates,n,n-p---mn3-,Calat,,,['ka.la.t̪ɛs],Calates,0
59229,59229,Calatia,n,n-s---fn1-,Calati,,,[ka.'la.t̪ɪ̣.ja],Calatia,0
59230,59230,Calauria,a,aps---fn1-,Calauri Calauri Calauri,,,[ka.'law.rɪ̣.ja],Calauria,0
59231,59231,Caldus,n,n-s---mn2-,Cald,,,['kaɫ.d̪ʊs],Caldus,0
59233,59233,Calentum,n,n-s---nn2-,Calent,,,[ka.'lɛn̪.t̪ũː],Calentum,0
59234,59234,Cales,n,n-p---mn3-,Cal,,,['ka.lɛs],Cales,0
59236,59236,Calidius,n,n-s---mn2-,Calidi,,,[ka.'lɪ.d̪ɪ̣.jʊs],Calidius,0
59237,59237,Calingae,n,n-p---fn1-,Caling,,,[ka.'lɪŋ.gaj],Calingae,0
59238,59238,Calingii,n,n-p---mn2-,Calingi,,,[ka.'lɪŋ.gɪ̣.jɪ],Calingii,0
59239,59239,Callicias,n,n-s---mn3-,Callicias,,,[kaɫ.'lɪ.kɪ̣.jas],Callicias,0
59240,59240,Callicles,n,n-p---mn3-,Callicl,,,['kaɫ.lɪ.klɛs],Callicles,0
59241,59241,Callicula,n,n-s---fn1-,Callicul,,,[kaɫ.'lɪ.kʊ.la],Callicula,0
59243,59243,Callidromus,n,n-s---mn2-,Callidrom,,,[kaɫ.'lɪ.d̪rɔ.mʊs],Callidromus,0
59244,59244,Callifae,n,n-p---fn1-,Callif,,,['kaɫ.lɪ.faj],Callifae,0
59245,59245,Callimachus,n,n-s---mn2-,Callimach,,,[kaɫ.'lɪ.ma.kʰʊs],Callimachus,0
59246,59246,Callinicus,n,n-s---mn2-,Callinic,,,[kaɫ.'lɪ.n̪ɪ.kʊs],Callinicus,0
59247,59247,Calliope,n,n-s---fn1-,Calliop,,,[kaɫ.'lɪ̣.jɔ.pɛ],Calliope,0
59248,59248,Callipho,n,n-s---mn3-,Callipho,,,['kaɫ.lɪ.pʰɔ],Callipho,0
59249,59249,Calliphon,n,n-s---nn3-,Calliph,,,['kaɫ.lɪ.pʰɔn̪],Calliphon,0
59250,59250,Callipides,n,n-s---mn3-,Callipid,,,[kaɫ.'lɪ.pɪ.d̪ɛs],Callipides,0
59251,59251,Callipolis,n,n-s---fn3-,Callipol,,,[kaɫ.'lɪ.pɔ.lɪs],Callipolis,0
59252,59252,Callippus,n,n-s---mn2-,Callipp,,,[kaɫ.'lɪp.pʊs],Callippus,0
59253,59253,Callirrhoe,n,n-s---fn3-,Callirrhoe,,,['kaɫ.lɪrroj],Callirrhoe,0
59255,59255,Callisto,n,n-s---fn3-,Callisto,,,[kaɫ.'lɪs.t̪ɔ],Callisto,0
59256,59256,Callistratus,n,n-s---mn2-,Callistrat,,,[kaɫ.'lɪs.t̪ra.t̪ʊs],Callistratus,0
59257,59257,Callon,n,n-s---nn3-,Call,,,['kaɫ.lɔn̪],Callon,0
59258,59258,Calor,n,n-s---mn3-,Calor,,,['ka.lɔr],Calor,0
59259,59259,Calpe,n,n-s---fn1-,Calp,,,['kaɫ.pɛ],Calpe,0
59260,59260,Calpurnius,n,n-s---mn2-,Calpurni,,,[kaɫ.'pʊr.n̪ɪ̣.jʊs],Calpurnius,0
59261,59261,Caluina,n,n-s---fn1-,Caluin,,,[ka.'luj.n̪a],Caluina,0
59262,59262,Caluinus,n,n-s---mn2-,Caluin,,,[ka.'luj.n̪ʊs],Caluinus,0
59263,59263,Calycadnus,n,n-s---mn2-,Calycadn,,,[ka.ly.'kad̪.n̪ʊs],Calycadnus,0
59195,59195,Caballus,n,n-s---mn2-,Caball,,,[ka.'baɫ.lʊs],Caballus,0
59196,59196,Cabiri,n,n-p---mn2-,Cabir,,,['ka.bɪ.rɪ],Cabiri,0
59269,59269,Camena,a,aps---fn1-,Camen Camen Camen,,,['ka.mɛ.n̪a],Camena,0
59270,59270,Cameria,n,n-s---fn1-,Cameri,,,[ka.'mɛ.rɪ̣.ja],Cameria,0
59271,59271,Camerinum,n,n-s---nn2-,Camerin,,,[ka.'mɛ.rɪ.n̪ũː],Camerinum,0
59272,59272,Cameses,n,n-p---mn3-,Cames,,,['ka.mɛ.sɛs],Cameses,0
59273,59273,Camillus,n,n-s---mn2-,Camill,,,[ka.'mɪɫ.lʊs],Camillus,0
59274,59274,Camirus,n,n-s---mn2-,Camir,,,['ka.mɪ.rʊs],Camirus,0
59276,59276,Camulodunum,n,n-s---nn2-,Camulodun,,,[ka.mʊ.'lɔ.d̪ʊ.n̪ũː],Camulodunum,0
59277,59277,Canace,n,n-s---fn1-,Canac,,,['ka.n̪a.kɛ],Canace,0
59278,59278,Canachus,n,n-s---mn2-,Canach,,,['ka.n̪a.kʰʊs],Canachus,0
59279,59279,Canae,n,n-p---fn1-,Can,,,['ka.n̪aj],Canae,0
59280,59280,Candace,n,n-s---fn1-,Candac,,,['kan̪.d̪a.kɛ],Candace,0
59281,59281,Canens,n,n-s---fn3-,Canens,,,['ka.n̪eːn̪s],Canens,0
59282,59282,Canidius,n,n-s---mn2-,Canidi,,,[ka.'n̪ɪ.d̪ɪ̣.jʊs],Canidius,0
59283,59283,Caninefates,n,n-p---mn3-,Caninefat,,,[ka.n̪ɪ.'n̪ɛ.fa.t̪ɛs],Caninefates,0
59285,59285,Canis,n,n-s---fn3-,Can,,,['ka.n̪iːs],Canis,0
59286,59286,Canius,n,n-s---mn2-,Cani,,,['ka.n̪ɪ̣.jʊs],Canius,0
59287,59287,Cannae,n,n-p---fn1-,Cann,,,['kan̪.n̪aj],Cannae,0
59288,59288,Cannutius,n,n-s---mn2-,Cannuti,,,[kan̪.'n̪ʊ.t̪ɪ̣.jʊs],Cannutius,0
59289,59289,Canopus,n,n-s---mn2-,Canop,,,['ka.n̪ɔ.pʊs],Canopus,0
59290,59290,Cantabras,n,n-s---mn3-,Cantabras,,,['kan̪.t̪a.bras],Cantabras,0
59291,59291,Cantabria,n,n-s---fn1-,Cantabri,,,[kan̪.'t̪a.brɪ̣.ja],Cantabria,0
59292,59292,Canteci,n,n-p---mn2-,Cantec,,,['kan̪.t̪ɛ.kɪ],Canteci,0
59293,59293,Cantharolethros,n,n-s---mn2-,Cantharolethr,,,[kan̪.t̪ʰa.'rɔ.lɛ.t̪ʰrɔs],Cantharolethros,0
59294,59294,Canthus,n,n-s---mn2-,Canth,,,['kan̪.t̪ʰʊs],Canthus,0
59296,59296,Capaneus,n,n-s---mn2-,Capane,,,['ka.pan̪ews],Capaneus,0
59298,59298,Capena,n,n-s---fn1-,Capen,,,['ka.pɛ.n̪a],Capena,0
59299,59299,Caperenses,n,n-p---mn3-,Caperens,,,[ka.pɛ.'reːn̪.sɛs],Caperenses,0
59300,59300,Capetus,n,n-s---mn2-,Capet,,,['ka.pɛ.t̪ʊs],Capetus,0
59301,59301,Caphareus,n,n-s---mn2-,Caphare,,,['ka.pʰarews],Caphareus,0
59302,59302,Capitinus,a,aps---mn1-,Capitin Capitin Capitin,,,[ka.'pɪ.t̪ɪ.n̪ʊs],Capitinus,0
59303,59303,Capitium,n,n-s---nn2-,Capiti,,,[ka.'pɪ.t̪ɪ̣.jũː],Capitium,0
59304,59304,Capito,n,n-s---mn3-,Capito,,,['ka.pɪ.t̪oː],Capito,0
59305,59305,Capitolinus,n,n-s---mn2-,Capitolin,,,[ka.pɪ.'t̪ɔ.lɪ.n̪ʊs],Capitolinus,0
59307,59307,Capitulum,n,n-s---nn2-,Capitul,,,[ka.'pɪ.t̪ʊ.ɫũː],Capitulum,0
59308,59308,Cappadocia,n,n-s---fn1-,Cappadoci,,,[kap.pa.'d̪ɔ.kɪ̣.ja],Cappadocia,0
59309,59309,Cappadox,n,n-s---mn3-,Cappadox,,,['kap.pa.d̪ɔks],Cappadox,0
59310,59310,Capreae,n,n-p---fn1-,Capre,,,['ka.prɛ̣.jaj],Capreae,0
59311,59311,Capua,n,n-s---fn1-,Capu,,,['ka.pʊ.ja],Capua,0
59313,59313,Caralis,n,n-s---fn3-,Caral,,,['ka.ra.lɪs],Caralis,0
59314,59314,Carbo,n,n-s---mn3-,Carbo,,,['kar.bɔ],Carbo,0
59315,59315,Carchedonius,n,n-s---mn2-,Carchedoni,,,[kar.kʰɛ.'d̪ɔ.n̪ɪ̣.jʊs],Carchedonius,0
59316,59316,Carcine,n,n-s---fn1-,Carcin,,,['kar.kɪ.n̪ɛ],Carcine,0
59318,59318,Caria,n,n-s---fn1-,Cari,,,['ka.rɪ̣.ja],Caria,0
59319,59319,Carina,n,n-s---fn1-,Carin,,,[ka.'riː.n̪aː],Carina,0
59320,59320,Carmani,n,n-p---mn2-,Carman,,,['kar.ma.n̪ɪ],Carmani,0
59322,59322,Carmo,n,n-s---mn3-,Carmo,,,['kar.mɔ],Carmo,0
59323,59323,Carneades,n,n-s---mn3-,Carnead,,,[kar.'n̪ɛ̣.ja.d̪ɛs],Carneades,0
59324,59324,Carni,n,n-p---mn2-,Carn,,,['kar.n̪ɪ],Carni,0
59325,59325,Carnutes,n,n-p---mn3-,Carnut,,,['kar.n̪ʊ.t̪ɛs],Carnutes,0
59326,59326,Carpathus,n,n-s---mn2-,Carpath,,,['kar.pa.t̪ʰʊs],Carpathus,0
59327,59327,Carpesii,n,n-p---mn2-,Carpesi,,,[kar.'pɛ.sɪ̣.jɪ],Carpesii,0
