s1125,semirasus,a,0,aps---mn1-,semiras semiras semiras,semirasus
47765,b0400,bipalium,n,0,n-s---nn2-,bipali,bipalium
47786,c1017,cauterio,v,0,v1spia--1-,cauteri cauteriau cauteriat,cauterio
47777,c1182,cephalargia,n,0,n-s---fn1-,cephalargi,cephalargia
47779,d1665,directarius,n,0,n-s---mn2-,directari,directarius
47806,g0393,glomeramen,n,0,n-s---nn3-,glomeramin,glomeramen
47754,i1363,indulgitas,n,0,n-s---fn3-,indulgitat,indulgitas
47767,o0376,occedo,v,0,v1spia--3-,occed occess occess,occedo
47802,p0652,paxillus,n,0,n-s---mn2-,paxill,paxillus
47810,p0922,perbito,v,0,v1spia--3-,perbit - -,perbito
47798,p3919,pronoea,n,0,n-s---fn1-,pronoe,pronoea
47790,p4275,psaltes,n,0,n-s---mn1g,psalt,psaltes
47764,q0031,quadrifarius,a,0,aps---mn1-,quadrifari quadrifari quadrifari,quadrifarius
47774,r0550,resticula,n,0,n-s---fn1-,resticul,resticula
47797,s2581,strena,n,0,n-s---fn1-,stren,strena
47763,s2843,subedo,v,0,v1spia--3-,subes - -,subedo
47793,t1264,triga,n,0,n-s---fn1-,trig,triga
47778,a0359,acetosus,a,0,aps---mn1-,acetos acetos acetos,acetosus
47853,p1601,poetica,n,0,n-s---fn1-,poetic,poetica
47874,s0113,sagina,n,0,n-s---fn1-,sagin,sagina
47833,o0079,oblatratrix,n,0,n-s---fn3-,I,oblatratrix
47836,47836,adposite,r,0,rp--------,,adposite
47867,a1386,allacrimo,v,0,v1spia--1-,allacrim - -,allacrimo
47858,47858,aliquandiu,r,0,rp--------,,aliquandiu
47848,47848,ambadedo,v,0,v1spia--3-,ambades - -,ambadedo
47884,47884,artificialiter,r,0,rp--------,,artificialiter
47826,47826,celate,r,0,rp--------,,celate
47830,47830,circundo,v,0,v1spia--1-,circund circunded circundat,circundo
47863,a2184,anteuio,v,0,v1spia--1-,anteui anteuiau anteuiat,anteuio
47846,47846,conpectum,n,0,n-s---nn2-,conpect,conpectum
47851,47851,conuicinus,a,0,aps---mn1-,conuicin conuicin conuicin,conuicinus
47886,a3149,assessor,n,0,n-s---mn3-,assessor,assessor
47875,47875,crita,n,0,n-s---fn1-,crit,crita
47841,47841,cussinus,n,0,n-s---mn2-,cussin,cussinus
47864,47864,dioptrica,n,0,n-s---fn1-,dioptric,dioptrica
47852,47852,eucharistium,n,0,n-s---nn2-,eucharisti,eucharistium
47842,47842,feoffator,n,0,n-s---mn3-,feoffator,feoffator
47843,47843,incircumcisus,n,0,n-s---nn3-,incircumcis,incircumcisus
47888,47888,inconruptus,a,0,aps---mn1-,inconrupt inconrupt inconrupt,inconruptus
47825,47825,inpetro,v,0,v1spia--1-,inpetr inpetrau inpetrat,inpetro
47868,47868,memoratus,a,0,aps---mn1-,memorat memorat memorat,memoratus
47840,47840,miniator,n,0,n-s---mn3-,miniator,miniator
47820,47820,pilleolum,n,0,n-s---nn2-,pilleol,pilleolum
47861,c0185,calcator,n,0,n-s---mn3-,calcator,calcator
47823,47823,qui,n,0,n-s---mn2-,,qui
47849,47849,satrapa,n,0,n-s---mn1-,satrap,satrapa
47832,47832,segniter,r,0,rp--------,illecebr,segniter
47844,47844,semaphorum,n,0,n-s---nn2-,semaphor,semaphorum
47862,47862,semotus,a,0,aps---mn1-,semot semot semot,semotus
47821,47821,supparum,n,0,n-s---nn2-,suppar,supparum
47890,47890,trusito,v,0,v1spia--1-,trusit trusitau trusitat,trusito
47872,47872,Oricula,n,0,n-s---fn1-,Oricul,Oricula
47838,c3739,contextor,n,0,n-s---mn3-,contextor,contextor
47879,c4228,coxus,a,0,aps---mn1-,cox cox cox,coxus
47870,d0555,delegatus,n,0,n-s---mn4-,delegat,delegatus
47855,d0881,depulsor,n,0,n-s---mn3-,depulsor,depulsor
47876,d1315,diatonos,a,0,aps---mn1g,diaton diaton diaton,diatonos
47891,e0527,empyrius,a,0,aps---mn1-,empyri empyri empyri,empyrius
47831,i0206,illecebra,n,0,n-s---fn1-,illecebr,illecebra
47822,m0747,mensula,n,0,n-s---fn1-,mensul,mensula
47881,m1062,minusculus,a,0,aps---mn1-,minuscul minuscul minuscul,minusculus
47828,m1615,multangulus,a,0,aps---mn1-,multangul multangul multangul,multangulus
47869,p0271,papauereus,a,0,aps---mn1-,papauere papauere papauere,papauereus
47883,$0104,parabolicus,a,0,aps---mn1-,parabolic parabolic parabolic,parabolicus
47816,p1259,peripetasma,n,0,n-s---nn3-,peripetasmat,peripetasma
47817,p2577,popanum,n,0,n-s---nn2-,popan,popanum
47837,p3001,praefodio,v,0,v1spia--3i,praefod praefod praefos,praefodio
47865,p4409,puerulus,n,0,n-s---mn2-,puerul,puerulus
47878,r8003,retrocedo,v,0,v1spia--3-,r - rat,retrocedo
47880,r0887,ruinosus,a,0,aps---mn1-,ruinos ruinos ruinos,ruinosus
47877,s3249,subuolo,v,0,v1spia--1-,subuol subuolau subuolat,subuolo
47957,47957,antisemitismus,n,0,n-s---mn2-,antisemitism,antisemitismus
47961,47961,athletismus,n,0,n-s---mn2-,athletism,athletismus
47899,a0678,admoderate,r,0,rp--------,,admoderate
47928,47928,blaesus,n,0,n-s---mn2-,blaes,blaesus
47951,47951,chromosoma,n,0,n-s---fn1-,chromosomat,chromosoma
31392,u1303,usucapio,n,0,n-s---fn3-,usucapion,usucapio
47948,47948,chrysoprasius,a,0,aps---mn1-,chrysoprasi chrysoprasi chrysoprasi,chrysoprasius
47949,47949,coenatiuncula,n,0,n-s---fn1-,coenatiuncul,coenatiuncula
47934,a1720,amorificus,a,0,aps---mn1-,amorific amorific amorific,amorificus
47921,47921,concentricus,a,0,aps---mn1-,concentric concentric concentric,concentricus
47901,47901,conluo,v,0,v1spia--3-,conlu conlu conlut,conluo
47911,47911,conpedus,a,0,aps---mn1-,conped conped conped,conpedus
47923,47923,conpendo,v,0,v1spia--3-,conpend conpepend conpens,conpendo
47897,47897,corcotta,n,0,n-s---fn1-,corcott,corcotta
47917,47917,couinarius,n,0,n-s---mn2-,couinari,couinarius
47925,a2856,armamaxa,n,0,n-s---fn1-,armamax,armamaxa
47894,47894,cypressinus,a,0,aps---mn1-,cypressin cypressin cypressin,cypressinus
47910,a3223,asteria,n,0,n-s---fn1-,asteri,asteria
47909,47909,damnaustra,n,0,n-s---fn1-,damnaustr,damnaustra
47904,47904,difformatas,n,0,n-s---fn3-,difformatat,difformatas
47959,47959,diogmita,n,0,n-s---fn1-,diogmit,diogmita
47931,b0322,bicolor,a,0,aps---an3-,bi bi bi,bicolor
47900,47900,exsilium,n,0,n-s---nn2-,exsili,exsilium
47927,47927,furiatus,a,0,aps---mn1-,ichnographi ichnographi ichnographi,furiatus
47938,47938,furiose,r,0,rp--------,diptych,furiose
47893,b0545,boria,n,0,n-s---fn1-,bori,boria
47912,c0069,cadurcum,n,0,n-s---nn2-,cadurc,cadurcum
47936,47936,haliaeetus,n,0,n-s---mn4-,haliaeet,haliaeetus
47946,47946,hypercatalectus,n,0,n-s---mn4-,hypercatalect,hypercatalectus
47903,c9717,capitularium,n,0,n-s---nn2-,capitulari,capitularium
47940,47940,inmemoratus,a,0,aps---mn1-,inmemorat inmemorat inmemorat,inmemoratus
47958,47958,innouatus,a,0,aps---mn1-,innouat innouat innouat,innouatus
47920,c2249,coccymelum,n,0,n-s---nn2-,coccymel,coccymelum
47907,47907,inuiolaus,a,0,aps---mn1-,inuiola inuiola inuiola,inuiolaus
47915,47915,marsupium,n,0,n-s---nn2-,marsupi,marsupium
47941,47941,milliarius,a,0,aps---mn1-,milliari milliari milliari,milliarius
47962,47962,sclodia,n,0,n-s---fn1-,sclodi,sclodia
47922,47922,suprascriptus,a,0,aps---mn1-,suprascript suprascript suprascript,suprascriptus
47905,47905,talare,n,0,n-s---nn3-,talar,talare
47913,47913,Lucumo,n,0,n-s---mn3-,Lucumon,Lucumo
47944,c3737,contextim,r,0,rp--------,,contextim
47935,47935,adcommodate,r,0,rp--------,adcommodatius adcommodatissime,adcommodate
47955,c4458,crurifragius,n,0,n-s---mn2-,crurifragi,crurifragius
47937,d1659,diptychum,n,0,n-s---nn2-,diptych,diptychum
47916,d1768,disculcio,v,0,v1spia--1-,disculci disculciau disculciat,disculcio
47947,d1940,distaedet,v,0,v3spia--2-,dist - -,distaedet
47952,f0133,falsidicus,a,0,aps---mn1-,falsidic falsidic falsidic,falsidicus
47926,i0055,ichnographia,n,0,n-s---fn1-,ichnographi,ichnographia
47953,i1131,incubo,v,0,v1spia--1-,incub incubu incubit,incubo
47902,p1676,pertolero,v,0,v1spia--1-,pertoler pertolerau pertolerat,pertolero
47918,p3375,praeterfero,v,0,v1spia----,co,praeterfero
47898,u0287,uenerabundus,a,0,aps---mn1-,uenerabund uenerabund uenerabund,uenerabundus
47993,g0359,glaucium,n,1,n-s---nn2-,glauci,glaucium
47972,47972,adpositio,n,0,n-s---fn3-,adposition,adpositio
47965,47965,adtendo,v,0,v1spia--3-,adtend adtend adtent,adtendo
47995,47995,amilum,n,0,n-s---nn2-,amil,amilum
48037,48037,aspriter,r,0,rp--------,,aspriter
48035,48035,atriplexum,n,0,n-s---nn2-,atriplic,atriplexum
47974,47974,binoculum,n,0,n-s---nn2-,binocul,binoculum
48016,48016,centupondium,n,0,n-s---nn2-,centupondi,centupondium
47971,a0276,accipiter,n,0,n-s---mn3-,accipitr,accipiter
47997,47997,conclamatus,a,0,aps---mn1-,conclamat conclamat conclamat,conclamatus
48009,48009,concordantia,n,0,n-s---fn1-,concordanti,concordantia
47975,47975,conpellatio,n,0,n-s---fn3-,conpellation,conpellatio
47987,47987,cosmicum,n,0,n-s---nn2-,cosmic,cosmicum
47979,47979,deuorticulum,n,0,n-s---nn2-,deuorticul,deuorticulum
47981,47981,emendate,r,0,rp--------,longinqu longinqui longinquissi,emendate
48001,48001,facteon,a,0,aps---an3-,pantopoli pantopoli pantopoli,facteon
47966,47966,illyricianus,a,0,aps---mn1-,illyrician illyrician illyrician,illyricianus
48002,48002,indamnatus,a,0,aps---mn1-,indamnat indamnat indamnat,indamnatus
48024,48024,ingerentia,n,0,n-s---fn1-,ingerenti,ingerentia
48027,48027,ingredientium,n,0,n-s---nn2-,ingredienti,ingredientium
48022,48022,inrationabilis,a,0,aps---cn3-,inrationabil inrationabil inrationabil,inrationabilis
48032,48032,inreprehensus,a,0,aps---mn1-,inreprehens inreprehens inreprehens,inreprehensus
47991,a2565,apsidata,n,0,n-s---fn1-,apsidat,apsidata
47985,47985,interlaqueatus,a,0,aps---mn1-,interlaqueat interlaqueat interlaqueat,interlaqueatus
48029,48029,interrete,n,0,n-s---nn3-,interret,interrete
47999,47999,pertricosus,n,0,n-s---fn3-,pertricos pertricos pertricos,pertricosus
48015,b0198,beneficiarius,a,0,aps---mn1-,beneficiari beneficiari beneficiari,beneficiarius
47984,47984,polyclinica,n,0,n-s---fn1-,polyclinic,polyclinica
47996,47996,sepultus,n,0,n-s---mn4-,sepult,sepultus
48025,48025,sphera,n,0,n-s---fn1-,spher,sphera
47963,c0118,caeposus,a,0,aps---mn1-,caepos caepos caepos,caeposus
47978,c0881,cateruarius,a,0,aps---mn1-,cateruari cateruari cateruari,cateruarius
48017,48017,spherula,n,0,n-s---fn1-,spherul,spherula
47988,47988,theocratia,n,0,n-s---fn1-,theocrati,theocratia
47989,47989,toxicomania,n,0,n-s---fn1-,toxicomani,toxicomania
47967,47967,turpissime,r,0,rp--------,,turpissime
47976,c3541,consipio,v,0,v1spia--3i,consip - -,consipio
47983,47983,uigoratio,n,0,n-s---fn3-,uigoration,uigoratio
48008,48008,acrifolium,n,0,n-s---nn2-,acrifoli,acrifolium
48030,c3782,contractabiliter,r,0,rp--------,,contractabiliter
47998,c3802,contrascribo,v,0,v1spia--3-,contrascrib contrascrips contrascript,contrascribo
47982,c4550,culix,n,0,n-s---mn3-,culic,culix
48026,d1670,director,n,0,n-s---mn3-,director,director
47970,e0093,editor,n,0,n-s---mn3-,editor,editor
47994,f0497,fidicen,n,0,n-s---mn3-,fidicin,fidicen
47980,l1018,longinquus,a,0,aps---mn1-,longinqu longinqu longinqu,longinquus
47986,m0658,melum,n,0,n-s---nn2-,mel,melum
48000,p0261,pantopolium,n,0,n-s---nn2-,pantopoli,pantopolium
48018,p0280,papyraceus,a,0,aps---mn1-,papyrace papyrace papyrace,papyraceus
47964,p2569,pontificius,a,0,aps---mn1-,pontifici pontifici pontifici,pontificius
48004,r0262,reformatio,n,0,n-s---fn3-,reformation,reformatio
48005,t0216,teloneum,n,0,n-s---nn2-,telone,teloneum
48111,48111,chrysolitus,n,0,n-s---mn2-,chrysolit,chrysolitus
48074,48074,agnellina,n,0,n-s---fn1-,agnellin,agnellina
48051,48051,acarus,n,0,n-s---mn2-,acar,acarus
48064,48064,androgynes,a,0,aps---an3-,an an an,androgynes
48096,48096,brauio,v,0,v1spia--1-,brau - -,brauio
48080,48080,capsicum,n,0,n-s---nn2-,capsic,capsicum
48071,48071,centripetus,a,0,aps---mn1-,centripet centripet centripet,centripetus
48054,48054,criminologus,n,0,n-s---mn2-,criminolog,criminologus
48092,48092,duriter,r,0,rp--------,fluui,duriter
48100,48100,elanguens,a,0,aps---an3-,elanguent elanguent elanguent,elanguens
48048,48048,horarius,a,0,aps---mn1-,horari horari horari,horarius
48103,48103,infelicito,v,0,v1spia--1-,infelicit infelicitau infelicitat,infelicito
48087,48087,inluminatio,n,0,n-s---fn3-,inlumination,inluminatio
48105,48105,inrogatio,n,0,n-s---fn3-,inrogation,inrogatio
48067,48067,lautium,n,0,n-s---nn2-,lauti,lautium
48101,48101,minans,n,0,n-s---cn3-,min,minans
48099,48099,nationalis,a,0,aps---cn3-,national national national,nationalis
48047,48047,peregrinans,n,0,n-s---cn3-,peregrinant,peregrinans
48102,48102,proxime,r,0,rp--------,,proxime
48046,a1250,aio,v,0,v1spia--3i,a - -,aio
48040,48040,qualitercunque,r,0,rp--------,,qualitercunque
48069,48069,quotiesquonque,r,0,rp--------,,quotiesquonque
48058,48058,reincarnatio,n,0,n-s---fn3-,reincarnation,reincarnatio
48089,48089,sesqui,r,0,rp--------,,sesqui
48085,48085,turben,n,0,n-s---nn3-,turbin,turben
48077,a2451,apotheca,n,0,n-s---fn1-,apothec,apotheca
48098,48098,yatus,a,0,aps---mn1-,yat yat yat,yatus
48073,a2864,armatura,n,0,n-s---fn1-,armatur,armatura
48106,a3531,auraria,n,0,n-s---fn1-,aurari,auraria
48061,a3627,autumno,v,0,v1spia--1-,autumn autumnau autumnat,autumno
48059,b0173,bastagarius,n,0,n-s---mn2-,bastagari,bastagarius
48063,c0524,capnias,n,0,n-s---mn1g,capni,capnias
48097,c1201,cerarius,n,0,n-s---mn2-,cerari,cerarius
48107,c1321,ceyx,n,0,n-s---mn3-,ceyc,ceyx
48044,c1592,cicimalindrum,n,0,n-s---nn2-,cicimalindr,cicimalindrum
48045,c1746,circumfigo,v,0,v1spia--3-,circumfig circumfix circumfix,circumfigo
48039,c4496,cuccubio,v,0,v1spia--4-,cuccub - -,cuccubio
48072,d0539,deliberabundus,a,0,aps---mn1-,deliberabund deliberabund deliberabund,deliberabundus
48082,d1554,diiugo,v,0,v1spia--1-,d ded dat,diiugo
98924,i1224,indeprauatus,a,0,aps---mn1-,indeprauat indeprauat indeprauat,indeprauatus
48043,l0589,lethargicus,n,0,n-s---mn2-,lethargic,lethargicus
48050,m0667,meloda,n,1,n-s---fn1-,melod,meloda
48075,m1730,municipiolum,n,0,n-s---nn2-,municipiol,municipiolum
48110,o0141,obnatus,a,0,aps---mn1-,obnat obnat obnat,obnatus
48094,o0329,obturbo,v,0,v1spia--1-,obtur obturau obturat,obturbo
48076,p2025,pico,v,0,v1spia--1-,pic picau picat,pico
48081,p2273,planus,a,0,aps---mn1-,plan plan plan,planus
48093,q0313,quoquouersus,r,0,rp--------,,quoquouersus
48078,s0111,sagena,n,0,n-s---fn1-,sagen,sagena
48086,t0345,terginum,n,0,n-s---nn2-,tergin,terginum
48065,t0421,tessellatim,r,0,rp--------,,tessellatim
48104,t1281,trigonicus,a,0,aps---mn1-,trigon trigon trigon,trigonicus
48109,u0812,uisceratio,n,0,n-s---fn3-,uisceration,uisceratio
48108,a0559,adesco,v,0,v1spia--1-,adesc - -,adesco
48128,48128,amarum,r,0,rp--------,,amarum
48179,e0347,elleborum,n,0,n-s---nn2-,ellebor,elleborum
48124,a1102,afflictor,n,0,n-s---mn3-,afflictor,afflictor
48152,48152,ammurmuro,v,0,v1spia--1-,ammurmur - ammurmurat,ammurmuro
48182,48182,antidepressiuum,n,0,n-s---nn2-,antidepressiu,antidepressiuum
48136,48136,biographia,n,0,n-s---fn1-,biographi,biographia
48169,48169,caprugenus,a,0,aps---mn1-,caprugen caprugen caprugen,caprugenus
48171,48171,castrens,n,0,n-s---cn3-,castrens,castrens
48134,48134,conparate,r,0,rp--------,,conparate
48160,48160,cruenter,r,0,rp--------,cruen,cruenter
48126,48126,deiectus,a,0,aps---mn1-,deiect deiect deiect,deiectus
48123,48123,eremitis,a,0,aps---cn3-,eremid eremid eremid,eremitis
48162,48162,exsuffatio,n,0,n-s---fn3-,exsuffation,exsuffatio
48116,48116,falda,n,0,n-s---fn1-,fald,falda
48154,48154,horrendus,a,0,aps---mn1-,horrend horrend horrend,horrendus
48158,48158,hydrogenium,n,0,n-s---nn2-,hydrogeni,hydrogenium
48137,48137,liberto,v,0,v1spia--1-,libert libertau libertat,liberto
48155,a1994,anguinus,a,0,aps---mn1-,anguin anguin anguin,anguinus
48176,48176,licenter,r,0,rp--------,,licenter
48150,a2911,arrectarius,a,0,aps---mn1-,arrectari arrectari arrectari,arrectarius
48148,48148,nundina,n,0,n-s---fn1-,nundin,nundina
48183,48183,paedagogia,n,0,n-s---fn1-,paedagogi,paedagogia
48157,48157,phalaecius,a,0,aps---mn1-,phalaeci phalaeci phalaeci,phalaecius
48138,48138,praesaeptus,a,0,aps---mn1-,praesaept praesaept praesaept,praesaeptus
48115,48115,prouisus,n,0,n-s---mn2-,prouis,prouisus
48119,48119,psythius,a,1,aps---mn1-,psythi psythi psythi,psythius
48120,c0615,carcinias,n,0,n-s---mn1g,carcini,carcinias
48125,48125,sensitiuus,a,0,aps---mn1-,sensitiu sensitiu sensitiu,sensitiuus
48181,48181,suppressus,a,0,aps---mn1-,supp supp supp,suppressus
48166,48166,tributoria,n,0,n-s---fn1-,tributori,tributoria
48114,48114,unicellularis,a,0,aps---cn3-,unicellular unicellular unicellular,unicellularis
48174,c1019,cauterizo,v,0,v1spia--1-,cauteriz cauterizau cauterizat,cauterizo
48161,c1975,cistophorus,n,0,n-s---mn2-,cistophor,cistophorus
48153,c2626,commeator,n,0,n-s---mn3-,commeator,commeator
48185,d0268,decuplus,a,0,aps---mn1-,decupl decupl decupl,decuplus
48164,d1639,dioryx,n,0,n-s---fn3-,dioryg,dioryx
48186,e1463,exheredatio,n,0,n-s---fn3-,exheredation,exheredatio
48130,e1639,explicator,n,0,n-s---mn3-,acceptori,explicator
48149,h0550,honorus,a,0,aps---mn1-,honor honor honor,honorus
48173,i1014,inconditus,a,0,aps---mn1-,incondit incondit incondit,inconditus
48163,i0631,inprimis,r,0,rp--------,,inprimis
48180,i2148,instructio,n,0,n-s---fn3-,instruct,instructio
48117,m1640,multifluus,a,0,aps---mn1-,multiflu multiflu multiflu,multifluus
48190,m1729,municipatus,n,0,n-s---mn4-,municipat,municipatus
48127,o0665,oliuetum,n,0,n-s---nn2-,oliuet,oliuetum
48113,o9737,opicus,a,0,aps---mn1-,opic opic opic,opicus
48184,p0781,penarius,a,0,aps---mn1-,penari penari penari,penarius
48144,p0887,peraltus,a,0,aps---mn1-,putrid putrid putrid,peraltus
48143,p4624,putridus,a,0,aps---mn1-,putrid putrid putrid,putridus
48187,q0022,quadrichordum,n,0,n-s---nn2-,quadrichord,quadrichordum
48132,r7033,relictum,n,0,n-s---nn2-,relict,relictum
48122,a1094,affixio,n,0,n-s---fn3-,affixion,affixio
48230,g0018,galbanum,n,0,n-s---nn2-,galban,galbanum
48257,48257,aderator,n,0,n-s---mn3-,aderator,aderator
48205,48205,acatium,n,0,n-s---nn2-,corporat corporat corporat,acatium
48268,48268,agnua,n,0,n-s---fn1-,agnu,agnua
48234,48234,arbutus,n,0,n-s---mn2-,arbut,arbutus
48247,48247,armoracea,n,0,n-s---fn1-,armorace,armoracea
48197,48197,bicodulus,n,0,n-s---mn2-,bicodul bicodul bicodul,bicodulus
48241,48241,buleuta,a,0,aps---mn1-,buleut buleut buleut,buleuta
131967,u1312,usurpabilis,a,0,aps---cn3i,usurpabil usurpabil usurpabil,usurpabilis
48212,48212,carnuficus,a,0,aps---mn1-,carnufic carnufic carnufic,carnuficus
48256,48256,circumcursatio,n,0,n-s---fn3-,circumcursation,circumcursatio
48250,48250,clamys,n,0,n-s---fn3-,clamyd,clamys
48222,48222,commiseret,v,0,v1spia--3-,commiser - -,commiseret
48210,48210,conluuio,n,0,n-s---fn3-,conluuion,conluuio
48272,48272,corcotarius,a,0,aps---mn1-,corcotari corcotari corcotari,corcotarius
48266,a1099,affleo,v,0,v1spia--2-,affl affleu afflet,affleo
48204,48204,corporatus,n,0,n-s---mn2-,corporat,corporatus
48235,48235,coruscus,n,0,n-s---mn2-,corusc,coruscus
48199,48199,deleramentum,n,0,n-s---nn2-,delerament,deleramentum
48263,48263,desuperne,r,0,rp--------,,desuperne
48224,a2094,ansatus,a,0,aps---mn1-,ansat ansat ansat,ansatus
48251,a1287,apyrenum,n,0,n-s---nn2-,apyren,apyrenum
48211,48211,ecfloresco,v,0,v1spia--3-,ecfloresc ecfloru -,ecfloresco
48227,a3239,asto,v,0,v1spia--1-,ast astit -,asto
48229,48229,ellipticus,a,0,aps---mn1-,elliptic elliptic elliptic,ellipticus
48270,48270,ferraiola,n,0,n-s---fn1-,ferraiol,ferraiola
48206,b0736,bumasta,n,0,n-s---fn1-,bumast,bumasta
48238,c0471,canua,n,0,n-s---fn1-,canu,canua
48207,48207,misericordaliter,r,0,rp--------,,misericordaliter
48242,48242,pathicus,n,0,n-s---mn2-,pathic,pathicus
48269,48269,strenue,r,0,rp--------,agnu,strenue
48219,48219,suffraganeus,n,0,n-s---mn2-,suffragane,suffraganeus
48195,c1304,cesticillus,n,0,n-s---mn2-,cesticill,cesticillus
48267,48267,teruncius,n,0,n-s---mn2-,affl affleu afflet,teruncius
48255,48255,uorsus,r,0,rp--------,,uorsus
48208,c2610,commanipulus,n,0,n-s---mn2-,commanipul,commanipulus
48226,c3965,copiata,n,0,n-s---mn1-,copiat,copiata
48273,d9462,dehibeo,v,0,v1spia--2-,dehib dehibu dehibit,dehibeo
48254,d0463,dehinc,r,0,rp--------,,dehinc
48231,d0971,desidiabulum,n,0,n-s---nn2-,desidiabul,desidiabulum
48220,d1951,distermino,v,0,v1spia--1-,distermin disterminau disterminat,distermino
48193,e0023,ebullio,v,0,v1spia--4-,ebull ebulliu ebullit,ebullio
48264,f0670,flexio,n,0,n-s---fn3-,flex,flexio
48236,h0201,helluatio,n,0,n-s---fn3-,helluation,helluatio
48203,i2597,introcedo,v,0,v1spia--3-,introced introcess introcess,introcedo
48217,l0153,lama,n,0,n-s---fn1-,lam,lama
48225,m1034,ministra,n,0,n-s---fn1-,ministr,ministra
48262,m1711,mundities,n,0,n-s---fn5-,munditi,mundities
48260,p3662,proclino,v,0,v1spia--1-,proclin proclinau proclinat,proclino
48209,r1450,reuomo,v,0,v1spia--3-,reuom reuomu -,reuomo
48261,r0803,rosetum,n,0,n-s---nn2-,roset,rosetum
