id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
19783,a1662,amentia,n,n-s---fn1-,amenti,,,[aːˈmɛn.ti.a],amentia,1
19784,a1664,ames,n,n-s---mn3-,amit,,,[ˈa.mɛs],ames,1
19786,a1677,amicimen,n,n-s---nn3-,amicimin,,,[a.'mɪ.kɪ.mɛn̪],amicimen,1
119904,119904,oriae,n,n-p---fn1-,ori,,,['ɔ.rɪ̣.jaj],oriae,0
19791,a8898,amictus,n,n-s---mn4-,amict,,,[a.'mɪk.t̪ʊs],amictus,1
19792,a1654,amiculum,n,n-s---nn2-,amicul,,,[a.'mɪ.kʊ.ɫũː],amiculum,1
19793,a1687,amicus,n,n-s---mn2-,amic,,,[aˈmiː.kʊs],amicus,1
19794,a1689,amissio,n,n-s---fn3-,amission,,,[a.'mɪs.sɪ̣.jɔ],amissio,1
19797,a1700,amnestia,n,n-s---fn1-,amnesti,,,[amˈnɛs.ti.a],amnestia,1
19798,a1704,amnis,n,n-s---mn3i,amn,,,[ˈam.nɪs],amnis,1
19799,a1707,amoebaeus,a,aps---mn1-,amoebae amoebae amoebae,,,[a.moe̯ˈbae̯.ʊs],amoebaeus,1
19800,a1708,amoenitas,n,n-s---fn3-,amoenitat,,,[aˈmoe̯.nɪ.taːs],amoenitas,1
19803,a1713,amolitio,n,n-s---fn3-,amolition,,,[a.mɔ.'lɪ.t̪ɪ̣.jɔ],amolitio,1
19804,a1716,amor,n,n-s---mn3-,amor,,,['a.mɔr],amor,1
19805,a1722,amotio,n,n-s---fn3-,amotion,,,/aːˈmoː.ti.oː/,amotio,1
19806,a1724,amoueo,v,v1spia--2-,amou amou amot,,,[aːˈmɔ.we.oː],amoueo,1
119905,119905,oribata,n,n-s---mn1-,oribat,,,[ɔ.'rɪ.ba.t̪a],oribata,0
19810,a1739,amphibrachys,n,n-s---mn3g,amphibrachy,,,[amˈpʰɪ.bra.kʰʏs],amphibrachys,1
45989,e0126,efferitas,n,n-s---fn3-,praetorian,,,[ɛf.'fɛ.rɪ.t̪as],efferitas,0
19813,a1761,ampla,n,n-s---fn1-,ampl,,,['am.pla],ampla,1
19816,a1780,amplexus,n,n-s---mn4-,amplex,,,['am.plɛ.ksʊs],amplexus,1
19817,a1767,ampliatio,n,n-s---fn3-,ampliation,,,/am.pliˈaː.ti.oː/,ampliatio,1
19811,,amphitheatrum,n,n-s---nn2-,amphitheatr,,27331,[am.pʰɪ.tʰɛˈaː.trũ],amphitheatrum,1
19821,a1774,amplio,v,v1spia--1-,ampli ampliau ampliat,,,/ˈam.pli.oː/,amplio,1
19823,a1775,amplitudo,n,n-s---fn3-,amplitudin,,,[am.plɪˈtuː.doː],amplitudo,1
19825,a1777,amplo,v,v1spia--1-,ampl amplau amplat,,,['am.ploː],amplo,1
19826,a1778,amplus,a,aps---mn1-,ampl ampl ampl,,,[ˈam.pɫʊs],amplus,1
19827,a1788,amputatio,n,n-s---fn3-,amputation,,,[am.pʊ.'t̪a.t̪ɪ̣.jɔ],amputatio,1
19849,a1925,anclo,v,v1spia--1-,ancl anclau ancla,,27330,['aŋ.klɔ],anclo,1
19828,a1792,amputo,v,v1spia--1-,amput amputau amputat,,,[ˈam.pʊ.toː],amputo,1
19830,a1799,amusia,n,n-s---fn1-,amusi,,,[a.'mʊ.sɪ̣.ja],amusia,1
19831,a1806,amygdala,n,n-s---fn1-,amygdal,,27328,[aˈmʏɡ.da.ɫa],amygdala,1
19832,a1806,amygdalum,n,n-s---nn2-,amygdal,,,[aˈmʏɡ.da.ɫũ],amygdalum,1
19833,a1806,amygdalus,n,n-s---fn2-,amygdal,,,[a.'myg.d̪a.lʊs],amygdalus,1
19836,a1864,analogia,n,n-s---fn1-,analogi,,,[a.naˈɫɔ.ɡi.a],analogia,1
19837,a1883,anas,n,n-s---fn3-,anat,,,/ˈa.nas/,anăs,1
19841,a1896,anathemo,v,v1spia--1-,anathem anathemau anathemat,,,[a.'n̪a.t̪ʰɛ.mɔ],anathemo,1
19839,a9978,anathema,n,n-s---nn3-,anathemat,,,[aˈna.tʰɛ.ma],anathema,1
19842,a1898,anaticula,n,n-s---fn1-,anaticul,,,[a.n̪a.'t̪ɪ.kʊ.la],anaticula,1
19843,a1900,anatocismus,n,n-s---mn2-,anatocism,,,[a.n̪a.t̪ɔ.'kɪs.mʊs],anatocismus,1
19844,a1903,anatomia,n,n-s---fn1-,anatomi,,,/a.naˈto.mi.a/,anatomia,1
19845,a1904,anatomicus,a,aps---mn1-,anatomic anatomic anatomic,,,[a.naˈtɔ.mɪ.kʊs],anatomicus,1
19846,a1916,ancilla,n,n-s---fn1-,ancill,,,[aŋˈkɪl.la],ancilla,1
19848,a1924,anclabris,a,aps---cn3i,anclabr anclabr anclabr,,,[ˈaŋ.kɫa.brɪs],anclabris,1
19850,a1926,ancon,n,n-s---mn3-,ancon,,,[ˈaŋ.koːn],ancon,1
19853,a1958,anesum,n,n-s---nn2-,anes,,,['a.n̪ɛ.sũː],anesum,1
19834,a1813,amylum,n,n-s---nn2-,amyl,,27329,/ˈa.mʏ.lum/,amylum,1
19856,a1968,anfractus,n,n-s---mn4-,anfract,,,[ãːˈfrak.tʊs],anfractus,1
19858,a1975,angelicus,a,aps---mn1-,angelic angelic angelic,,,[aŋˈɡɛ.lɪ.kʊs],angelicus,1
19859,a1979,angelus,n,n-s---mn2-,angel,,,[ˈaŋ.ɡɛ.ɫʊs],angelus,1
113029,i0278,illustria,n,n-s---fn1-,illustri,,,[ɪɫ.'lʊs.t̪rɪ̣.ja],illustria,0
46058,46058,ducenties,n,n-s---fn5-,ducentesim ducen ducent,,,[d̪ʊ.'kɛn̪.t̪ɪ̣.jɛs],ducenties,0
19790,a8684,amictorium,n,n-s---nn2-,amictori,,,[a.mɪk.'t̪ɔ.rɪ̣.jũː],amictorium,1
19819,19819,amplifice,r,rp--------,,,,[am.'plɪ.fɪ.kɛ],amplifice,1
19822,19822,ampliter,r,rp--------,,,,['am.plɪ.t̪ɛr],ampliter,1
19812,a1757,amphora,n,n-s---fn1-,amphor,,,[ˈam.pʰɔ.ra],amphora,1
19789,a2383,amicities,n,n-s---fn5-,amiciti,,,[a.mɪ.'kɪ.t̪ɪ̣.jɛs],amicities,1
19824,19824,amplius,r,rp--------,,,,['am.plɪ̣.jʊs],amplius,1
19852,19852,Andron,n,n-s---mn3-,Andron,,,['an̪.d̪rɔn̪],Andron,1
19857,19857,angarius,n,n-s---mn2-,angari,,,[aŋ.'ga.rɪ̣.jʊs],angarius,1
45992,e0291,epulo,n,n-s---mn3-,epul,,,['ɛ.pʊ.lɔ],epulo,0
19863,a1983,ango,v,v1spia--3-,ang - -,,,/ˈaŋ.ɡoː/,ango,1
119907,119907,oridurius,a,aps---mn1-,oriduri oriduri oriduri,,,[ɔ.rɪ.'d̪ʊ.rɪ̣.jʊs],oridurius,0
19864,a1985,angor,n,n-s---mn3-,angor,,,['aŋ.gɔr],angor,1
19865,a1991,anguilla,n,n-s---fn1-,anguill,,,[aŋˈɡᶣɪl.la],anguilla,1
19866,a1996,anguis,n,n-s---mn3i,angu,,,[ˈaŋ.ɡᶣɪs],anguis,1
19867,a2004,angulus,n,n-s---mn2-,angul,,,[ˈaŋ.ɡʊ.ɫʊs],angulus,1
19869,a2010,angustus,a,aps---mn1-,angust angust angust,,,[aŋˈɡʊs.tʊs],angustus,1
19870,a2014,anhelitus,n,n-s---mn4-,anhelit,,,[an̪.'hɛ.lɪ.t̪ʊs],anhelitus,1
19872,a2025,anilitas,n,n-s---fn3-,anilitat,,,/aˈniː.li.taːs/,anilitas,1
19873,a2028,anima,n,n-s---fn1-,anim,,,[ˈa.nɪ.ma],anima,1
19876,a1944,animaduerto,v,v1spia--3-,animaduert animaduert animaduers,,,[a.nɪ.madˈwɛr.toː],animaduerto,1
19877,a2033,animaequus,a,aps---mn1-,animaequ animaequ animaequ,,,[a.nɪˈmae̯.kʷʊs],animaequus,1
19878,a2034,animal,n,n-s---nn3i,animal,,,[ˈa.nɪ.maɫ],animal,1
19880,a2034,animalis,a,aps---cn3i,animal animal animal,,,[a.nɪˈmaː.lɪs],animalis,1
19881,a2055,animatus,n,n-s---mn4-,animat,,,[a.'n̪ɪ.ma.t̪ʊs],animatus,1
19883,a2039,animax,a,aps---an3-,animac animac animac,,,['a.n̪ɪ.maks],animax,1
19886,a2042,animositas,n,n-s---fn3-,animositat,,,[a.n̪ɪ.'mɔ.sɪ.t̪as],animositas,1
45986,45986,fumaculum,n,n-s---nn2-,fumacul,,,[fʊ.'ma.kʊ.ɫũː],fumaculum,0
19887,a2043,animosus,a,aps---mn1-,animos animos animos,,,[a.'n̪ɪ.mɔ.sʊs],animosus,1
19888,a2046,animus,n,n-s---mn2-,anim,,,[ˈa.nɪ.mʊs],animus,1
19915,19915,Antemna,n,n-s---fn1-,Antemn,,,[an̪.'t̪ɛm.n̪a],Antemna,1
19890,a2061,anniuersarius,a,aps---mn1-,anniuersari anniuersari anniuersari,,,[an.nɪ.wɛrˈsaː.ri.ʊs],anniuersarius,1
19891,a2067,annosus,a,aps---mn1-,annos annos annos,,,[anˈnoː.sʊs],annosus,1
19892,a2077,annus,n,n-s---mn2-,ann,,,[ˈan.nʊs],annus,1
19894,a2083,anomalia,n,n-s---fn1-,anomali,,,[a.n̪ɔ.'ma.lɪ̣.ja],anomalia,1
19895,a2090,anquiro,v,v1spia--3-,anquir anquisiu anquisit,,,['aŋ.kʷɪ.rɔ],anquiro,1
19896,a2092,ansa,n,n-s---fn1-,ans,,,[ˈãː.sa],ansa,1
19897,a2101,ansula,n,n-s---fn1-,ansul,,,['aːn̪.sʊ.la],ansula,1
19898,a2103,antagonista,n,n-s---mn1-,antagonist,,,[an̪.t̪a.gɔ.'n̪ɪs.t̪a],antagonista,1
19901,a2114,antecantamentum,n,n-s---nn2-,antecantament,,,[an̪.t̪ɛ.kan̪.t̪a.'mɛn̪.t̪ũː],antecantamentum,1
19902,a2117,antecapio,v,v1spia--3i,antecap antecep antecept,,,[an.tɛˈka.pi.oː],antecapio,1
19882,19882,animatus,a,aps---mn1-,animat animat animat,,,[a.'n̪ɪ.ma.t̪ʊs],animatus,1
19904,a2118,antecedo,v,v1spia--3-,anteced antecess antecess,,,[an.tɛˈkeː.doː],antecedo,1
19905,a7118,antecello,v,v1spia--3-,antecell - -,,,[an.tɛˈkɛl.loː],antecello,1
19907,a2125,antecursor,n,n-s---mn3-,antecursor,,,[an̪.t̪ɛ.'kʊr.sɔr],antecursor,1
19885,19885,animose,r,rp--------,animos,,,[a.'n̪ɪ.mɔ.sɛ],animose,1
19912,a2139,antelogium,n,n-s---nn2-,antelogi,,,[an̪.t̪ɛ.'lɔ.gɪ̣.jũː],antelogium,1
19913,a2142,anteloquium,n,n-s---nn2-,anteloqui,,,/an.teˈlo.kʷi.um/,anteloquium,1
19914,a2146,anteludium,n,n-s---nn2-,anteludi,,,[an̪.t̪ɛ.'lʊ.d̪ɪ̣.jũː],anteludium,1
19916,a2165,antepono,v,v1spia--3-,antepon anteposu anteposit,,,[an.tɛˈpoː.noː],antepono,1
19917,a2167,antepotens,a,aps---an3i,antepotent antepotent antepotent,,,[an̪.'t̪ɛ.pɔ.t̪eːn̪s],antepotens,1
19919,a2175,antesignanus,n,n-s---mn2-,antesignan,,,[an̪.t̪ɛ.'sɪŋ.n̪a.n̪ʊs],antesignanus,1
19871,a2015,anhelo,v,v1spia--1-,anhel anhelau anhelat,,,[anˈheː.ɫoː],anhelo,1
19899,19899,ante,r,rp--------,,,,[ˈan.tɛ],ante,1
19903,19903,antecedens,a,aps---an3i,antecedent antecedent antecedent,,,[an̪.'t̪ɛ.kɛ.d̪eːn̪s],antecedens,1
19924,a2225,anticipo,v,v1spia--1-,anticip anticipau anticipat,,,/anˈti.ki.poː/,anticipo,1
19926,a2241,antiphona,n,n-s---fn1-,antiphon,,,[an̪.'t̪ɪ.pʰɔ.n̪a],antiphona,1
19927,a2250,antiquitas,n,n-s---fn3-,antiquitat,,,[an̪.'t̪ɪ.kʷɪ.t̪as],antiquitas,1
19922,19922,Antichristus,n,n-s---mn2-,Antichrist,,,[an̪.'t̪ɪ.kʰrɪ.st̪ʊs],Antichristus,1
19928,a2251,antiquitus,r,rp--------,,,,[an̪.'t̪ɪ.kʷɪ.t̪ʊs],antiquitus,1
19862,19862,Anglia,n,n-s---fn1-,Angli,,,['aŋ.glɪ̣.ja],Anglia,1
19925,a2229,antidotum,n,n-s---nn2-,antidot,,,[an̪.'t̪ɪ.d̪ɔ.t̪ũː],antidotum,1
19923,a2223,anticipatio,n,n-s---fn3-,anticipation,,,[an̪.t̪ɪ.kɪ.'pa.t̪ɪ̣.jɔ],anticipatio,1
19860,a1980,angina,n,n-s---fn1-,angin,,,['aŋ.gɪ.n̪a],angina,1
19935,a2276,antlia,n,n-s---fn1-,antli,,,/ˈant.li.a/,antlia,1
19936,a2279,antonomasia,n,n-s---fn1-,antonomasi,,,[an.tɔ.nɔˈma.si.a],antonomasia,1
45985,h0360,hinc,r,rp--------,,,,[hɪŋk],hinc,0
19938,a2290,anulus,n,n-s---mn2-,anul,,,[ˈaː.nʊ.ɫʊs],anulus,1
19941,a2296,anxietas,n,n-s---fn3-,anxietat,,,[aːŋkˈsi.ɛ.taːs],anxietas,1
19943,a2301,anxitudo,n,n-s---fn3-,anxitudin,,,[aŋk.'sɪ.t̪ʊ.d̪ɔ],anxitudo,1
19944,a2983,anxius,a,aps---mn1-,anxi anxi anxi,,,[ˈaːŋk.si.ʊs],anxius,1
19934,19934,antistrophe,n,n-s---fn1g,antistroph,,,[anˈtɪs.trɔ.pʰeː],antistrophe,1
19945,a2320,aper,n,n-s---mn2r,apr,,,[ˈa.pɛr],aper,1
19946,a2322,aperio,v,v1spia--4-,aper aperu apert,,,[aˈpɛ.ri.oː],aperio,1
19948,a2325,apertio,n,n-s---fn3-,apertion,,,[a.'pɛr.t̪ɪ̣.jɔ],apertio,1
19940,19940,anxie,r,rp--------,,,,['aŋk.sɪ̣.jɛ],anxie,1
19950,a2330,apertura,n,n-s---fn1-,apertur,,,/a.perˈtuː.ra/,apertura,1
19952,a2331,apex,n,n-s---mn3-,apic,,,[ˈa.pɛks],apex,1
19942,19942,anxietudo,n,n-s---fn3-,anxietudin,,,[aŋk.sɪ̣.'jɛ.t̪ʊ.d̪ɔ],anxietudo,1
19954,a2345,aphronitrum,n,n-s---nn2-,aphronitr,,,[a.'pʰrɔ.n̪ɪ.t̪rũː],aphronitrum,1
19955,a2352,apiarium,n,n-s---nn2-,apiari,,,[a.pɪ̣.'ja.rɪ̣.jũː],apiarium,1
19956,a2352,apiarius,n,n-s---mn2-,apiari,,,[a.pɪˈaː.ri.ʊs],apiarius,1
19960,a2374,apluda,n,n-s---fn1-,aplud,,,['a.plʊ.d̪a],apluda,1
19961,a2377,apocalypsis,n,n-s---fn3i,apocalyps,,,[a.pɔ.ka.'lyp.sɪs],apocalypsis,1
19963,a2399,apodicticus,a,aps---mn1-,apodictic apodictic apodictic,,,[a.pɔˈdiːk.tɪ.kʊs],apodicticus,1
19965,a2403,apographon,n,n-s---nn2g,apograph,,,[a.'pɔ.gra.pʰɔn̪],apographon,1
19967,a2410,apologia,n,n-s---fn1-,apologi,,,[a.pɔ.'lɔ.gɪ̣.ja],apologia,1
19932,a2265,antistita,n,n-s---fn1-,antistit,,,[an̪.'t̪ɪs.t̪ɪ.t̪a],antistita,1
19969,a2413,apologus,n,n-s---mn2-,apolog,,,['a.pɔ.lɔgʷs],apologus,1
46033,46033,huccine,r,rp--------,,,,['hʊk.kɪ.n̪ɛ],huccine,0
19970,a2421,apoplecticus,a,aps---mn1-,apoplectic apoplectic apoplectic,,,[a.pɔˈpɫeːk.tɪ.kʊs],apoplecticus,1
19971,a2423,apoplexis,n,n-s---fn3i,apoplex,,,[a.'pɔ.plɛ.ksɪs],apoplexis,1
19972,a2425,apopsis,n,n-s---fn3i,apops,,,[a.'pɔp.sɪs],apopsis,1
19973,a2426,aporia,n,n-s---fn1-,apori,,,[a.'pɔ.rɪ̣.ja],aporia,1
19974,a2434,apostasia,n,n-s---fn1-,apostasi,,,[a.pɔs.'t̪a.sɪ̣.ja],apostasia,1
19977,a2443,apostolatus,n,n-s---mn4-,apostolat,,,[a.pɔs.'t̪ɔ.la.t̪ʊs],apostolatus,1
19978,a2444,apostolicus,a,aps---mn1-,apostolic apostolic apostolic,,,[a.pɔsˈtɔ.lɪ.kʊs],apostolicus,1
19979,a2445,apostolus,n,n-s---mn2-,apostol,,,[aˈpɔs.tɔ.ɫʊs],apostolus,1
19982,a2454,apotheosis,n,n-s---fn3i,apotheos,,,[a.pɔ.tʰɛˈoː.sɪs],apotheosis,1
19984,a2502,apparatus,n,n-s---mn4-,apparat,,,[ap.paˈraː.tʊs],apparatus,1
19986,a2456,apparentia,n,n-s---fn1-,apparenti,,,[ap.pa.'rɛn̪.t̪ɪ̣.ja],apparentia,1
19987,a2468,appareo,v,v1spia--2-,appar apparu apparit,,,/apˈpaː.re.oː/,appareo,1
19988,a2470,apparitio,n,n-s---fn3-,apparition,,,/ap.paːˈri.ti.oː/,apparitio,1
19947,19947,aperte,r,rp--------,apert,,,[a.'pɛr.t̪eː],aperte,1
19989,a2473,apparo,v,v1spia--1-,appar apparau apparat,,,/ˈap.pa.roː/,apparo,1
19951,19951,apertus,a,aps---mn1-,apert apert apert,,,[a.'pɛr.t̪ʊs],apertus,1
19991,a2482,appello,v,v1spia--3-,appell appul appuls,,,[ap.'pɛɫ.loː],appello,1
19992,a2487,appendix,n,n-s---fn3-,appendic,,,[apˈpɛn.dɪks],appendix,1
19996,a2492,appetentia,n,n-s---fn1-,appetenti,,,[ap.pɛ.'t̪ɛn̪.t̪ɪ̣.ja],appetentia,1
19998,a2495,appetitio,n,n-s---fn3-,appetition,,,[ap.pɛˈtiː.ti.oː],appetitio,1
19999,a8901,appetitus,n,n-s---mn4-,appetit,,,[ap.pɛˈtiː.tʊs],appetitus,1
20000,a2498,appeto,v,v1spia--3-,appet appetiu appetit,,,[ˈap.pɛ.toː],appeto,1
19983,19983,apparate,r,rp--------,apparat,,,[ap.'pa.ra.t̪ɛ],apparate,1
20002,a2508,applico,v,v1spia--1-,applic applicu applicit,,,[ˈap.plɪ.koː],applico,1
20003,a2513,appono,v,v1spia--3-,appon apposu apposit,,,/apˈpoː.noː/,appono,1
23899,i0281,illustro,v,v1spia--1-,illustr illustrau illustrat,,,[ɪlˈluːs.troː],illustro,1
19931,a2264,antistes,n,n-s---cn3-,antistit,,,[anˈtɪs.tɛs],antistes,1
19985,19985,apparatus,a,aps---mn1-,apparat apparat apparat,,,[ap.paˈraː.tʊs],apparatus,1
19995,19995,appetenter,r,rp--------,,,,[ap.pɛ.'t̪ɛn̪.t̪ɛr],appetenter,1
19966,19966,Apollo,n,n-s---mn3-,Apollin,,,[a.'pɔɫ.loː],Apollo,0
119908,119908,orientales,n,n-p---fn3i,oriental,,,[ɔ.rɪ̣.'jɛn̪.t̪a.lɛs],orientales,0
20008,a2521,appotus,a,aps---mn1-,appot appot appot,,,['ap.pɔ.t̪ʊs],appotus,1
20011,a2532,approbatio,n,n-s---fn3-,approbation,,,[ap.prɔ.'ba.t̪ɪ̣.jɔ],approbatio,1
46027,i1003,inauratus,a,aps---mn1-,inaurat inaurat inaurat,,,[ɪ.'n̪aw.ra.t̪ʊs],inauratus,0
20012,a2535,approbo,v,v1spia--1-,approb approbau approbat,,,[ˈap.prɔ.boː],approbo,1
20013,a2536,approbus,a,aps---mn1-,approb approb approb,,,['ap.prɔ.bʊs],approbus,1
20015,a2542,appropinquo,v,v1spia--1-,appropinqu appropinquau appropinquat,,,[ap.prɔˈpɪŋ.kʷoː],appropinquo,1
20016,a2543,appropio,v,v1spia--1-,appropi appropiau appropiat,,,[apˈprɔ.pi.oː],appropio,1
20017,a2546,approximo,v,v1spia--1-,approxim approximau approximat,,,[apˈprɔk.sɪ.moː],approximo,1
20018,a2547,appugno,v,v1spia--1-,appugn appugnau appugnat,,,[apˈpʊŋ.noː],appugno,1
20019,a8903,appulsus,n,n-s---mn4-,appuls,,,[ap.'pʊɫ.sʊs],appulsus,1
20020,a2575,apto,v,v1spia--1-,apt aptau aptat,,,/ˈap.toː/,apto,1
20023,a2589,aqualiculus,n,n-s---mn2-,aqualicul,,,[a.kʷa.'lɪ.kʊ.lʊs],aqualiculus,1
20024,a1373,aquifolium,n,n-s---nn2-,aquifoli,,,[a.kʷɪ.'fɔ.lɪ̣.jũː],aquifolium,1
20025,a1531,aquila,n,n-s---fn1-,aquil,,,[ˈa.kᶣɪ.ɫa],aquila,1
20026,a2612,aquilo,n,n-s---mn3-,aquilon,,,['a.kʷɪ.lɔ],aquilo,1
20027,a2625,ara,n,n-s---fn1-,ar,,,/ˈaː.ra/,ara,1
20029,a2641,aratio,n,n-s---fn3-,aration,,,[a.'ra.t̪ɪ̣.jɔ],aratio,1
20030,a2644,arator,n,n-s---mn3-,arator,,,[aˈraː.tɔr],arator,1
20031,a2647,aratrum,n,n-s---nn2-,aratr,,,[aˈraː.trũ],aratrum,1
20032,a2648,arbilla,n,n-s---fn1-,arbill,,,[ar.'bɪɫ.la],arbilla,1
20033,a2649,arbiter,n,n-s---mn2r,arbitr,,,[ˈar.bɪ.tɛr],arbiter,1
20035,a2652,arbitrarius,a,aps---mn1-,arbitrari arbitrari arbitrari,,,[ar.bɪˈtraː.ri.ʊs],arbitrarius,1
20036,a8904,arbitratus,n,n-s---mn4-,arbitrat,,,[ar.'bɪ.t̪ra.t̪ʊs],arbitratus,1
20037,a2657,arbitrium,n,n-s---nn2-,arbitri,,,[ar.'bɪ.t̪rɪ̣.jũː],arbitrium,1
20041,a2665,arbuscula,n,n-s---fn1-,arbuscul,,,[ar.'bʊs.kʊ.la],arbuscula,1
20006,a2509,appositus,n,n-s---mn4-,apposit,,,[apˈpɔ.sɪ.tʊs],appositus,1
20043,a2674,arca,n,n-s---fn1-,arc,,,/ˈar.ka/,arca,1
20044,a2683,arceo,v,v1spia--2-,arc arcu -,,,/ˈar.ke.oː/,arceo,1
20045,a2686,arcessitio,n,n-s---fn3-,arcessition,,,[ar.kɛs.'sɪ.t̪ɪ̣.jɔ],arcessitio,1
20021,20021,aptus,a,aps---mn1-,apt apt apt,,,[ˈap.tʊs],aptus,1
20046,a2687,arcessitor,n,n-s---mn3-,arcessitor,,,[ar.'kɛs.sɪ.t̪ɔr],arcessitor,1
20047,a2676,arcessitus,n,n-s---mn4-,arcessit,,,[ar.kɛsˈsiː.tʊs],arcessitus,1
20050,a2692,archangelus,n,n-s---mn2-,archangel,,,[arˈkʰaŋ.ɡɛ.ɫʊs],archangelus,1
20052,a2696,archetypus,a,aps---mn1-,archetyp archetyp archetyp,,,/ar.kʰe.ˈty.pus/,archetypus,1
20053,a2706,archiepiscopus,n,n-s---mn2-,archiepiscop,,,[ar.kʰi.ɛˈpɪs.kɔ.pʊs],archiepiscopus,1
20055,a2725,architecton,n,n-s---mn3-,architecton,,,[ar.kʰɪ.'t̪ɛk.t̪ɔn̪],architecton,1
20057,a2726,architectonicus,a,aps---mn1-,architectonic architectonic architectonic,,,[ar.kʰɪ.t̪ɛk.'t̪ɔ.n̪ɪ.kʊs],architectonicus,1
20059,a2730,architectura,n,n-s---fn1-,architectur,,,[ar.kʰɪ.tɛkˈtuː.ra],architectura,1
20038,20038,arbitro,v,v1spia--1-,arbitr arbitrau arbitra,,,['ar.bɪ.t̪rɔ],arbitro,1
20060,a2733,architectus,n,n-s---mn2-,architect,,,[ar.kʰɪ.'t̪ɛk.t̪ʊs],architectus,1
20064,a2754,arcuatura,n,n-s---fn1-,arcuatur,,,[ar.kʊ.'ja.t̪ʊ.ra],arcuatura,1
20065,a2755,arcuatus,a,aps---mn1-,arcuat arcuat arcuat,,,[ar.kʊˈaː.tʊs],arcuatus,1
20066,a2764,arcus,n,n-s---mn4-,arc,,,[ˈar.kʊs],arcus,1
20067,a2766,ardea,n,n-s---fn1-,arde,,,/ˈar.de.a/,ardea,1
20070,a2767,ardeo,v,v1spia--2-,ard ars ars,,,/ˈaːr.de.oː/,ardeo,1
20049,20049,archaicus,a,aps---mn1-,archaic archaic archaic,,,[ar.'kʰa.jɪ.kʊs],archaicus,1
20061,20061,archiuum,n,n-s---nn2-,archiu,,,[arˈkʰiː.wũ],archiuum,1
20072,a2768,ardiola,n,n-s---fn1-,ardiol,,,[ar.'d̪ɪ̣.jɔ.la],ardiola,1
113031,i0282,illutibarbus,a,aps---mn1-,illutibarb illutibarb illutibarb,,,[ɪɫ.lʊ.t̪ɪ.'bar.bʊs],illutibarbus,0
20040,a2659,arbor,n,n-s---fn3-,arbor,,,[ˈar.bɔr],arbor,1
20063,20063,arctous,a,aps---mn1-,arcto arcto arcto,,,['ark.t̪ɔ.jʊs],arctous,1
20068,20068,ardens,a,aps---an3i,ardent ardent ardent,,,['aːr.d̪eːn̪s],ardens,1
20069,20069,ardenter,r,rp--------,ardent,,,[ar.'d̪ɛn̪.t̪ɛr],ardenter,1
20007,20007,appositus,a,aps---mn1-,apposit apposit apposit,,,[apˈpɔ.sɪ.tʊs],appositus,1
119910,119910,origanon,n,n-s---nn2g,origan,,,[ɔ.'rɪ.ga.n̪ɔn̪],origanon,0
20083,a2797,argilla,n,n-s---fn1-,argill,,,[arˈɡɪl.la],argilla,1
46014,m0446,matellio,n,n-s---mn3-,matellion,,,[maˈtɛl.li.oː],matellio,0
20086,a2808,argumentum,n,n-s---nn2-,argument,,,[ar.ɡuːˈmɛn.tũ],argumentum,1
119900,119900,Oreum,n,n-s---nn2-,Ore,,,['ɔrewm],Oreum,0
119913,119913,originaliter,r,rp--------,,,,[ɔ.rɪ.gɪ.'n̪a.lɪ.t̪ɛr],originaliter,0
20093,a2825,ariditas,n,n-s---fn3-,ariditat,,,[a.'rɪ.d̪ɪ.t̪as],ariditas,1
46032,m1011,mimographus,n,n-s---mn2-,mimograph,,,[mɪ.'mɔ.gra.pʰʊs],mimographus,0
46022,m1039,ministrator,n,n-s---mn3-,ministrator,,,[mɪ.'n̪ɪs.t̪ra.t̪ɔr],ministrator,0
20098,a2834,arieto,v,v1spia--1-,ariet arietau arietat,,,[aˈri.ɛ.toː],arieto,1
20101,a2850,arithmeticus,a,aps---mn1-,arithmetic arithmetic arithmetic,,,[a.rɪtʰˈmeː.tɪ.kʊs],arithmeticus,1
20087,a2809,arguo,v,v1spia--3-,argu argu argut,,,[ˈar.ɡʊ.oː],arguo,1
20115,a2907,arra,n,n-s---fn1-,arr,,,['ar.ra],arra,1
20116,a2908,arrabo,n,n-s---mn3-,arrabon,,,['ar.ra.bɔ],arrabo,1
45996,m1824,musicus,n,n-s---mn2-,music,,,/ˈmuː.si.kus/,musicus,0
20117,a2934,ars,n,n-s---fn3i,art,,,/ars/,ars,1
20119,a2949,arthritis,n,n-s---fn3-,arthritid,,,['ar.t̪ʰrɪ.t̪ɪs],arthritis,1
20120,a2956,articulo,v,v1spia--1-,articul articulau articulat,,,[ar.'t̪ɪ.kʊ.loː],articulo,1
20122,a2964,artificium,n,n-s---nn2-,artifici,,,[ar.t̪ɪ.'fɪ.kɪ̣.jũː],artificium,1
20124,a1967,artus,n,n-s---mn4-,art,,,[ˈar.tʊs],artus,1
20126,a2989,aruina,n,n-s---fn1-,aruin,,,[a.'ruj.n̪a],aruina,1
20127,a3006,aruum,n,n-s---nn2-,aru,,,['a.rʊ.jũː],aruum,1
45991,p3456,praeuro,v,v1spia--3-,praeur praeuss praeust,,,/prae̯ˈuː.roː/,praeuro,0
20130,a3016,ascalpo,v,v1spia--3-,ascalp - -,,,[as.'kaɫ.pɔ],ascalpo,1
