id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
21827,21827,Corsica,n,n-s---fn1-,Corsic,,,['kɔr.sɪ.ka],Corsica,0
21854,c4254,crasso,v,v1spia--1-,crass - crassat,,,['kras.soː],crasso,1
21855,c4256,crassus,a,aps---mn1-,crass crass crass,,,[ˈkras.sʊs],crassus,1
21857,c4264,crater,n,n-s---mn3-,crater,,,/ˈkraː.teːr/,crater,1
21865,21865,crebre,r,rp--------,crebr,,,/ˈkreː.breː/,crebre,1
21860,c4274,creatio,n,n-s---fn3-,creation,,,/kreˈaː.ti.oː/,creatio,1
21861,c4275,creator,n,n-s---mn3-,creator,,,[krɛˈaː.tɔr],creator,1
21868,21868,crebriter,r,rp--------,crebr,,,[ˈkreː.brɪ.tɛr],crebriter,1
21862,c4276,creatrix,n,n-s---fn3-,creatric,,,[krɛˈaː.trɪks],creatrix,1
21863,c4299,creatura,n,n-s---fn1-,creatur,,,/kre.aːˈtuː.ra/,creatura,1
21864,c4277,creber,a,aps---mn1r,  ,,,[ˈkreː.bɛr],creber,1
21867,c4282,crebritas,n,n-s---fn3-,crebritat,,,[ˈkreː.brɪ.taːs],crebritas,1
21870,21870,crebro,r,rp--------,crebrius creberrime,,,['krɛ.brɔ],crebro,1
21869,c4283,crebritudo,n,n-s---fn3-,crebritudin,,,[krɛ.'brɪ.t̪ʊ.d̪ɔ],crebritudo,1
21834,21834,corytos,n,n-s---mn2g,coryt,,,['kɔ.ry.t̪ɔs],corytos,1
21806,21806,corporaliter,r,rp--------,,,,[kɔr.pɔ.'raː.lɪ.t̪ɛr],corporaliter,1
21872,c4288,creditor,n,n-s---mn3-,creditor,,,/ˈkreː.di.tor/,creditor,1
21873,c4284,creditum,n,n-s---nn2-,credit,,,/ˈkreː.di.tum/,creditum,1
21874,c4290,credo,v,v1spia--3-,cred credid credit,,,/ˈkreː.doː/,credo,1
21812,c4095,correctio,n,n-s---fn3-,correction,,,[kɔrˈreːk.ti.oː],correctio,1
21829,c4863,cortina,n,n-s---fn1-,cortin,,,[kɔrˈtiː.na],cortina,1
120002,120002,ossor,n,n-s---mn3-,ossor,,,['ɔs.sɔr],ossor,0
21879,c4304,cremo,v,v1spia--1-,crem cremau cremat,,,[ˈkrɛ.moː],cremo,1
21880,c4305,cremor,n,n-s---mn3-,cremor,,,['krɛ.mɔr],cremor,1
21881,c4307,creo,v,v1spia--1-,cre creau creat,,,/ˈkre.oː/,creo,1
21882,c4316,crepido,n,n-s---fn3-,crepidin,,,['krɛ.pɪ.d̪ɔ],crepido,1
21885,c9830,crepitus,n,n-s---mn4-,crepit,,,[ˈkrɛ.pɪ.tʊs],crepitus,1
21886,c4324,crepo,v,v1spia--1-,crep crepu crepit,,,[ˈkrɛ.poː],crepo,1
21887,c4330,crepusculum,n,n-s---nn2-,crepuscul,,,[krɛˈpʊs.kʊ.ɫũ],crepusculum,1
