"TYPE","SOURCE","TARGET","W_SOURCE","W_TARGET"
"@","v#00078066","v#00077276","",""
"@","v#00078193","v#00077276","",""
"@","v#00078272","v#00077276","",""
"@","v#00078357","v#00077064","",""
"@","v#00078446","v#01775973","",""
"@","v#00078842","v#01775973","",""
"@","v#00079239","v#00078446","",""
"@","v#00079391","v#00110458","",""
"@","v#00079477","v#00172114","",""
"@","v#00079593","v#00074063","",""
"@","v#00079689","v#00083947","",""
"@","v#00079788","v#00083947","",""
"@","v#00079910","v#00083947","",""
"@","v#00080274","v#00079910","",""
"@","v#00080395","v#00079910","",""
"@","v#00080645","v#00074063","",""
"@","v#00080777","v#01612822","",""
"@","v#00080914","v#00082064","",""
"@","v#00081068","v#00092585","",""
"@","v#00081221","v#00083947","",""
"@","v#00081366","v#00083947","",""
"@","v#00081515","v#00074063","",""
"@","v#00081605","v#00082064","",""
"@","v#00081811","v#00083947","",""
"@","v#00081944","v#00074063","",""
"@","v#00082603","v#00082064","",""
"@","v#00082765","v#00082064","",""
"@","v#00082918","v#00082064","",""
"@","v#00083117","v#00082918","",""
"@","v#00083323","v#00074063","",""
"@","v#00083483","v#00083947","",""
"@","v#00083639","v#00074063","",""
"@","v#00083826","v#00083639","",""
"@","v#00035058","v#00034046","",""
"@","v#00089996","v#01758551","",""
"@","v#00090111","v#00083947","",""
"@","v#00090266","v#00083947","",""
"@","v#00090367","v#00083947","",""
"@","v#00090483","v#00083947","",""
"@","v#00090619","v#00083947","",""
"@","v#00090728","v#00083947","",""
"@","v#00090879","v#00083947","",""
"@","v#00091066","v#00098574","",""
"@","v#00091201","v#00862378","",""
"@","v#00091322","v#00862378","",""
"@","v#00091418","v#00098574","",""
"@","v#00091527","v#00098574","",""
"@","v#00091848","v#00083947","",""
"@","v#00092182","v#00091848","",""
"@","v#00092330","v#00091848","",""
"@","v#00092473","v#01445225","",""
"@","v#00092585","v#00074063","",""
"@","v#00093046","v#00092585","",""
"@","v#00093237","v#00092585","",""
"@","v#00093348","v#00265478","",""
"@","v#00093452","v#00083947","",""
"@","v#00093560","v#00083947","",""
"@","v#00093668","v#00074063","",""
"@","v#00094296","v#00092585","",""
"@","v#00094443","v#00074063","",""
"@","v#00094820","v#00095506","",""
"@","v#00094964","v#00094443","",""
"@","v#00095054","v#00095506","",""
"@","v#00095154","v#00095506","",""
"@","v#00095301","v#00095506","",""
"@","v#00095406","v#01788486","",""
"@","v#00095506","v#00083947","",""
"@","v#00096156","v#00095506","",""
"@","v#00096259","v#00095506","",""
"@","v#00096357","v#00095506","",""
"@","v#00096541","v#00095506","",""
"@","v#00096666","v#00095506","",""
"@","v#00096818","v#00095506","",""
"@","v#00096935","v#00095506","",""
"@","v#00034981","v#00034046","",""
"@","v#00097065","v#00095506","",""
"@","v#00097174","v#00095506","",""
"@","v#00097267","v#00095506","",""
"@","v#00097347","v#00095506","",""
"@","v#00097497","v#01788486","",""
"@","v#00097591","v#00095506","",""
"@","v#00097706","v#00095506","",""
"@","v#00097792","v#00095506","",""
"@","v#00097920","v#00095506","",""
"@","v#00098059","v#00083947","",""
"@","v#00098208","v#00951804","",""
"@","v#00098338","v#00097591","",""
"@","v#00098459","v#00098338","",""
"@","v#00098574","v#00074063","",""
"@","v#00100153","v#00098574","",""
"@","v#00100649","v#00297331","",""
"@","v#00100756","v#00100153","",""
"@","v#00100922","v#00083947","",""
"@","v#00101074","v#00100922","",""
"@","v#00101196","v#00101662","",""
"@","v#00101375","v#00101662","",""
"@","v#00101548","v#00083947","",""
"@","v#00101662","v#00098574","",""
"@","v#00102193","v#00074063","",""
"@","v#00102489","v#01191194","",""
"@","v#00102690","v#00102489","",""
"@","v#00102827","v#00102193","",""
"@","v#00102974","v#00204190","",""
"@","v#00103125","v#00083947","",""
"@","v#00103251","v#00102193","",""
"@","v#00103366","v#00116137","",""
"@","v#00104055","v#00103366","",""
"@","v#00104242","v#00103366","",""
"@","v#00104349","v#00103366","",""
"@","v#00104505","v#00103366","",""
"@","v#00104604","v#00083947","",""
"@","v#00105152","v#00104604","",""
"@","v#00105400","v#00104604","",""
"@","v#00105569","v#00104604","",""
"@","v#00105685","v#00104604","",""
"@","v#00105798","v#00104604","",""
"@","v#00105931","v#00104604","",""
"@","v#00106011","v#00103366","",""
"@","v#00106108","v#00158081","",""
"@","v#00106300","v#00106108","",""
"@","v#00106442","v#00074063","",""
"@","v#00106604","v#00106108","",""
"@","v#00106728","v#00107371","",""
"@","v#00106865","v#00106728","",""
"@","v#00106980","v#00106108","",""
"@","v#00107243","v#00103366","",""
"@","v#00107371","v#00116137","",""
"@","v#00107863","v#00107371","",""
"@","v#00107978","v#00107371","",""
"@","v#00108091","v#00107371","",""
"@","v#00108242","v#00158081","",""
"@","v#00108348","v#00158081","",""
"@","v#00108456","v#00158081","",""
"@","v#00108597","v#00107371","",""
"@","v#00108725","v#00106108","",""
"@","v#00108869","v#00107371","",""
"@","v#00108988","v#00104604","",""
"@","v#00109154","v#00108988","",""
"@","v#00109250","v#00107371","",""
"@","v#00109474","v#00109250","",""
"@","v#00109570","v#00109250","",""
"@","v#00109701","v#01576236","",""
"@","v#00109786","v#00102193","",""
"@","v#00109988","v#00109786","",""
"@","v#00110104","v#00109988","",""
"@","v#00110229","v#00083947","",""
"@","v#00110327","v#00074063","",""
"@","v#00110458","v#00074063","",""
"@","v#00110580","v#00083947","",""
"@","v#00110682","v#00074063","",""
"@","v#00110872","v#00092585","",""
"@","v#00111031","v#00111859","",""
"@","v#00111343","v#00083947","",""
"@","v#00111469","v#00111031","",""
"@","v#00111608","v#00111469","",""
"@","v#00111754","v#00265478","",""
"@","v#00111859","v#00112579","",""
"@","v#00112100","v#00111859","",""
"@","v#00112290","v#00112579","",""
"@","v#00112422","v#00112579","",""
"@","v#00112579","v#00083947","",""
"@","v#00112931","v#00112579","",""
"@","v#00113042","v#00112579","",""
"@","v#00113149","v#00112579","",""
"@","v#00113309","v#00112579","",""
"@","v#00113419","v#00150780","",""
"@","v#00113548","v#00150444","",""
"@","v#00113716","v#00310972","",""
"@","v#00113869","v#00310783","",""
"@","v#00114015","v#00150444","",""
"@","v#00114180","v#00114015","",""
"@","v#00114327","v#00114015","",""
"@","v#00114424","v#00114015","",""
"@","v#00114531","v#00153724","",""
"@","v#00114716","v#00153724","",""
"@","v#00114858","v#01111638","",""
"@","v#00114975","v#01789981","",""
"@","v#00115067","v#00140363","",""
"@","v#00115234","v#00115067","",""
"@","v#00115319","v#01113585","",""
"@","v#00115496","v#00112579","",""
"@","v#00115662","v#00115496","",""
"@","v#00115819","v#00214424","",""
"@","v#00115962","v#00032951","",""
"@","v#00116137","v#00074063","",""
"@","v#00116292","v#00074063","",""
"@","v#00116715","v#00116292","",""
"@","v#00116825","v#00116292","",""
"@","v#00116934","v#00116292","",""
"@","v#00117078","v#00116292","",""
"@","v#00117205","v#00116292","",""
"@","v#00117331","v#00125286","",""
"@","v#00117464","v#00116292","",""
"@","v#00117565","v#00204190","",""
"@","v#00117675","v#00140937","",""
"@","v#00117887","v#00140937","",""
"@","v#00118097","v#00117887","",""
"@","v#00118202","v#00117675","",""
"@","v#00118326","v#00329781","",""
"@","v#00118443","v#00139555","",""
"@","v#00118566","v#00139555","",""
"@","v#00118664","v#00118443","",""
"@","v#00118779","v#00117675","",""
"@","v#00120872","v#00118898","",""
"@","v#00120982","v#00118898","",""
"@","v#00121172","v#00118898","",""
"@","v#00121295","v#00118898","",""
"@","v#00121398","v#00118898","",""
"@","v#00121492","v#00118898","",""
"@","v#00121607","v#00118898","",""
"@","v#00121752","v#00118898","",""
"@","v#00121856","v#00118898","",""
"@","v#00121956","v#00118898","",""
"@","v#00122077","v#00118898","",""
"@","v#00122191","v#00118898","",""
"@","v#00122353","v#00118898","",""
"@","v#00122520","v#00035907","",""
"@","v#00122604","v#00118898","",""
"@","v#00122860","v#00118898","",""
"@","v#00122986","v#00118898","",""
"@","v#00123083","v#00118898","",""
"@","v#00123186","v#00118898","",""
"@","v#00123297","v#00118898","",""
"@","v#00123393","v#00118898","",""
"@","v#00123494","v#00118898","",""
"@","v#00123673","v#00118898","",""
"@","v#00123762","v#00118898","",""
"@","v#00123888","v#00122604","",""
"@","v#00123998","v#00118898","",""
"@","v#00124128","v#00118898","",""
"@","v#00124259","v#00118898","",""
"@","v#00124337","v#00118898","",""
"@","v#00124440","v#00118898","",""
"@","v#00124529","v#00118898","",""
"@","v#00124634","v#00083947","",""
"@","v#00124827","v#00315864","",""
"@","v#00124971","v#00315864","",""
"@","v#00125167","v#00315864","",""
"@","v#00125912","v#00125286","",""
"@","v#00126016","v#00125286","",""
"@","v#00126217","v#00125286","",""
"@","v#00126369","v#00126217","",""
"@","v#00126503","v#00125286","",""
"@","v#00126625","v#00125286","",""
"@","v#00126741","v#00125286","",""
"@","v#00126862","v#00359092","",""
"@","v#00126967","v#00359092","",""
"@","v#00127157","v#00359092","",""
"@","v#00127256","v#00359092","",""
"@","v#00127396","v#00359092","",""
"@","v#00127525","v#00150444","",""
"@","v#00127634","v#00359092","",""
"@","v#00127727","v#00359092","",""
"@","v#00127850","v#00359092","",""
"@","v#00127954","v#00359092","",""
"@","v#00128073","v#00359092","",""
"@","v#00128191","v#00359092","",""
"@","v#00128277","v#00359092","",""
"@","v#00128372","v#00359092","",""
"@","v#00128457","v#00125286","",""
"@","v#00128605","v#00125286","",""
"@","v#00129032","v#00128702","",""
"@","v#00129169","v#00129032","",""
"@","v#00129260","v#00128702","",""
"@","v#00129338","v#00128702","",""
"@","v#00129425","v#00128702","",""
"@","v#00129557","v#00111031","",""
"@","v#00129670","v#00128702","",""
"@","v#00129745","v#00128702","",""
"@","v#00129902","v#00129745","",""
"@","v#00130049","v#00128702","",""
"@","v#00130223","v#00128702","",""
"@","v#00130329","v#00128702","",""
"@","v#00130433","v#00125286","",""
"@","v#00130529","v#00125286","",""
"@","v#00130632","v#00125286","",""
"@","v#00130742","v#00125286","",""
"@","v#00130921","v#00118898","",""
"@","v#00131030","v#00083947","",""
"@","v#00131198","v#00083947","",""
"@","v#00131293","v#00083947","",""
"@","v#00131460","v#00083947","",""
"@","v#00131565","v#00083947","",""
"@","v#00131711","v#00131030","",""
"@","v#00131827","v#00083947","",""
"@","v#00132114","v#00131827","",""
"@","v#00132229","v#00131827","",""
"@","v#00132397","v#00132579","",""
"@","v#00132579","v#00015782","",""
"@","v#00132801","v#00132579","",""
"@","v#00132945","v#00074063","",""
"@","v#00133085","v#00125286","",""
"@","v#00133245","v#00133336","",""
"@","v#00133336","v#01266515","",""
"@","v#00133485","v#00118898","",""
"@","v#00133611","v#00118898","",""
"@","v#00133722","v#00854691","",""
"@","v#00133822","v#00133983","",""
"@","v#00133983","v#00118898","",""
"@","v#00134191","v#01111638","",""
"@","v#00134351","v#00133822","",""
"@","v#00134533","v#00133822","",""
"@","v#00134645","v#00176836","",""
"@","v#00134840","v#00134645","",""
"@","v#00134949","v#00122353","",""
"@","v#00135042","v#00118898","",""
"@","v#00135151","v#00122353","",""
"@","v#00135259","v#00135151","",""
"@","v#00135363","v#00118898","",""
"@","v#00135467","v#00118898","",""
"@","v#00135603","v#00118898","",""
"@","v#00135733","v#00118898","",""
"@","v#00135831","v#00118898","",""
"@","v#00135939","v#00118898","",""
"@","v#00136067","v#00135939","",""
"@","v#00136156","v#00116292","",""
"@","v#00136265","v#00306034","",""
"@","v#00136387","v#00116292","",""
"@","v#00136514","v#00083947","",""
"@","v#00136665","v#00092585","",""
"@","v#00136863","v#00136665","",""
"@","v#00136974","v#00136665","",""
"@","v#00137111","v#00083947","",""
"@","v#00137343","v#00137111","",""
"@","v#00137462","v#00166656","",""
"@","v#00137644","v#00137111","",""
"@","v#00137754","v#00137111","",""
"@","v#00137858","v#00083947","",""
"@","v#00137993","v#00137111","",""
"@","v#00138123","v#00137111","",""
"@","v#00138239","v#00092585","",""
"@","v#00138377","v#00083947","",""
"@","v#00138537","v#00138377","",""
"@","v#00034901","v#00034046","",""
"@","v#00138658","v#00138377","",""
"@","v#00138909","v#00074063","",""
"@","v#00139059","v#00083947","",""
"@","v#00139162","v#00116292","",""
"@","v#00139258","v#00787825","",""
"@","v#00139428","v#00139258","",""
"@","v#00139555","v#00098574","",""
"@","v#00139862","v#00139555","",""
"@","v#00139972","v#00139555","",""
"@","v#00140130","v#00139972","",""
"@","v#00140259","v#00139555","",""
"@","v#00140363","v#00098574","",""
"@","v#00140682","v#00140363","",""
"@","v#00140818","v#00305843","",""
"@","v#00034824","v#00034046","",""
"@","v#00140937","v#00083947","",""
"@","v#00141609","v#00140937","",""
"@","v#00141759","v#00140937","",""
"@","v#00141975","v#00140937","",""
"@","v#00142109","v#00141975","",""
"@","v#00142249","v#00142648","",""
"@","v#00142397","v#00140937","",""
"@","v#00142505","v#00140937","",""
"@","v#00142648","v#00083947","",""
"@","v#00142881","v#00143034","",""
"@","v#00143282","v#01001075","",""
"@","v#00143411","v#00387029","",""
"@","v#00143576","v#00143411","",""
"@","v#00143719","v#00387029","",""
"@","v#00143907","v#00144091","",""
"@","v#00144006","v#00143719","",""
"@","v#00144091","v#00074063","",""
"@","v#00144283","v#00144091","",""
"@","v#00144395","v#00149082","",""
"@","v#00144592","v#00149082","",""
"@","v#00144780","v#00145116","",""
"@","v#00144984","v#00144780","",""
"@","v#00145116","v#00145339","",""
"@","v#00145339","v#00266920","",""
"@","v#00145474","v#00145116","",""
"@","v#00145586","v#00145116","",""
"@","v#00145679","v#00227243","",""
"@","v#00145782","v#00227243","",""
"@","v#00145864","v#00145116","",""
"@","v#00145974","v#00147046","",""
"@","v#00146127","v#00145974","",""
"@","v#00146277","v#00146127","",""
"@","v#00146425","v#00083947","",""
"@","v#00146674","v#00146425","",""
"@","v#00146774","v#00149082","",""
"@","v#00146907","v#00149082","",""
"@","v#00147046","v#00148644","",""
"@","v#00147237","v#00149082","",""
"@","v#00147396","v#00146425","",""
"@","v#00147669","v#00147396","",""
"@","v#00147745","v#00147396","",""
"@","v#00147844","v#00147396","",""
"@","v#00148015","v#00147396","",""
"@","v#00148162","v#00822267","",""
"@","v#00148419","v#00148162","",""
"@","v#00148514","v#00148162","",""
"@","v#00148644","v#00146425","",""
"@","v#00148812","v#00854199","",""
"@","v#00148928","v#00149082","",""
"@","v#00034747","v#00034046","",""
"@","v#00149082","v#00083947","",""
"@","v#00149441","v#00149082","",""
"@","v#00149552","v#00149082","",""
"@","v#00149644","v#00149082","",""
"@","v#00149731","v#00074063","",""
"@","v#00149871","v#00150163","",""
"@","v#00150029","v#00150286","",""
"@","v#00150163","v#00820743","",""
"@","v#00150286","v#00098574","",""
"@","v#00150648","v#00152756","",""
"@","v#00034668","v#00034046","",""
"@","v#00150780","v#00083947","",""
"@","v#00151162","v#00150780","",""
"@","v#00151273","v#00150780","",""
"@","v#00151395","v#00150780","",""
"@","v#00151519","v#00150444","",""
"@","v#00151672","v#00083947","",""
"@","v#00151781","v#00125286","",""
"@","v#00151901","v#00150780","",""
"@","v#00152096","v#00150780","",""
"@","v#00152228","v#00151901","",""
"@","v#00152321","v#00151901","",""
"@","v#00152501","v#00152321","",""
"@","v#00152625","v#00151901","",""
"@","v#00153130","v#00152756","",""
"@","v#00153404","v#00152756","",""
"@","v#00153577","v#00152756","",""
"@","v#00034529","v#00034046","",""
"@","v#00153724","v#00083947","",""
"@","v#00154225","v#00153724","",""
"@","v#00154367","v#00153724","",""
"@","v#00154477","v#00153724","",""
"@","v#00154601","v#00153724","",""
"@","v#00154752","v#00153724","",""
"@","v#00154952","v#00153724","",""
"@","v#00155084","v#00107371","",""
"@","v#00155313","v#00155084","",""
"@","v#00155473","v#00155084","",""
"@","v#00034046","v#00098574","",""
"@","v#00155596","v#00107371","",""
"@","v#00156000","v#00155596","",""
"@","v#00156138","v#00155596","",""
"@","v#00156249","v#00083947","",""
"@","v#00156356","v#00153724","",""
"@","v#00156464","v#00822267","",""
"@","v#00156574","v#00146425","",""
"@","v#00156741","v#00156574","",""
"@","v#00156862","v#00156574","",""
"@","v#00156978","v#00146425","",""
"@","v#00157118","v#00074063","",""
"@","v#00157247","v#00157118","",""
"@","v#00157350","v#00074063","",""
"@","v#00157456","v#01111638","",""
"@","v#00157585","v#00155596","",""
"@","v#00157745","v#00140937","",""
"@","v#00157916","v#00157745","",""
"@","v#00158081","v#00107371","",""
"@","v#00158605","v#00158081","",""
"@","v#00158717","v#00158081","",""
"@","v#00158819","v#00172114","",""
"@","v#00159210","v#00158819","",""
"@","v#00159335","v#00158819","",""
"@","v#00159450","v#00158819","",""
"@","v#00159577","v#00158819","",""
"@","v#00159695","v#00167804","",""
"@","v#00159831","v#00158081","",""
"@","v#00159960","v#00098574","",""
"@","v#00160073","v#00152756","",""
"@","v#00160197","v#00308251","",""
"@","v#00160311","v#00160443","",""
"@","v#00160443","v#01711244","",""
"@","v#00160862","v#00378341","",""
"@","v#00160998","v#00160443","",""
"@","v#00161153","v#00160443","",""
"@","v#00161308","v#00160443","",""
"@","v#00161497","v#00160443","",""
"@","v#00161617","v#00160443","",""
"@","v#00161730","v#00160443","",""
"@","v#00161834","v#00078842","",""
