"TYPE","SOURCE","TARGET","W_SOURCE","W_TARGET"
"!","v#00897525","v#00603918","a2322","o0792"
"!","v#00603918","v#00897525","o0792","a2322"
"!","v#00897525","v#01825455","a2322","o0792"
"!","v#01825455","v#00897525","o0792","a2322"
"!","v#00897525","v#01467965","a2322","o0792"
"!","v#01467965","v#00897525","o0792","a2322"
"!","v#00632077","v#00909621","a2322","o0792"
"!","v#00909621","v#00632077","o0792","a2322"
"!","v#00632077","v#00919962","a2322","o0792"
"!","v#00919962","v#00632077","o0792","a2322"
"!","v#00632077","v#01469149","a2322","o0792"
"!","v#01469149","v#00632077","o0792","a2322"
"!","v#00632077","v#00412665","a2322","o0792"
"!","v#00412665","v#00632077","o0792","a2322"
"!","v#00632077","v#01651958","a2322","o0792"
"!","v#01651958","v#00632077","o0792","a2322"
"!","v#00632077","v#01673967","a2322","o0792"
"!","v#01673967","v#00632077","o0792","a2322"
"!","v#00632077","v#00603918","a2322","o0792"
"!","v#00603918","v#00632077","o0792","a2322"
"!","v#00632077","v#01825455","a2322","o0792"
"!","v#01825455","v#00632077","o0792","a2322"
"!","v#00632077","v#01467965","a2322","o0792"
"!","v#01467965","v#00632077","o0792","a2322"
"!","v#01652417","v#00909621","a2322","o0792"
"!","v#00909621","v#01652417","o0792","a2322"
"!","v#01652417","v#00919962","a2322","o0792"
"!","v#00919962","v#01652417","o0792","a2322"
"!","v#01652417","v#01469149","a2322","o0792"
"!","v#01469149","v#01652417","o0792","a2322"
"!","v#01652417","v#00412665","a2322","o0792"
"!","v#00412665","v#01652417","o0792","a2322"
"!","v#01652417","v#01651958","a2322","o0792"
"!","v#01651958","v#01652417","o0792","a2322"
"!","v#01652417","v#01673967","a2322","o0792"
"!","v#01673967","v#01652417","o0792","a2322"
"!","v#01652417","v#00603918","a2322","o0792"
"!","v#00603918","v#01652417","o0792","a2322"
"!","v#01652417","v#01825455","a2322","o0792"
"!","v#01825455","v#01652417","o0792","a2322"
"!","v#01652417","v#01467965","a2322","o0792"
"!","v#01467965","v#01652417","o0792","a2322"
"!","v#00722994","v#00909621","a2322","o0792"
"!","v#00909621","v#00722994","o0792","a2322"
"!","v#00722994","v#00919962","a2322","o0792"
"!","v#00919962","v#00722994","o0792","a2322"
"!","v#00722994","v#01469149","a2322","o0792"
"!","v#01469149","v#00722994","o0792","a2322"
"!","v#00722994","v#00412665","a2322","o0792"
"!","v#00412665","v#00722994","o0792","a2322"
"!","v#00722994","v#01651958","a2322","o0792"
"!","v#01651958","v#00722994","o0792","a2322"
"!","v#00722994","v#01673967","a2322","o0792"
"!","v#01673967","v#00722994","o0792","a2322"
"!","v#00722994","v#00603918","a2322","o0792"
"!","v#00603918","v#00722994","o0792","a2322"
"!","v#00722994","v#01825455","a2322","o0792"
"!","v#01825455","v#00722994","o0792","a2322"
"!","v#00722994","v#01467965","a2322","o0792"
"!","v#01467965","v#00722994","o0792","a2322"
"!","v#01467069","v#00909621","a2322","o0792"
"!","v#00909621","v#01467069","o0792","a2322"
"!","v#01467069","v#00919962","a2322","o0792"
"!","v#00919962","v#01467069","o0792","a2322"
"!","v#01467069","v#01469149","a2322","o0792"
"!","v#01469149","v#01467069","o0792","a2322"
"!","v#01467069","v#00412665","a2322","o0792"
"!","v#00412665","v#01467069","o0792","a2322"
"!","v#01467069","v#01651958","a2322","o0792"
"!","v#01651958","v#01467069","o0792","a2322"
"!","v#01467069","v#01673967","a2322","o0792"
"!","v#01673967","v#01467069","o0792","a2322"
"!","v#01467069","v#00603918","a2322","o0792"
"!","v#00603918","v#01467069","o0792","a2322"
"!","v#01467069","v#01825455","a2322","o0792"
"!","v#01825455","v#01467069","o0792","a2322"
"!","v#01467069","v#01467965","a2322","o0792"
"!","v#01467965","v#01467069","o0792","a2322"
"!","v#01467644","v#00909621","a2322","o0792"
"!","v#00909621","v#01467644","o0792","a2322"
"!","v#01467644","v#00919962","a2322","o0792"
"!","v#00919962","v#01467644","o0792","a2322"
"!","v#01467644","v#01469149","a2322","o0792"
"!","v#01469149","v#01467644","o0792","a2322"
"!","v#01467644","v#00412665","a2322","o0792"
"!","v#00412665","v#01467644","o0792","a2322"
"!","v#01467644","v#01651958","a2322","o0792"
"!","v#01651958","v#01467644","o0792","a2322"
"!","v#01467644","v#01673967","a2322","o0792"
"!","v#01673967","v#01467644","o0792","a2322"
"!","v#01467644","v#00603918","a2322","o0792"
"!","v#00603918","v#01467644","o0792","a2322"
"!","v#01467644","v#01825455","a2322","o0792"
"!","v#01825455","v#01467644","o0792","a2322"
"!","v#01467644","v#01467965","a2322","o0792"
"!","v#01467965","v#01467644","o0792","a2322"
"!","v#01463238","v#00909621","a2322","o0792"
"!","v#00909621","v#01463238","o0792","a2322"
"!","v#01463238","v#00919962","a2322","o0792"
"!","v#00919962","v#01463238","o0792","a2322"
"!","v#01463238","v#01469149","a2322","o0792"
"!","v#01469149","v#01463238","o0792","a2322"
"!","v#01463238","v#00412665","a2322","o0792"
"!","v#00412665","v#01463238","o0792","a2322"
"!","v#01463238","v#01651958","a2322","o0792"
"!","v#01651958","v#01463238","o0792","a2322"
"!","v#01463238","v#01673967","a2322","o0792"
"!","v#01673967","v#01463238","o0792","a2322"
"!","v#01463238","v#00603918","a2322","o0792"
"!","v#00603918","v#01463238","o0792","a2322"
"!","v#01463238","v#01825455","a2322","o0792"
"!","v#01825455","v#01463238","o0792","a2322"
"!","v#01463238","v#01467965","a2322","o0792"
"!","v#01467965","v#01463238","o0792","a2322"
"!","v#00895553","v#00909621","a2322","o0792"
"!","v#00909621","v#00895553","o0792","a2322"
"!","v#00895553","v#00919962","a2322","o0792"
"!","v#00919962","v#00895553","o0792","a2322"
"!","v#00895553","v#01469149","a2322","o0792"
"!","v#01469149","v#00895553","o0792","a2322"
"!","v#00895553","v#00412665","a2322","o0792"
"!","v#00412665","v#00895553","o0792","a2322"
"!","v#00895553","v#01651958","a2322","o0792"
"!","v#01651958","v#00895553","o0792","a2322"
"!","v#00895553","v#01673967","a2322","o0792"
"!","v#01673967","v#00895553","o0792","a2322"
"!","v#00895553","v#00603918","a2322","o0792"
"!","v#00603918","v#00895553","o0792","a2322"
"!","v#00895553","v#01825455","a2322","o0792"
"!","v#01825455","v#00895553","o0792","a2322"
"!","v#00895553","v#01467965","a2322","o0792"
"!","v#01467965","v#00895553","o0792","a2322"
"!","v#01548774","v#00572942","b9256","m9606"
"!","v#00572942","v#01548774","m9606","b9256"
"!","v#00581211","v#00572942","b9256","m9606"
"!","v#00572942","v#00581211","m9606","b9256"
"!","v#00587298","v#00572942","b9256","m9606"
"!","v#00572942","v#00587298","m9606","b9256"
"!","v#00587155","v#00572942","b9256","m9606"
"!","v#00572942","v#00587155","m9606","b9256"
"!","v#01789163","v#01681144","c2563","d2029"
"!","v#01681144","v#01789163","d2029","c2563"
"!","v#01789163","v#01073112","c2563","d2029"
"!","v#01073112","v#01789163","d2029","c2563"
"!","v#01789163","v#00439665","c2563","d2029"
"!","v#00439665","v#01789163","d2029","c2563"
"!","v#01789163","v#01689901","c2563","d2029"
"!","v#01689901","v#01789163","d2029","c2563"
"!","v#01789163","v#01507640","c2563","d2029"
"!","v#01507640","v#01789163","d2029","c2563"
"!","v#01789163","v#01075648","c2563","d2029"
"!","v#01075648","v#01789163","d2029","c2563"
"!","v#01789163","v#01568792","c2563","d2029"
"!","v#01568792","v#01789163","d2029","c2563"
"!","v#01789163","v#01568959","c2563","d2029"
"!","v#01568959","v#01789163","d2029","c2563"
"!","v#01789163","v#01788872","c2563","d2029"
"!","v#01788872","v#01789163","d2029","c2563"
"!","v#01789163","v#00528650","c2563","d2029"
"!","v#00528650","v#01789163","d2029","c2563"
"!","v#01789163","v#01388242","c2563","d2029"
"!","v#01388242","v#01789163","d2029","c2563"
"!","v#01789163","v#00438616","c2563","d2029"
"!","v#00438616","v#01789163","d2029","c2563"
"!","v#01682716","v#01681144","c2563","d2029"
"!","v#01681144","v#01682716","d2029","c2563"
"!","v#01682716","v#01073112","c2563","d2029"
"!","v#01073112","v#01682716","d2029","c2563"
"!","v#01682716","v#00439665","c2563","d2029"
"!","v#00439665","v#01682716","d2029","c2563"
"!","v#01682716","v#01689901","c2563","d2029"
"!","v#01689901","v#01682716","d2029","c2563"
"!","v#01682716","v#01507640","c2563","d2029"
"!","v#01507640","v#01682716","d2029","c2563"
"!","v#01682716","v#01075648","c2563","d2029"
"!","v#01075648","v#01682716","d2029","c2563"
"!","v#01682716","v#01568792","c2563","d2029"
"!","v#01568792","v#01682716","d2029","c2563"
"!","v#01682716","v#01568959","c2563","d2029"
"!","v#01568959","v#01682716","d2029","c2563"
"!","v#01682716","v#01788872","c2563","d2029"
"!","v#01788872","v#01682716","d2029","c2563"
"!","v#01682716","v#00528650","c2563","d2029"
"!","v#00528650","v#01682716","d2029","c2563"
"!","v#01682716","v#01388242","c2563","d2029"
"!","v#01388242","v#01682716","d2029","c2563"
"!","v#01682716","v#00438616","c2563","d2029"
"!","v#00438616","v#01682716","d2029","c2563"
"!","v#00250254","v#01784886","e1457","i1729"
"!","v#01784886","v#00250254","i1729","e1457"
"!","v#00250254","v#00293522","e1457","i1729"
"!","v#00293522","v#00250254","i1729","e1457"
"!","v#00250254","v#01868717","e1457","i1729"
"!","v#01868717","v#00250254","i1729","e1457"
"!","v#00250254","v#01461034","e1457","i1729"
"!","v#01461034","v#00250254","i1729","e1457"
"!","v#00250254","v#00009549","e1457","i1729"
"!","v#00009549","v#00250254","i1729","e1457"
"!","v#00250254","v#00544641","e1457","i1729"
"!","v#00544641","v#00250254","i1729","e1457"
"!","v#00250254","v#00629195","e1457","i1729"
"!","v#00629195","v#00250254","i1729","e1457"
"!","v#00250254","v#01109028","e1457","i1729"
"!","v#01109028","v#00250254","i1729","e1457"
"!","v#00250254","v#00235191","e1457","i1729"
"!","v#00235191","v#00250254","i1729","e1457"
"!","v#00250254","v#01032236","e1457","i1729"
"!","v#01032236","v#00250254","i1729","e1457"
"!","v#00250254","v#01403371","e1457","i1729"
"!","v#01403371","v#00250254","i1729","e1457"
"!","v#00250254","v#01890772","e1457","i1729"
"!","v#01890772","v#00250254","i1729","e1457"
"!","v#00250254","v#01770871","e1457","i1729"
"!","v#01770871","v#00250254","i1729","e1457"
"!","v#00250254","v#01794910","e1457","i1729"
"!","v#01794910","v#00250254","i1729","e1457"
"!","v#00250254","v#00200388","e1457","i1729"
"!","v#00200388","v#00250254","i1729","e1457"
"!","v#00250254","v#00071495","e1457","i1729"
"!","v#00071495","v#00250254","i1729","e1457"
"!","v#00250254","v#00529549","e1457","i1729"
"!","v#00529549","v#00250254","i1729","e1457"
"!","v#00250254","v#00529679","e1457","i1729"
"!","v#00529679","v#00250254","i1729","e1457"
"!","v#00250254","v#01589573","e1457","i1729"
"!","v#01589573","v#00250254","i1729","e1457"
"!","v#00250254","v#01817504","e1457","i1729"
"!","v#01817504","v#00250254","i1729","e1457"
"!","v#00250254","v#00637528","e1457","i1729"
"!","v#00637528","v#00250254","i1729","e1457"
"!","v#00250254","v#00078446","e1457","i1729"
"!","v#00078446","v#00250254","i1729","e1457"
"!","v#00250254","v#00001740","e1457","i1729"
"!","v#00001740","v#00250254","i1729","e1457"
"!","v#00250254","v#01062411","e1457","i1729"
"!","v#01062411","v#00250254","i1729","e1457"
"!","v#00250254","v#01063950","e1457","i1729"
"!","v#01063950","v#00250254","i1729","e1457"
"!","v#00250254","v#00665595","e1457","i1729"
"!","v#00665595","v#00250254","i1729","e1457"
"!","v#01785226","v#00007023","b9257","m9604"
"!","v#00007023","v#01785226","m9604","b9257"
"!","v#01785226","v#01785226","b9257","m9604"
"!","v#01785226","v#00027257","b9257","m9604"
"!","v#00027257","v#01785226","m9604","b9257"
"!","v#01785226","v#01721982","b9257","m9604"
"!","v#01721982","v#01785226","m9604","b9257"
"!","v#01785226","v#00008958","b9257","m9604"
"!","v#00008958","v#01785226","m9604","b9257"
"!","v#01785226","v#01850598","b9257","m9604"
"!","v#01850598","v#01785226","m9604","b9257"
"!","v#01785226","v#01746118","b9257","m9604"
"!","v#01746118","v#01785226","m9604","b9257"
"!","v#01785226","v#01130277","b9257","m9604"
"!","v#01130277","v#01785226","m9604","b9257"
"!","v#01785226","v#01747342","b9257","m9604"
"!","v#01747342","v#01785226","m9604","b9257"
"!","v#01785226","v#00069684","b9257","m9604"
"!","v#00069684","v#01785226","m9604","b9257"
"!","v#01785226","v#01113245","b9257","m9604"
"!","v#01113245","v#01785226","m9604","b9257"
"!","v#01785226","v#01751275","b9257","m9604"
"!","v#01751275","v#01785226","m9604","b9257"
"!","v#01785226","v#01173875","b9257","m9604"
"!","v#01173875","v#01785226","m9604","b9257"
"!","v#01785226","v#01713759","b9257","m9604"
"!","v#01713759","v#01785226","m9604","b9257"
"!","v#01785226","v#01257604","b9257","m9604"
"!","v#01257604","v#01785226","m9604","b9257"
"!","v#01785226","v#01879916","b9257","m9604"
"!","v#01879916","v#01785226","m9604","b9257"
"!","v#01785226","v#01821274","b9257","m9604"
"!","v#01821274","v#01785226","m9604","b9257"
"!","v#01785226","v#01177316","b9257","m9604"
"!","v#01177316","v#01785226","m9604","b9257"
"!","v#01785226","v#01177668","b9257","m9604"
"!","v#01177668","v#01785226","m9604","b9257"
"!","v#01785226","v#01612822","b9257","m9604"
"!","v#01612822","v#01785226","m9604","b9257"
"!","v#01785226","v#01178748","b9257","m9604"
"!","v#01178748","v#01785226","m9604","b9257"
"!","v#01785226","v#00741672","b9257","m9604"
"!","v#00741672","v#01785226","m9604","b9257"
"!","v#01785226","v#01720230","b9257","m9604"
"!","v#01720230","v#01785226","m9604","b9257"
"!","v#00027257","v#00007023","b9257","m9604"
"!","v#00007023","v#00027257","m9604","b9257"
"!","v#00027257","v#00027257","b9257","m9604"
"!","v#00027257","v#01721982","b9257","m9604"
"!","v#01721982","v#00027257","m9604","b9257"
"!","v#00027257","v#00008958","b9257","m9604"
"!","v#00008958","v#00027257","m9604","b9257"
"!","v#00027257","v#01850598","b9257","m9604"
"!","v#01850598","v#00027257","m9604","b9257"
"!","v#00027257","v#01746118","b9257","m9604"
"!","v#01746118","v#00027257","m9604","b9257"
"!","v#00027257","v#01130277","b9257","m9604"
"!","v#01130277","v#00027257","m9604","b9257"
"!","v#00027257","v#01747342","b9257","m9604"
"!","v#01747342","v#00027257","m9604","b9257"
"!","v#00027257","v#00069684","b9257","m9604"
"!","v#00069684","v#00027257","m9604","b9257"
"!","v#00027257","v#01113245","b9257","m9604"
"!","v#01113245","v#00027257","m9604","b9257"
"!","v#00027257","v#01751275","b9257","m9604"
"!","v#01751275","v#00027257","m9604","b9257"
"!","v#00027257","v#01173875","b9257","m9604"
"!","v#01173875","v#00027257","m9604","b9257"
"!","v#00027257","v#01713759","b9257","m9604"
"!","v#01713759","v#00027257","m9604","b9257"
"!","v#00027257","v#01257604","b9257","m9604"
"!","v#01257604","v#00027257","m9604","b9257"
"!","v#00027257","v#01879916","b9257","m9604"
"!","v#01879916","v#00027257","m9604","b9257"
"!","v#00027257","v#01821274","b9257","m9604"
"!","v#01821274","v#00027257","m9604","b9257"
"!","v#00027257","v#01177316","b9257","m9604"
"!","v#01177316","v#00027257","m9604","b9257"
"!","v#00027257","v#01177668","b9257","m9604"
"!","v#01177668","v#00027257","m9604","b9257"
"!","v#00027257","v#01612822","b9257","m9604"
"!","v#01612822","v#00027257","m9604","b9257"
"!","v#00027257","v#01178748","b9257","m9604"
"!","v#01178748","v#00027257","m9604","b9257"
"!","v#00027257","v#00741672","b9257","m9604"
"!","v#00741672","v#00027257","m9604","b9257"
"!","v#00027257","v#01720230","b9257","m9604"
"!","v#01720230","v#00027257","m9604","b9257"
"!","v#01379952","v#00007023","b9257","m9604"
"!","v#00007023","v#01379952","m9604","b9257"
"!","v#01379952","v#01785226","b9257","m9604"
"!","v#01785226","v#01379952","m9604","b9257"
"!","v#01379952","v#00027257","b9257","m9604"
"!","v#00027257","v#01379952","m9604","b9257"
"!","v#01379952","v#01721982","b9257","m9604"
"!","v#01721982","v#01379952","m9604","b9257"
"!","v#01379952","v#00008958","b9257","m9604"
"!","v#00008958","v#01379952","m9604","b9257"
"!","v#01379952","v#01850598","b9257","m9604"
"!","v#01850598","v#01379952","m9604","b9257"
"!","v#01379952","v#01746118","b9257","m9604"
"!","v#01746118","v#01379952","m9604","b9257"
"!","v#01379952","v#01130277","b9257","m9604"
"!","v#01130277","v#01379952","m9604","b9257"
"!","v#01379952","v#01747342","b9257","m9604"
"!","v#01747342","v#01379952","m9604","b9257"
"!","v#01379952","v#00069684","b9257","m9604"
"!","v#00069684","v#01379952","m9604","b9257"
"!","v#01379952","v#01113245","b9257","m9604"
"!","v#01113245","v#01379952","m9604","b9257"
"!","v#01379952","v#01751275","b9257","m9604"
"!","v#01751275","v#01379952","m9604","b9257"
"!","v#01379952","v#01173875","b9257","m9604"
"!","v#01173875","v#01379952","m9604","b9257"
"!","v#01379952","v#01713759","b9257","m9604"
"!","v#01713759","v#01379952","m9604","b9257"
"!","v#01379952","v#01257604","b9257","m9604"
"!","v#01257604","v#01379952","m9604","b9257"
"!","v#01379952","v#01879916","b9257","m9604"
"!","v#01879916","v#01379952","m9604","b9257"
"!","v#01379952","v#01821274","b9257","m9604"
"!","v#01821274","v#01379952","m9604","b9257"
"!","v#01379952","v#01177316","b9257","m9604"
"!","v#01177316","v#01379952","m9604","b9257"
"!","v#01379952","v#01177668","b9257","m9604"
"!","v#01177668","v#01379952","m9604","b9257"
"!","v#01379952","v#01612822","b9257","m9604"
"!","v#01612822","v#01379952","m9604","b9257"
"!","v#01379952","v#01178748","b9257","m9604"
"!","v#01178748","v#01379952","m9604","b9257"
"!","v#01379952","v#00741672","b9257","m9604"
"!","v#00741672","v#01379952","m9604","b9257"
"!","v#01379952","v#01720230","b9257","m9604"
"!","v#01720230","v#01379952","m9604","b9257"
"!","v#01380463","v#00007023","b9257","m9604"
"!","v#00007023","v#01380463","m9604","b9257"
"!","v#01380463","v#01785226","b9257","m9604"
"!","v#01785226","v#01380463","m9604","b9257"
"!","v#01380463","v#00027257","b9257","m9604"
"!","v#00027257","v#01380463","m9604","b9257"
"!","v#01380463","v#01721982","b9257","m9604"
"!","v#01721982","v#01380463","m9604","b9257"
"!","v#01380463","v#00008958","b9257","m9604"
"!","v#00008958","v#01380463","m9604","b9257"
"!","v#01380463","v#01850598","b9257","m9604"
"!","v#01850598","v#01380463","m9604","b9257"
"!","v#01380463","v#01746118","b9257","m9604"
"!","v#01746118","v#01380463","m9604","b9257"
"!","v#01380463","v#01130277","b9257","m9604"
"!","v#01130277","v#01380463","m9604","b9257"
"!","v#01380463","v#01747342","b9257","m9604"
"!","v#01747342","v#01380463","m9604","b9257"
"!","v#01380463","v#00069684","b9257","m9604"
"!","v#00069684","v#01380463","m9604","b9257"
"!","v#01380463","v#01113245","b9257","m9604"
"!","v#01113245","v#01380463","m9604","b9257"
"!","v#01380463","v#01751275","b9257","m9604"
"!","v#01751275","v#01380463","m9604","b9257"
"!","v#01380463","v#01173875","b9257","m9604"
"!","v#01173875","v#01380463","m9604","b9257"
"!","v#01380463","v#01713759","b9257","m9604"
"!","v#01713759","v#01380463","m9604","b9257"
"!","v#01380463","v#01257604","b9257","m9604"
"!","v#01257604","v#01380463","m9604","b9257"
"!","v#01380463","v#01879916","b9257","m9604"
"!","v#01879916","v#01380463","m9604","b9257"
"!","v#01380463","v#01821274","b9257","m9604"
"!","v#01821274","v#01380463","m9604","b9257"
"!","v#01380463","v#01177316","b9257","m9604"
"!","v#01177316","v#01380463","m9604","b9257"
"!","v#01380463","v#01177668","b9257","m9604"
"!","v#01177668","v#01380463","m9604","b9257"
"!","v#01380463","v#01612822","b9257","m9604"
"!","v#01612822","v#01380463","m9604","b9257"
"!","v#01380463","v#01178748","b9257","m9604"
"!","v#01178748","v#01380463","m9604","b9257"
"!","v#01380463","v#00741672","b9257","m9604"
"!","v#00741672","v#01380463","m9604","b9257"
"!","v#01380463","v#01720230","b9257","m9604"
"!","v#01720230","v#01380463","m9604","b9257"
"!","v#01460612","v#00007023","b9257","m9604"
"!","v#00007023","v#01460612","m9604","b9257"
"!","v#01460612","v#01785226","b9257","m9604"
"!","v#01785226","v#01460612","m9604","b9257"
"!","v#01460612","v#00027257","b9257","m9604"
"!","v#00027257","v#01460612","m9604","b9257"
"!","v#01460612","v#01721982","b9257","m9604"
"!","v#01721982","v#01460612","m9604","b9257"
"!","v#01460612","v#00008958","b9257","m9604"
"!","v#00008958","v#01460612","m9604","b9257"
"!","v#01460612","v#01850598","b9257","m9604"
"!","v#01850598","v#01460612","m9604","b9257"
"!","v#01460612","v#01746118","b9257","m9604"
"!","v#01746118","v#01460612","m9604","b9257"
"!","v#01460612","v#01130277","b9257","m9604"
"!","v#01130277","v#01460612","m9604","b9257"
"!","v#01460612","v#01747342","b9257","m9604"
"!","v#01747342","v#01460612","m9604","b9257"
"!","v#01460612","v#00069684","b9257","m9604"
"!","v#00069684","v#01460612","m9604","b9257"
"!","v#01460612","v#01113245","b9257","m9604"
"!","v#01113245","v#01460612","m9604","b9257"
"!","v#01460612","v#01751275","b9257","m9604"
"!","v#01751275","v#01460612","m9604","b9257"
"!","v#01460612","v#01173875","b9257","m9604"
"!","v#01173875","v#01460612","m9604","b9257"
"!","v#01460612","v#01713759","b9257","m9604"
"!","v#01713759","v#01460612","m9604","b9257"
"!","v#01460612","v#01257604","b9257","m9604"
"!","v#01257604","v#01460612","m9604","b9257"
"!","v#01460612","v#01879916","b9257","m9604"
"!","v#01879916","v#01460612","m9604","b9257"
"!","v#01460612","v#01821274","b9257","m9604"
"!","v#01821274","v#01460612","m9604","b9257"
"!","v#01460612","v#01177316","b9257","m9604"
"!","v#01177316","v#01460612","m9604","b9257"
"!","v#01460612","v#01177668","b9257","m9604"
"!","v#01177668","v#01460612","m9604","b9257"
"!","v#01460612","v#01612822","b9257","m9604"
"!","v#01612822","v#01460612","m9604","b9257"
"!","v#01460612","v#01178748","b9257","m9604"
"!","v#01178748","v#01460612","m9604","b9257"
"!","v#01460612","v#00741672","b9257","m9604"
"!","v#00741672","v#01460612","m9604","b9257"
"!","v#01460612","v#01720230","b9257","m9604"
"!","v#01720230","v#01460612","m9604","b9257"
"!","v#01381076","v#00007023","b9257","m9604"
"!","v#00007023","v#01381076","m9604","b9257"
"!","v#01381076","v#01785226","b9257","m9604"
"!","v#01785226","v#01381076","m9604","b9257"
"!","v#01381076","v#00027257","b9257","m9604"
"!","v#00027257","v#01381076","m9604","b9257"
"!","v#01381076","v#01721982","b9257","m9604"
"!","v#01721982","v#01381076","m9604","b9257"
"!","v#01381076","v#00008958","b9257","m9604"
"!","v#00008958","v#01381076","m9604","b9257"
"!","v#01381076","v#01850598","b9257","m9604"
"!","v#01850598","v#01381076","m9604","b9257"
"!","v#01381076","v#01746118","b9257","m9604"
"!","v#01746118","v#01381076","m9604","b9257"
"!","v#01381076","v#01130277","b9257","m9604"
"!","v#01130277","v#01381076","m9604","b9257"
"!","v#01381076","v#01747342","b9257","m9604"
"!","v#01747342","v#01381076","m9604","b9257"
"!","v#01381076","v#00069684","b9257","m9604"
"!","v#00069684","v#01381076","m9604","b9257"
"!","v#01381076","v#01113245","b9257","m9604"
"!","v#01113245","v#01381076","m9604","b9257"
"!","v#01381076","v#01751275","b9257","m9604"
"!","v#01751275","v#01381076","m9604","b9257"
"!","v#01381076","v#01173875","b9257","m9604"
"!","v#01173875","v#01381076","m9604","b9257"
"!","v#01381076","v#01713759","b9257","m9604"
"!","v#01713759","v#01381076","m9604","b9257"
"!","v#01381076","v#01257604","b9257","m9604"
"!","v#01257604","v#01381076","m9604","b9257"
"!","v#01381076","v#01879916","b9257","m9604"
"!","v#01879916","v#01381076","m9604","b9257"
"!","v#01381076","v#01821274","b9257","m9604"
"!","v#01821274","v#01381076","m9604","b9257"
"!","v#01381076","v#01177316","b9257","m9604"
"!","v#01177316","v#01381076","m9604","b9257"
"!","v#01381076","v#01177668","b9257","m9604"
"!","v#01177668","v#01381076","m9604","b9257"
"!","v#01381076","v#01612822","b9257","m9604"
"!","v#01612822","v#01381076","m9604","b9257"
"!","v#01381076","v#01178748","b9257","m9604"
"!","v#01178748","v#01381076","m9604","b9257"
"!","v#01381076","v#00741672","b9257","m9604"
"!","v#00741672","v#01381076","m9604","b9257"
"!","v#01381076","v#01720230","b9257","m9604"
"!","v#01720230","v#01381076","m9604","b9257"
"!","v#01788243","v#00007023","b9257","m9604"
"!","v#00007023","v#01788243","m9604","b9257"
"!","v#01788243","v#01785226","b9257","m9604"
"!","v#01785226","v#01788243","m9604","b9257"
"!","v#01788243","v#00027257","b9257","m9604"
"!","v#00027257","v#01788243","m9604","b9257"
"!","v#01788243","v#01721982","b9257","m9604"
"!","v#01721982","v#01788243","m9604","b9257"
"!","v#01788243","v#00008958","b9257","m9604"
"!","v#00008958","v#01788243","m9604","b9257"
"!","v#01788243","v#01850598","b9257","m9604"
"!","v#01850598","v#01788243","m9604","b9257"
"!","v#01788243","v#01746118","b9257","m9604"
"!","v#01746118","v#01788243","m9604","b9257"
"!","v#01788243","v#01130277","b9257","m9604"
"!","v#01130277","v#01788243","m9604","b9257"
"!","v#01788243","v#01747342","b9257","m9604"
"!","v#01747342","v#01788243","m9604","b9257"
"!","v#01788243","v#00069684","b9257","m9604"
"!","v#00069684","v#01788243","m9604","b9257"
"!","v#01788243","v#01113245","b9257","m9604"
"!","v#01113245","v#01788243","m9604","b9257"
"!","v#01788243","v#01751275","b9257","m9604"
"!","v#01751275","v#01788243","m9604","b9257"
"!","v#01788243","v#01173875","b9257","m9604"
"!","v#01173875","v#01788243","m9604","b9257"
"!","v#01788243","v#01713759","b9257","m9604"
"!","v#01713759","v#01788243","m9604","b9257"
"!","v#01788243","v#01257604","b9257","m9604"
"!","v#01257604","v#01788243","m9604","b9257"
"!","v#01788243","v#01879916","b9257","m9604"
"!","v#01879916","v#01788243","m9604","b9257"
"!","v#01788243","v#01821274","b9257","m9604"
"!","v#01821274","v#01788243","m9604","b9257"
"!","v#01788243","v#01177316","b9257","m9604"
"!","v#01177316","v#01788243","m9604","b9257"
"!","v#01788243","v#01177668","b9257","m9604"
"!","v#01177668","v#01788243","m9604","b9257"
"!","v#01788243","v#01612822","b9257","m9604"
"!","v#01612822","v#01788243","m9604","b9257"
"!","v#01788243","v#01178748","b9257","m9604"
"!","v#01178748","v#01788243","m9604","b9257"
"!","v#01788243","v#00741672","b9257","m9604"
"!","v#00741672","v#01788243","m9604","b9257"
"!","v#01788243","v#01720230","b9257","m9604"
"!","v#01720230","v#01788243","m9604","b9257"
"!","v#01788486","v#00007023","b9257","m9604"
"!","v#00007023","v#01788486","m9604","b9257"
"!","v#01788486","v#01785226","b9257","m9604"
"!","v#01785226","v#01788486","m9604","b9257"
"!","v#01788486","v#00027257","b9257","m9604"
"!","v#00027257","v#01788486","m9604","b9257"
"!","v#01788486","v#01721982","b9257","m9604"
"!","v#01721982","v#01788486","m9604","b9257"
"!","v#01788486","v#00008958","b9257","m9604"
"!","v#00008958","v#01788486","m9604","b9257"
"!","v#01788486","v#01850598","b9257","m9604"
"!","v#01850598","v#01788486","m9604","b9257"
"!","v#01788486","v#01746118","b9257","m9604"
"!","v#01746118","v#01788486","m9604","b9257"
"!","v#01788486","v#01130277","b9257","m9604"
"!","v#01130277","v#01788486","m9604","b9257"
"!","v#01788486","v#01747342","b9257","m9604"
"!","v#01747342","v#01788486","m9604","b9257"
"!","v#01788486","v#00069684","b9257","m9604"
"!","v#00069684","v#01788486","m9604","b9257"
"!","v#01788486","v#01113245","b9257","m9604"
"!","v#01113245","v#01788486","m9604","b9257"
"!","v#01788486","v#01751275","b9257","m9604"
